N	2gram	Voloshinov_1	Problema
1	в его	1	43
2	и не	1	42
3	и в	3	38
4	не может	4	27
5	может быть	1	26
6	художественного произведения	1	11
7	не только	1	9
8	но и	1	9
9	точки зрения	1	8
10	с точки	1	6
11	то же	1	5
12	а не	1	5
13	конечно и	1	4
14	в ней	1	4
15	не менее	1	4
16	в то	1	4
17	может и	1	4
18	нет и	1	3
19	с другими	1	3
20	несмотря на	1	3
21	методически не	1	3
22	же время	1	3
23	если бы	1	3
24	и должно	1	3
25	и на	1	3
26	от общей	1	3
27	и все	1	3
28	произведения но	1	2
29	можно и	1	2
30	в каждом	1	2
31	связи с	1	2
32	анализа и	1	2
33	языка как	1	2
34	в особенности	1	2
35	подхода к	1	2
36	тех же	1	1
37	нуждаются в	1	1
38	язык как	1	1
39	это направление	1	1
40	от связи	1	1
41	ни один	1	1
42	и социальной	1	1
43	его от	1	1
44	направление своей	1	1
45	тому что	1	1
46	науку о	1	1
47	именно с	1	1
48	если в	2	1
49	на нее	1	1
50	деятельности в	1	1
51	этой проблемы	1	1
52	в лингвистике	1	1
53	для него	1	1
54	художественного целого	1	1
55	себе все	1	1
56	как художественная	1	1
57	к тому	1	1
58	бы в	1	1
