N	2gram	Losev_Vlad_1	FransuaR
1	и в	31	41
2	то есть	3	20
3	таким образом	3	19
4	в этом	14	15
5	как и	4	14
6	и все	4	14
7	то же	6	13
8	все эти	3	13
9	в этой	4	13
10	мы уже	7	12
11	в его	12	12
12	в себе	4	11
13	как мы	9	11
14	в том	11	11
15	прежде всего	1	11
16	так и	6	10
17	в то	8	10
18	все это	5	10
19	в своем	4	9
20	не в	5	9
21	же время	4	9
22	и его	7	9
23	в качестве	6	9
24	но и	19	9
25	что в	14	9
26	но в	12	8
27	в конце	9	8
28	то что	18	8
29	и от	5	8
30	по существу	2	8
31	в нем	4	7
32	в эпоху	1	7
33	вовсе не	5	7
34	в них	2	7
35	и не	17	7
36	и до	2	6
37	ни в	2	6
38	о том	11	6
39	только в	9	6
40	это не	1	6
41	для него	7	6
42	у него	15	6
43	с помощью	1	6
44	в году	30	5
45	как в	3	5
46	и к	6	5
47	не только	24	5
48	на этом	2	5
49	точки зрения	2	5
50	потому что	11	5
51	и это	2	5
52	в ней	1	5
53	к нему	4	5
54	и у	4	5
55	уже в	7	5
56	что и	5	5
57	вместе с	3	5
58	так же	1	5
59	и для	2	5
60	а в	9	5
61	к этому	6	5
62	на место	1	4
63	место в	2	4
64	и на	3	4
65	хотя и	4	4
66	он не	10	4
67	но все	1	4
68	и с	14	4
69	том что	14	4
70	но он	5	4
71	одна из	1	4
72	ничего не	3	4
73	и здесь	3	4
74	влияние на	1	4
75	может быть	6	4
76	в более	1	4
77	было бы	2	4
78	к жизни	2	4
79	конце концов	3	4
80	все что	2	4
81	и есть	1	3
82	той же	2	3
83	то новое	1	3
84	я не	4	3
85	с ее	1	3
86	он был	14	3
87	на них	1	3
88	во всех	1	3
89	совсем не	4	3
90	кроме того	7	3
91	его к	2	3
92	выражение в	1	3
93	и те	1	3
94	так сказать	1	3
95	при этом	2	3
96	и по	8	3
97	несмотря на	4	3
98	во время	3	3
99	в своей	4	3
100	таким же	1	3
101	в их	1	3
102	тем самым	2	3
103	сам он	1	3
104	в отношении	3	3
105	тем что	2	3
106	как о	1	3
107	очень часто	1	3
108	все то	1	3
109	свою очередь	1	3
110	за то	1	3
111	что у	4	3
112	и вся	1	3
113	о нем	7	3
114	нас в	1	3
115	это была	3	3
116	в формах	1	3
117	что он	12	3
118	по этому	2	3
119	из них	2	3
120	в одном	1	3
121	так как	8	3
122	не было	5	3
123	в руках	1	3
124	не может	6	3
125	и потому	6	3
126	но этот	3	3
127	в это	2	3
128	но это	3	3
129	с ними	2	3
130	в свою	1	3
131	которым он	1	3
132	того же	6	3
133	жизни и	5	3
134	и другие	1	3
135	и эта	1	3
136	как нечто	1	2
137	ту же	1	2
138	также и	10	2
139	мы здесь	1	2
140	и то	10	2
141	на самом	1	2
142	и так	3	2
143	в доме	7	2
144	есть не	1	2
145	мы не	1	2
146	в которой	4	2
147	по адресу	1	2
148	и самого	1	2
149	беседует с	2	2
150	еще не	2	2
151	в чем	2	2
152	с его	11	2
153	а следовательно	1	2
154	явлений и	1	2
155	по отношению	1	2
156	отношение к	3	2
157	не просто	1	2
158	мы сейчас	7	2
159	в течение	9	2
160	в одной	1	2
161	говорит что	4	2
162	более или	3	2
163	вы думаете	1	2
164	учение о	2	2
165	как он	4	2
166	уже видели	1	2
167	и еще	2	2
168	и вот	3	2
169	свое время	6	2
170	никому не	1	2
171	одно и	1	2
172	человека в	1	2
173	что все	2	2
174	это было	6	2
175	далеко не	1	2
176	мы имеем	1	2
177	которой он	5	2
178	не мог	3	2
179	в этих	1	2
180	весьма часто	1	2
181	во второй	1	2
182	уже здесь	1	2
183	или менее	3	2
184	их в	1	2
185	том и	1	2
186	на всю	2	2
187	в историческом	1	2
188	дело не	2	2
189	дело в	4	2
190	и сама	1	2
191	человек может	1	2
192	следовательно и	1	2
193	и всегда	3	2
194	весь этот	1	2
195	этом отношении	1	2
196	в области	1	2
197	нет ни	1	2
198	года он	6	2
199	к тому	3	2
200	за что	1	2
201	не есть	1	2
202	правда не	1	2
203	всего этого	1	2
204	на другой	1	2
205	как отрицание	1	2
206	с самого	1	2
207	роль в	1	2
208	о тех	1	2
209	никогда не	9	2
210	особенно в	1	2
211	жизнь и	3	2
212	в разных	1	2
213	а также	5	2
214	одного из	1	2
215	в значительной	1	2
216	и во	1	2
217	вся эта	3	2
218	бы в	1	2
219	во всей	1	2
220	не видел	1	2
221	все существующее	1	2
222	в литературе	1	2
223	того что	2	2
224	на которой	1	2
225	тот же	3	2
226	одной из	2	2
227	представлений о	1	2
228	со всеми	1	2
229	был также	1	2
230	для всех	1	2
231	уже не	3	2
232	только на	3	2
233	же в	1	2
234	свидетельствует о	3	2
235	и других	2	2
236	нужно сказать	1	2
237	в особенности	4	2
238	связаны с	1	2
239	именно в	1	2
240	он только	1	2
241	был в	3	2
242	до конца	1	2
243	а не	1	2
244	его как	1	2
245	в связи	3	2
246	из которых	1	2
247	не осталось	1	2
248	без труда	1	2
249	по своему	3	2
250	в изображении	1	2
251	в данном	1	2
252	своего времени	2	2
253	в состоянии	1	2
254	сейчас увидим	2	2
255	которое он	1	2
256	или в	1	2
257	в результате	2	2
258	о котором	2	2
259	и самым	1	2
260	у них	1	2
261	интерес к	1	2
262	и как	4	2
263	с ним	5	2
264	ни было	1	2
265	одновременно и	1	2
266	в свое	5	2
267	в заключение	1	2
268	натуральной магии	1	2
269	однако по	1	2
270	во всяком	2	2
271	отношения к	1	1
272	одним из	2	1
273	и через	3	1
274	как его	1	1
275	самом деле	1	1
276	тех же	2	1
277	это и	2	1
278	этого письма	1	1
279	ведь и	1	1
280	едва ли	3	1
281	был и	1	1
282	с темой	1	1
283	по его	2	1
284	путешествием в	1	1
285	объявил что	1	1
286	в первый	1	1
287	почти все	1	1
288	он как	3	1
289	этот был	1	1
290	есть нечто	1	1
291	время как	1	1
292	что иное	1	1
293	современников и	1	1
294	но даже	2	1
295	ему в	2	1
296	в письме	8	1
297	они мне	2	1
298	это время	3	1
299	магии и	1	1
300	также о	1	1
301	он сам	2	1
302	первый план	2	1
303	за это	2	1
304	иное как	1	1
305	не был	5	1
306	не без	6	1
307	то мы	3	1
308	при жизни	2	1
309	но не	3	1
310	к которой	1	1
311	для других	1	1
312	значение и	1	1
313	свою жизнь	1	1
314	менее всего	1	1
315	тогда как	1	1
316	себе и	1	1
317	он пишет	3	1
318	жизни все	1	1
319	своего сына	2	1
320	за пределы	3	1
321	что они	3	1
322	всего это	1	1
323	в настоящем	1	1
324	в истории	4	1
325	что во	1	1
326	другой день	1	1
327	его на	2	1
328	в июне	2	1
329	некоторое время	2	1
330	все же	3	1
331	себе на	1	1
332	жена и	1	1
333	результате такого	1	1
334	в самом	2	1
335	не приходится	1	1
336	время это	1	1
337	от бога	1	1
338	он в	3	1
339	тому же	2	1
340	в нашем	4	1
341	то обстоятельство	2	1
342	им в	1	1
343	в итальянской	1	1
344	человеке и	1	1
345	но его	2	1
346	говорят о	1	1
347	но на	3	1
348	всей его	2	1
349	не могла	1	1
350	выступить с	1	1
351	жизнью и	1	1
352	время и	2	1
353	а скорее	1	1
354	после этого	1	1
355	о которой	3	1
356	своему отцу	1	1
357	всем своем	1	1
358	не как	1	1
359	том чтобы	2	1
360	и которые	1	1
361	новое и	1	1
362	его от	1	1
363	именно это	1	1
364	том же	1	1
365	в каждом	1	1
366	смысле в	1	1
367	не будет	1	1
368	эта книга	2	1
369	и второй	1	1
370	не нашел	1	1
371	с целью	1	1
372	есть тот	1	1
373	как к	2	1
374	уже знаем	1	1
375	известно что	2	1
376	этом смысле	4	1
377	отца и	3	1
378	в свой	2	1
379	они по	1	1
380	и тем	1	1
381	не соответствует	1	1
382	в жизни	3	1
383	по всему	1	1
384	они это	1	1
385	для них	1	1
386	но уже	1	1
387	в париже	2	1
388	с тем	2	1
389	со своими	3	1
390	и уже	1	1
391	с такой	1	1
392	чем в	1	1
393	на первый	2	1
394	и одно	1	1
395	интерес и	2	1
396	и без	1	1
397	всяком случае	2	1
398	почти не	2	1
399	в котором	6	1
400	было чрезвычайно	1	1
401	всю человеческую	1	1
402	представление о	1	1
403	мысли и	4	1
404	знаем что	2	1
405	что я	2	1
406	однако от	1	1
407	в силу	1	1
408	что тот	1	1
409	не будем	2	1
410	которые в	1	1
411	этой же	1	1
412	уже сказали	2	1
413	что сам	2	1
414	свобода и	1	1
415	даже в	2	1
416	который умер	1	1
417	содержит в	1	1
418	она не	1	1
419	иной раз	6	1
420	то чего	1	1
421	одной плоскости	1	1
422	на него	3	1
423	и искусство	1	1
424	были и	1	1
425	концов и	1	1
426	того и	2	1
427	найти в	1	1
428	смерти а	2	1
429	правда в	1	1
430	близкий к	1	1
431	или как	1	1
432	к концу	2	1
433	более что	2	1
434	по своей	4	1
435	за исключением	1	1
436	к защите	1	1
437	так например	2	1
438	со своим	5	1
439	связи с	1	1
440	благодаря своему	1	1
441	не по	2	1
442	уже и	2	1
443	человеческую жизнь	1	1
444	что на	2	1
445	ему не	1	1
446	в стиле	1	1
447	у нас	6	1
448	у меня	2	1
449	физических явлений	1	1
450	начиная с	2	1
451	не могут	1	1
452	он и	6	1
453	есть только	1	1
454	и дал	1	1
455	философии на	1	1
456	в других	1	1
457	в июле	1	1
458	что его	4	1
459	для такого	1	1
460	остаются навсегда	1	1
461	с такою	1	1
462	и свое	2	1
463	своего отца	1	1
464	время он	3	1
465	как с	1	1
466	мы привели	1	1
467	некоторой степени	1	1
468	году в	2	1
469	для всей	1	1
470	и о	2	1
471	на нем	1	1
472	связи со	2	1
473	здесь не	3	1
474	учении о	1	1
475	нами выше	1	1
476	мысль о	1	1
477	так в	1	1
478	в дальнейшем	8	1
479	и которую	1	1
480	и когда	1	1
481	эти факты	1	1
482	не с	1	1
483	он принимал	2	1
484	чем у	1	1
485	без основания	1	1
486	поэтому в	1	1
487	семь лет	1	1
488	в некоторой	1	1
489	он к	1	1
490	об этом	7	1
491	образом в	2	1
492	в таком	1	1
493	все дело	1	1
494	своем учении	1	1
495	часто и	2	1
496	до последних	1	1
497	было не	1	1
498	на все	2	1
499	уже были	1	1
500	вот почему	1	1
501	тех кто	1	1
502	но к	1	1
503	второй половине	1	1
504	и что	6	1
505	на страницах	1	1
506	его жизни	6	1
507	от своего	1	1
508	но только	3	1
509	в различных	1	1
510	там же	13	1
511	времени в	2	1
512	все в	1	1
513	и всю	1	1
514	мир и	1	1
515	сравнивать и	1	1
516	от них	1	1
517	этому поводу	1	1
518	этот момент	2	1
519	с нами	1	1
520	ко всей	1	1
521	для той	1	1
522	природы и	1	1
523	в другой	1	1
524	но она	3	1
525	о своих	1	1
526	для самого	1	1
527	куда она	1	1
528	было тогда	1	1
529	писателя и	1	1
530	оказалось что	1	1
531	мы увидим	3	1
532	ли он	1	1
533	в годах	6	1
534	января года	3	1
535	во всем	4	1
536	которой мы	2	1
537	жизнь с	1	1
538	сказали что	1	1
539	еще и	7	1
540	и после	1	1
541	вот они	1	1
542	он уже	4	1
543	который в	1	1
544	на несколько	2	1
545	образа жизни	1	1
546	по другим	1	1
547	себя в	4	1
548	так что	10	1
549	и любви	1	1
550	на такой	2	1
551	же была	1	1
552	вступительная речь	1	1
553	в виде	3	1
554	что по	1	1
555	этому вопросу	1	1
556	конце года	1	1
557	их как	1	1
558	который как	1	1
559	одно из	1	1
560	характер но	2	1
561	в известной	1	1
562	от другого	1	1
563	нет никаких	1	1
564	прибавить что	2	1
565	но более	1	1
566	день после	1	1
567	ее на	1	1
568	даже и	9	1
569	брак и	1	1
570	этот последний	1	1
571	и даже	15	1
572	также имеют	1	1
573	и человека	1	1
574	и из	3	1
575	как у	1	1
576	что человек	1	1
577	на этот	6	1
578	по своим	3	1
579	человека а	1	1
580	мы еще	1	1
581	или о	2	1
582	говорит о	1	1
583	выступает в	1	1
584	притом не	1	1
585	по тем	1	1
