N	4gram	Voloshinov_1	Myshleni
1	с этой точки зрения	1	4
2	один и тот же	3	3
3	выходит далеко за пределы	1	3
4	одного и того же	5	3
5	в том что он	1	2
6	имеют ничего общего с	1	1
7	связаны между собой и	1	1
8	является одной из важнейших	2	1
9	в том числе и	2	1
10	двумя сторонами одного и	1	1
11	сторонами одного и того	1	1
12	в самом деле если	2	1
13	не имеют ничего общего	1	1
14	все более и более	1	1
15	одной и той же	2	1
16	и в первом случае	1	1
17	по отношению к каждому	1	1
18	одни и те же	5	1
19	так же как и	2	1
20	но при этом она	1	1
