N	2gram	Bakhtin_Fr_1	Stilisti
1	и в	65	42
2	не только	10	27
3	как бы	22	27
4	и т.п	17	24
5	прежде всего	11	22
6	хотя бы	1	17
7	то же	1	15
8	но и	10	15
9	и не	22	14
10	не может	3	12
11	может быть	6	12
12	мы уже	12	11
13	как и	5	11
14	точки зрения	7	11
15	в этом	15	10
16	и как	1	10
17	как мы	6	10
18	что мы	2	10
19	мы не	1	9
20	при этом	6	9
21	в то	1	9
22	для того	1	9
23	то что	3	9
24	в ней	6	8
25	все же	6	8
26	в себе	3	8
27	тем самым	1	8
28	и это	2	8
29	речевого общения	3	8
30	и на	11	7
31	в которой	1	7
32	было бы	1	7
33	так как	6	7
34	никогда не	6	7
35	же время	1	7
36	потому что	5	7
37	того чтобы	1	7
38	ничего не	3	7
39	с его	5	7
40	слов и	1	7
41	только в	7	7
42	и его	10	7
43	а не	1	7
44	и от	2	7
45	во всех	9	6
46	мы будем	3	6
47	точку зрения	1	6
48	в этой	4	6
49	на его	2	6
50	в нем	13	6
51	не в	4	6
52	в процессе	2	6
53	в области	7	6
54	так и	10	6
55	в форме	3	6
56	и так	2	6
57	в конце	1	6
58	или иной	5	6
59	речи и	2	6
60	уже в	1	5
61	в нашем	1	5
62	в той	5	5
63	и наконец	2	5
64	и с	3	5
65	с точки	3	5
66	не является	3	5
67	те же	1	5
68	в его	9	5
69	и следовательно	1	5
70	и их	3	5
71	точек зрения	1	5
72	в живом	1	5
73	как это	1	5
74	слова и	1	5
75	самом деле	3	4
76	мы называем	1	4
77	и к	4	4
78	но в	14	4
79	в самом	4	4
80	так сказать	4	4
81	уже не	3	4
82	можно было	1	4
83	его в	7	4
84	и без	2	4
85	на него	2	4
86	у нас	1	4
87	но все	3	4
88	так называемые	2	4
89	к тому	2	4
90	той или	5	4
91	на это	1	4
92	было в	1	4
93	о том	2	4
94	влияние на	7	4
95	можно сказать	2	4
96	которой мы	1	4
97	того что	2	4
98	один из	1	4
99	мы видим	2	4
100	связаны с	3	4
101	не просто	3	4
102	и пр	5	4
103	то есть	45	4
104	все это	9	4
105	бы в	1	4
106	того времени	1	4
107	отношения к	2	3
108	на самом	6	3
109	и само	2	3
110	общества и	1	3
111	только благодаря	1	3
112	жизни это	1	3
113	еще не	6	3
114	нет и	2	3
115	или иное	1	3
116	хотя и	2	3
117	не к	2	3
118	и вот	2	3
119	их в	2	3
120	здесь мы	1	3
121	об этом	1	3
122	связанных с	1	3
123	лишь в	1	3
124	это не	3	3
125	может стать	1	3
126	ведь в	1	3
127	своего осуществления	1	3
128	этом мы	1	3
129	том что	6	3
130	что такое	1	3
131	что было	1	3
132	в разных	1	3
133	связи с	4	3
134	внутренней жизни	1	3
135	до того	1	3
136	да и	2	3
137	и развития	1	3
138	в виду	3	3
139	но при	2	3
140	в ее	3	3
141	общении в	1	3
142	то или	1	3
143	роль в	2	3
144	во второй	2	3
145	мы в	1	3
146	приближается к	1	3
147	и здесь	3	3
148	должно было	1	3
149	жизни и	7	3
150	явлений которые	1	3
151	конечно не	1	3
152	только на	2	3
153	из них	4	3
154	его и	1	3
155	в одном	5	3
156	от того	2	3
157	что и	1	3
158	и даже	8	3
159	и эта	3	3
160	так называемой	1	3
161	и уже	1	3
162	здесь вырабатываются	1	3
163	ни на	2	3
164	в тех	3	3
165	в целом	2	3
166	в начале	1	3
167	но для	3	3
168	тех или	1	3
169	и для	2	3
170	для нас	4	3
171	и все	5	3
172	главным образом	6	3
173	между ними	4	3
174	не знает	6	3
175	сказать что	6	3
176	человека и	1	2
177	выражения как	1	2
178	жизни мы	1	2
179	несколько позже	1	2
180	в определенные	1	2
181	в какой-то	1	2
182	и больше	1	2
183	и конечно	1	2
184	мы имеем	1	2
185	всех его	2	2
186	нам в	1	2
187	на эти	1	2
188	и он	2	2
189	и всего	1	2
190	но не	2	2
191	значение и	2	2
192	отношение к	4	2
193	форме и	2	2
194	как в	5	2
195	как уже	1	2
196	между двумя	1	2
197	как таковое	1	2
198	роль играет	1	2
199	т.п но	1	2
200	все эти	10	2
201	чуть ли	1	2
202	тому же	1	2
203	этот процесс	1	2
204	к миру	1	2
205	понимания и	3	2
206	и сам	1	2
207	по своему	8	2
208	человек с	1	2
209	человека в	1	2
210	значительной степени	2	2
211	связанные с	1	2
212	зрения на	1	2
213	человечества но	1	2
214	с этим	1	2
215	в жизни	4	2
216	нашего исследования	1	2
217	которые с	1	2
218	при которых	1	2
219	в этих	2	2
220	и при	1	2
221	в своей	5	2
222	ли он	1	2
223	в отношении	6	2
224	мы говорили	1	2
225	место в	1	2
226	в которых	1	2
227	для всякого	1	2
228	но эта	2	2
229	совершенно иначе	1	2
230	которые в	1	2
231	жанр и	1	2
232	отражает и	1	2
233	в основе	8	2
234	был и	1	2
235	эти три	1	2
236	этом отношении	3	2
237	или иных	1	2
238	все то	1	2
239	ли не	1	2
240	с развитием	1	2
241	у себя	1	2
242	здесь не	1	2
243	в пределах	1	2
244	в дальнейшем	8	2
245	как с	1	2
246	идеология и	1	2
247	художественное творчество	1	2
248	с собой	1	2
249	времени и	6	2
250	себя дома	1	2
251	подойти к	1	2
252	и вообще	3	2
253	с ним	3	2
254	по своей	3	2
255	в значительной	6	2
256	будем называть	1	2
257	к нему	3	2
258	находит свое	1	2
259	в языке	1	2
260	на отдельные	2	2
261	видим что	1	2
262	как например	1	2
263	в том	16	2
264	одной из	1	2
265	что он	3	2
266	в какой	1	2
267	человека с	1	2
268	для всех	1	2
269	или даже	2	2
270	для него	5	2
271	тем что	1	2
272	даже и	3	2
273	а на	1	2
274	развития в	1	2
275	к которому	1	2
276	еще и	5	2
277	бытия в	1	2
278	на развитие	1	2
279	не было	1	2
280	до конца	2	2
281	в связи	1	2
282	связь с	5	2
283	нет ничего	3	2
284	стадии своего	1	2
285	и потому	10	2
286	перейти в	1	2
287	из которых	1	2
288	или хотя	1	2
289	сих пор	4	2
290	но это	3	2
291	в так	1	2
292	при всем	1	2
293	мы найдем	2	2
294	тем и	1	2
295	или в	2	2
296	на первый	1	2
297	нам придется	2	2
298	и ни	3	2
299	о происхождении	1	2
300	ни к	2	2
301	несмотря на	2	2
302	этот вопрос	2	2
303	с ней	1	2
304	связанный с	3	2
305	в частности	5	2
306	же самой	1	2
307	они еще	1	2
308	к этому	1	2
309	в своих	5	2
310	к людям	1	1
311	можно говорить	3	1
312	одним из	2	1
313	не остается	1	1
314	и должны	1	1
315	и становились	1	1
316	раньше в	1	1
317	мысли а	1	1
318	конечно с	1	1
319	и до	4	1
320	бы к	1	1
321	ведь и	1	1
322	собственном смысле	1	1
323	входящих в	1	1
324	в их	4	1
325	из всех	2	1
326	например в	2	1
327	всего того	2	1
328	если я	1	1
329	для своего	2	1
330	именно к	1	1
331	оба эти	1	1
332	в сущности	16	1
333	это всегда	2	1
334	совпадает с	1	1
335	говорить о	1	1
336	этапы развития	1	1
337	принадлежит к	1	1
338	жизни как	3	1
339	они были	6	1
340	с исторической	1	1
341	не одно	1	1
342	в чем	2	1
343	появляется и	1	1
344	именно этот	1	1
345	но как	3	1
346	и другие	8	1
347	в общем	4	1
348	уже как	1	1
349	явление как	1	1
350	или у	1	1
351	в собственном	1	1
352	там где	1	1
353	эти новые	1	1
354	и выражения	2	1
355	не хватает	1	1
356	в своем	8	1
357	как нам	1	1
358	и различные	1	1
359	кроме того	2	1
360	и понимания	1	1
361	был связан	2	1
362	этим языком	1	1
363	от этого	1	1
364	именно эта	1	1
365	всего у	1	1
366	он в	1	1
367	из этих	2	1
368	были связаны	4	1
369	с их	5	1
370	остановиться на	1	1
371	творчество и	1	1
372	имеем в	1	1
373	не могла	1	1
374	наблюдаем в	1	1
375	все они	1	1
376	и оценками	1	1
377	и если	1	1
378	вообще не	1	1
379	что без	1	1
380	не знающий	1	1
381	своем развитии	1	1
382	он не	2	1
383	о которой	1	1
384	говорили в	1	1
385	всех этих	8	1
386	мира мира	1	1
387	широком смысле	1	1
388	нами здесь	1	1
389	особые формы	1	1
390	довольно часто	1	1
391	нашего времени	1	1
392	он так	2	1
393	можно даже	1	1
