N	3gram	Voloshinov_1	Psycholo
1	в самом деле	5	18
2	в том что	4	11
3	с точки зрения	10	9
4	для того чтобы	1	8
5	мы увидим что	4	7
6	все то что	2	6
7	с самого начала	5	6
8	до сих пор	3	5
9	с одной стороны	1	5
10	и т д	1	4
11	о том что	1	3
12	в одном плане	1	3
13	на самом деле	2	2
14	в таком виде	1	2
15	только то что	2	2
16	в наше время	1	2
17	была бы совершенно	1	2
18	одно и то	1	2
19	в данном случае	3	2
20	время как бы	1	2
21	все время как	1	2
22	смысл и значение	1	2
23	все больше и	1	2
24	и то же	1	2
25	во всяком случае	3	2
26	то что он	1	2
27	мы все время	1	2
28	мы видели что	1	2
29	мы не можем	1	2
30	в то время	1	2
31	в свою очередь	1	2
32	больше и больше	1	2
33	как мы видели	4	2
34	но все же	1	1
35	оно превращается в	1	1
36	таким образом что	1	1
37	так ли это?	1	1
38	это было бы	1	1
39	как и всякое	1	1
40	и может быть	2	1
41	нам кажется что	1	1
42	это совсем не	1	1
43	они не могут	1	1
44	нам в глаза	1	1
45	в зависимости от	2	1
46	что он не	1	1
47	в отличие от	1	1
48	но это совсем	1	1
49	не было бы	1	1
50	двух направлений в	1	1
51	в этом отношении	2	1
52	это вовсе не	1	1
53	ни в какой	1	1
54	но если мы	2	1
55	может быть и	1	1
56	никакого отношения к	1	1
57	что в его	2	1
58	в двух направлениях	1	1
59	тех требований которые	1	1
60	в своей основе	1	1
61	так как они	1	1
62	а с другой	1	1
63	во всех отношениях	1	1
64	было бы предположить	1	1
65	мы никогда не	1	1
66	однако и эта	1	1
67	что все эти	3	1
68	мы уже указывали	3	1
69	в целом ряде	1	1
70	и той же	1	1
71	а между тем	1	1
72	один и тот	2	1
73	очень большую роль	1	1
74	сих пор не	1	1
75	по сравнению с	1	1
76	все это только	1	1
77	каждого из этих	1	1
78	мы можем сказать	2	1
79	в себя и	1	1
80	самом деле этот	1	1
81	мы знаем что	3	1
82	к тому чтобы	3	1
83	можно сказать что	3	1
84	или во всяком	1	1
85	как бы в	1	1
86	таким образом и	1	1
87	одной и той	1	1
88	для него было	1	1
89	вовсе не является	1	1
90	не может быть	3	1
91	в высшей степени	2	1
92	она не может	1	1
93	его ни в	1	1
94	и тот же	2	1
