N	2gram	Potebnia_M_4	Problema
1	и не	18	28
2	то есть	34	27
3	не только	10	24
4	только в	15	23
5	в виде	2	22
6	вовсе не	7	21
7	и в	23	20
8	в том	23	20
9	все эти	3	16
10	то что	29	15
11	потому что	33	15
12	точки зрения	4	14
13	у нас	2	14
14	той или	1	14
15	было бы	8	14
16	но и	11	14
17	перед нами	1	13
18	не в	11	13
19	даже и	3	13
20	в нашем	2	12
21	в себе	14	12
22	том что	12	12
23	не есть	9	12
24	с точки	3	11
25	по себе	11	11
26	есть символ	1	11
27	прежде всего	1	11
28	как будто	1	11
29	тем не	4	10
30	и его	2	10
31	не менее	5	10
32	так и	6	10
33	в качестве	1	10
34	при помощи	3	10
35	это значит	1	10
36	есть нечто	5	9
37	в этом	23	9
38	может быть	26	9
39	и даже	2	9
40	все это	5	9
41	но в	8	8
42	таким образом	24	8
43	если бы	13	8
44	что он	4	8
45	в той	4	8
46	и все	4	8
47	во всяком	5	8
48	то же	14	7
49	мы не	8	7
50	в ней	2	7
51	еще не	3	7
52	и с	4	7
53	ясно что	1	7
54	это не	7	7
55	хотя бы	4	7
56	и тем	4	7
57	есть в	5	7
58	с другой	2	7
59	именно в	3	7
60	сказать что	8	7
61	а не	12	7
62	и потому	10	7
63	сам по	4	6
64	есть не	4	6
65	мы имеем	4	6
66	при этом	15	6
67	об этом	2	6
68	как и	14	6
69	в данном	4	6
70	но если	1	6
71	и без	2	6
72	по крайней	5	6
73	в каком	4	6
74	же самое	4	6
75	в виду	3	6
76	и вообще	2	6
77	а также	1	6
78	крайней мере	5	6
79	что здесь	1	6
80	так что	5	6
81	в одно	1	6
82	по своему	2	6
83	но это	3	6
84	для нас	14	6
85	другой стороны	1	6
86	в таком	4	6
87	на самом	3	5
88	но не	1	5
89	как в	7	5
90	хотя и	5	5
91	и если	3	5
92	в нем	7	5
93	да и	4	5
94	в них	3	5
95	в этих	3	5
96	когда мы	6	5
97	и вполне	2	5
98	и о	4	5
99	в ее	2	5
100	данном случае	2	5
101	каждый раз	4	5
102	о том	8	5
103	можно сказать	4	5
104	и можно	1	5
105	жизни и	1	5
106	уже не	3	5
107	если мы	2	5
108	так как	14	5
109	известного рода	1	5
110	здесь в	1	5
111	то и	4	5
112	человеческой жизни	1	5
113	не может	11	5
114	вместе с	6	5
115	так же	4	5
116	в смысле	3	5
117	не существует	2	5
118	или в	1	5
119	ничего общего	1	5
120	и т	7	4
121	но даже	2	4
122	что его	2	4
123	без всякого	1	4
124	кроме того	3	4
125	и есть	3	4
126	уже в	5	4
127	в этой	1	4
128	что она	2	4
129	понятие есть	1	4
130	и понятие	1	4
131	времени и	1	4
132	с тем	7	4
133	в своей	1	4
134	всяком случае	3	4
135	в одном	4	4
136	в отношении	1	4
137	тем самым	4	4
138	не имеет	5	4
139	только не	3	4
140	в разных	3	4
141	в самой	2	4
142	указывает на	2	4
143	всегда есть	1	4
144	можно было	2	4
145	с ним	5	4
146	и во	1	4
147	во всех	1	4
148	и только	3	4
149	тем более	5	4
150	одной из	1	4
151	что символ	1	4
152	что не	6	4
153	с этим	7	4
154	как бы	5	4
155	однако не	1	4
156	и для	2	4
157	же в	1	4
158	а в	5	4
159	в то	4	4
160	самом деле	3	3
161	то это	8	3
162	в каждой	1	3
163	и на	3	3
164	но как	1	3
165	заметим что	3	3
166	явлений и	1	3
167	в истории	4	3
168	в своем	8	3
169	и к	6	3
170	бы и	5	3
171	сказать о	1	3
172	имеем в	1	3
