N	2gram	Tiupa_Lite_1	Istorich
1	и в	8	24
2	не только	24	21
3	что он	5	21
4	может быть	13	14
5	не может	5	14
6	что в	3	13
7	в этих	1	13
8	мы имеем	1	12
9	как в	5	12
10	в этом	12	12
11	и здесь	1	12
12	но и	17	11
13	это не	4	10
14	том что	14	10
15	и что	1	10
16	у него	3	10
17	а в	3	10
18	все же	4	9
19	с другой	3	9
20	не в	8	9
21	о том	2	9
22	потому что	3	9
23	то же	5	8
24	еще не	4	8
25	что и	1	8
26	так как	1	8
27	другой стороны	1	8
28	а не	16	8
29	или в	1	8
30	во всех	1	7
31	то что	10	7
32	таким образом	3	7
33	одна из	3	7
34	с собой	4	7
35	к нему	1	7
36	один из	3	7
37	в том	16	7
38	вместе с	1	7
39	но не	4	6
40	как он	2	6
41	в нем	2	6
42	он не	1	6
43	как и	6	6
44	для нас	1	6
45	и все	1	6
46	того что	6	6
47	только в	8	6
48	ответ на	1	6
49	тем что	2	6
50	с этой	5	6
51	во время	1	6
52	то это	2	5
53	в чем	1	5
54	с одной	2	5
55	отношение к	1	5
56	но в	3	5
57	право на	1	5
58	не менее	7	5
59	в русской	10	5
60	дело не	2	5
61	так и	4	5
62	представляют собой	1	5
63	одной стороны	2	5
64	тот кто	1	5
65	героя и	1	5
66	же как	1	4
67	мы не	1	4
68	представляет собой	4	4
69	первый взгляд	1	4
70	как бы	7	4
71	при этом	19	4
72	мы можем	1	4
73	но все	1	4
74	не всегда	1	4
75	на первый	1	4
76	точки зрения	6	4
77	в их	3	4
78	своего рода	11	4
79	тем не	2	4
80	по существу	1	4
81	не имеет	1	4
82	никогда не	4	4
83	со своим	1	4
84	и говорит	1	4
85	так в	1	4
86	на вопрос	1	4
87	то и	2	4
88	вовсе не	1	4
89	если не	1	4
90	в данном	5	4
91	в состоянии	1	4
92	и не	12	4
93	одной из	1	4
94	например в	3	3
95	и он	1	3
96	в различных	1	3
97	в ответ	1	3
98	с его	5	3
99	тогда как	13	3
100	что они	1	3
101	к себе	3	3
102	из этих	2	3
103	в дальнейшем	1	3
104	на то	1	3
105	и если	1	3
106	и по	1	3
107	его в	3	3
108	кажется что	1	3
109	в них	1	3
110	вопрос о	1	3
111	в конце	4	3
112	как мы	1	3
113	тогда когда	1	3
114	и его	4	3
115	связи с	6	3
116	данном случае	4	3
117	не столько	5	3
118	в качестве	17	3
119	чаще всего	1	3
120	уже в	5	3
121	не случайно	2	3
122	между прочим	1	3
123	и даже	3	3
124	превратилась в	1	3
125	этой задачи	1	3
126	превращается в	2	3
127	этой точки	3	3
128	сих пор	1	3
129	обращается к	2	3
130	от него	1	3
131	с ней	1	3
132	следующим образом	2	3
133	свое место	1	2
134	кто бы	1	2
135	со своей	1	2
136	на глазах	1	2
137	на себя	2	2
138	их не	2	2
139	власть над	1	2
140	того же	2	2
141	и на	1	2
142	не знал	1	2
143	что его	3	2
144	только после	1	2
145	к которой	1	2
146	со стороны	4	2
147	не просто	1	2
148	в одной	1	2
149	его на	1	2
150	и нет	2	2
151	перед нами	1	2
152	в действительности	1	2
153	в самом	3	2
154	та же	2	2
155	в которой	1	2
156	он в	1	2
157	все эти	2	2
158	к месту	1	2
159	во многих	2	2
160	после чего	1	2
161	прочим и	1	2
162	в силу	4	2
163	водворяет на	1	2
164	так например	1	2
165	в одну	1	2
166	было бы	2	2
167	и тем	4	2
168	свое начало	1	2
169	этого не	2	2
170	в один	1	2
171	в котором	1	2
172	не от	1	2
173	к этому	1	2
174	того кто	1	2
175	для нее	2	2
176	она не	1	2
177	нет необходимости	1	2
178	вплоть до	2	2
179	можно указать	1	2
180	в то	5	2
181	что такое	2	2
182	на него	1	2
183	в основе	3	2
184	что вы	1	2
185	друг друга	4	2
186	что при	1	2
187	но по	1	2
188	но при	2	2
189	в ее	1	2
190	на том	2	2
191	об этой	1	2
192	имеется в	2	2
193	ведет свое	1	2
194	сюда же	1	2
195	все в	1	2
196	тем более	2	2
197	и другую	1	2
198	герой в	1	2
199	тот же	1	2
200	по этому	2	2
201	уже не	7	2
202	не можем	1	2
203	и у	1	2
204	только на	2	2
205	что не	2	2
206	из них	4	2
207	мы знаем	1	2
208	не так	1	2
209	прежде всего	11	2
210	говорит ему	1	2
211	в особенности	1	2
212	до сих	1	2
213	и др	3	2
214	становится ясным	1	2
215	в связи	4	2
216	в иной	1	2
217	как это	8	2
218	своих возлюбленных	1	2
219	он говорит	1	2
220	в литературе	1	2
221	и от	1	2
222	и о	1	2
223	отличается от	1	2
224	этом и	1	2
225	но для	1	2
226	это как	2	2
227	сказать что	1	2
228	от всех	1	2
229	они не	1	2
230	стороны к	1	1
231	ту же	2	1
232	одним из	5	1
233	переходит к	1	1
234	не остается	2	1
235	убивают своих	1	1
236	самом деле	2	1
237	как известно	1	1
238	только потому	1	1
239	показать что	1	1
240	к этой	1	1
241	сам великий	1	1
242	между двумя	1	1
243	из его	2	1
244	сам автор	1	1
245	должна быть	2	1
246	этого он	1	1
247	есть не	1	1
248	пока он	1	1
249	можно и	1	1
250	вступающего в	1	1
251	же следует	1	1
252	и новые	1	1
253	я не	7	1
254	как я	1	1
255	ему в	1	1
256	зависимости от	1	1
257	собой в	1	1
258	он был	1	1
259	в которых	1	1
260	бы то	1	1
261	тем как	1	1
262	то он	2	1
263	нет не	2	1
264	по отношению	3	1
265	тут же	1	1
266	один и	1	1
267	он или	1	1
268	а третий	1	1
269	в своем	11	1
270	традиции как	1	1
271	и как	1	1
272	духа и	1	1
273	имеет в	1	1
274	есть ли	1	1
275	или иную	2	1
276	за собой	1	1
277	в целом	8	1
278	от меня	1	1
279	должен обладать	1	1
280	в этой	4	1
281	однако как	1	1
282	блаженных и	1	1
283	что к	1	1
284	бы ни	1	1
285	в поэтике	1	1
286	обращаясь к	2	1
287	состоит в	11	1
288	и вот	1	1
289	ни было	1	1
290	в зависимости	1	1
291	для понимания	2	1
292	и за	1	1
293	в каждом	1	1
294	то ни	1	1
295	в другом	2	1
296	его принадлежности	1	1
297	а по	1	1
298	это весьма	1	1
299	а как	2	1
300	знает что	1	1
301	с начала	1	1
302	меня от	2	1
303	далеко не	3	1
304	для своего	2	1
305	на основании	1	1
306	и подобные	1	1
307	с тем	1	1
308	и уже	1	1
309	основывается на	1	1
310	уже у	1	1
311	в чистом	1	1
312	всегда один	1	1
313	должно быть	1	1
314	автора и	1	1
315	не мог	3	1
316	дома с	1	1
317	заодно с	1	1
318	ему во	1	1
319	в войне	1	1
320	бы на	2	1
321	от своего	2	1
322	в своей	4	1
323	этой связи	1	1
324	как все	2	1
325	с точки	2	1
326	от себя	2	1
327	что я	2	1
328	на три	1	1
329	руки а	1	1
330	при рассмотрении	1	1
331	и более	1	1
332	не могли	1	1
333	собой и	1	1
334	не должно	1	1
335	и то	2	1
336	не для	1	1
337	уже был	1	1
338	и есть	3	1
339	века по	1	1
340	случае в	1	1
341	чистом виде	1	1
342	тем самым	5	1
343	мышления и	2	1
344	дело в	3	1
345	не нуждается	1	1
346	из их	1	1
347	к тебе	1	1
348	в день	1	1
349	всего построения	1	1
350	от эпохи	1	1
351	имеем дело	1	1
352	при всем	3	1
353	предполагать что	1	1
354	ее с	1	1
355	жизни на	2	1
356	но дело	1	1
357	в сознании	2	1
358	как будто	2	1
359	перед ним	1	1
360	вот в	1	1
361	в состав	1	1
362	было у	2	1
363	всего в	3	1
364	и другим	1	1
365	к тому	2	1
366	от последней	1	1
367	отличное от	1	1
368	не единственный	1	1
369	должен быть	2	1
370	для себя	5	1
371	в ситуации	1	1
372	более не	2	1
373	подобных случаях	1	1
374	в некоторых	1	1
375	на основе	1	1
376	второй половине	1	1
377	сводится к	3	1
378	мысль о	1	1
379	вопрос что	1	1
380	и сам	6	1
381	можно было	2	1
382	на нее	1	1
383	действительности это	1	1
384	мог бы	1	1
385	во второй	1	1
386	по тому	1	1
387	и с	1	1
388	с этого	1	1
389	если бы	1	1
390	в силах	1	1
391	он остается	1	1
392	теперь уже	1	1
393	к своему	1	1
394	имеет право	1	1
395	другом месте	1	1
396	того он	1	1
397	никак не	1	1
398	самому себе	1	1
399	можно сказать	1	1
400	а также	5	1
401	в пользу	1	1
402	все та	2	1
403	и во	1	1
404	ее от	1	1
405	от них	1	1
406	в его	7	1
407	существу в	1	1
408	в третьем	1	1
409	да в	1	1
410	во всей	1	1
411	и только	2	1
412	вслед за	1	1
413	именно в	1	1
414	тебя когда	1	1
415	который бы	1	1
416	от которого	1	1
417	тех пор	1	1
418	как например	1	1
419	задачу и	1	1
420	в какой	1	1
421	и весьма	2	1
422	которых в	1	1
423	бытия в	1	1
424	он уже	1	1
425	который в	1	1
426	жизни и	3	1
427	а только	2	1
428	но впоследствии	1	1
429	оказывается в	1	1
430	в большинстве	1	1
431	или не	1	1
432	героя с	2	1
433	в жизни	6	1
434	в виде	1	1
435	в начале	1	1
436	а то	1	1
437	большинстве случаев	1	1
438	первобытного человека	1	1
439	за ним	1	1
440	утверждал что	2	1
441	ту или	2	1
442	очевидно что	1	1
443	не сам	2	1
444	себе в	2	1
445	никто не	1	1
446	представлений о	1	1
447	пришла к	1	1
448	гибнет от	1	1
449	среди которых	1	1
450	не о	1	1
451	ту сторону	1	1
452	и задается	1	1
453	из двух	1	1
454	в исторической	1	1
455	для этого	4	1
456	в странах	1	1
457	играет с	1	1
458	а с	1	1
459	рода не	1	1
460	на смену	6	1
461	а на	1	1
462	человек в	1	1
463	из многочисленных	1	1
464	именно так	2	1
465	и ты	1	1
466	впервые в	1	1
467	принадлежности к	1	1
468	для этой	1	1
469	все более	2	1
470	из форм	1	1
471	просто как	1	1
472	из которых	1	1
473	быть это	3	1
474	xix века	6	1
475	к другому	1	1
476	и пусть	1	1
477	ты в	2	1
478	что же	1	1
479	такая форма	1	1
480	за рамки	1	1
481	к настоящему	1	1
482	вокруг себя	1	1
483	с тобой	1	1
484	многих других	1	1
485	в условиях	1	1
486	явления не	1	1
487	и ему	1	1
488	сам того	1	1
489	он играет	1	1
490	в эту	1	1
491	было на	1	1
492	его тем	1	1
493	но зато	1	1
494	от всего	1	1
495	хотя бы	2	1
496	только что	1	1
497	все они	2	1
498	я в	5	1
499	же в	5	1
500	задача это	1	1
501	он же	1	1
502	может и	1	1
503	с сыном	1	1
504	героя как	2	1
505	это делает	1	1
506	не знает	1	1
507	только как	1	1
508	необходимо было	1	1
509	они все	1	1
510	отношению к	2	1
511	из этого	1	1
512	самое и	1	1
513	эти слова	1	1
514	но эти	1	1
515	а я	1	1
516	все что	1	1
517	в частности	15	1
518	на утверждение	1	1
519	можно назвать	1	1
520	такой же	1	1
