N	2gram	Vygotskiy__4	Myshleni
1	то что	44	26
2	в этом	28	25
3	что он	20	25
4	потому что	24	21
5	таким образом	13	19
6	точки зрения	6	18
7	в том	21	18
8	не может	10	18
9	того чтобы	22	17
10	не только	7	16
11	и в	33	16
12	того что	4	16
13	так как	12	16
14	что в	21	16
15	том что	22	15
16	так же	13	15
17	для того	23	14
18	в сущности	6	13
19	сказать что	13	13
20	вопрос о	2	12
21	по отношению	1	12
22	и что	25	12
23	и не	13	12
24	и развития	1	12
25	отношению к	1	12
26	из того	1	11
27	в его	10	11
28	но не	3	10
29	было бы	12	10
30	как мы	4	10
31	только в	4	10
32	а не	6	10
33	с точки	4	9
34	в отношении	1	9
35	может быть	22	9
36	то же	9	8
37	должно быть	3	8
38	как и	5	8
39	если бы	10	8
40	тем самым	3	8
41	в основе	3	8
42	о том	20	8
43	он не	11	8
44	точка зрения	2	8
45	как это	14	8
46	мы должны	6	8
47	же как	3	7
48	того же	1	7
49	и есть	4	7
50	представляет собой	2	7
51	в нем	7	7
52	но он	6	7
53	по себе	9	7
54	так и	3	7
55	мы могли	2	7
56	если мы	12	7
57	с другом	4	7
58	друг с	4	7
59	и на	5	6
60	могли бы	2	6
61	но в	2	6
62	в этой	9	6
63	как он	5	6
64	в другом	1	6
65	но если	3	6
66	не в	2	6
67	что оно	3	6
68	что все	11	6
69	этот вопрос	4	6
70	мы можем	5	6
71	у него	6	6
72	но и	3	6
73	речи и	1	6
74	в той	3	6
75	в какой	5	6
76	к тому	12	6
77	в такой	2	5
78	мы и	1	5
79	что они	6	5
80	как в	3	5
81	в своем	7	5
82	говорит что	10	5
83	в которой	4	5
84	своем развитии	1	5
85	он должен	1	5
86	на все	2	5
87	из нее	3	5
88	тому что	6	5
89	мысли и	1	5
90	с ним	5	5
91	что с	1	5
92	самого начала	5	5
93	в то	3	5
94	тогда когда	1	5
95	того как	1	5
96	никогда не	5	5
97	ничего не	2	5
98	с самого	5	5
99	можно было	4	5
100	но мы	2	5
101	можно сказать	2	5
102	заключается в	5	5
103	тот же	3	5
104	хотя бы	2	5
105	для него	1	5
106	тем что	3	5
107	как бы	25	5
108	это значит	1	5
109	не является	2	5
110	только что	15	5
111	и то	2	4
112	той же	4	4
113	что если	3	4
114	ответить на	1	4
115	время как	2	4
116	к началу	1	4
117	не то	4	4
118	за пределы	1	4
119	сама по	3	4
120	в самом	12	4
121	все эти	6	4
122	вообще не	1	4
123	при этом	2	4
124	подобно тому	1	4
125	это не	6	4
126	такой же	2	4
127	для объяснения	1	4
128	тому чтобы	3	4
129	сущности говоря	2	4
130	и другое	2	4
131	мысли в	1	4
132	не имеет	2	4
133	в самых	3	4
134	казалось бы	5	4
135	же самое	6	4
136	в пределах	3	4
137	еще не	1	4
138	так точно	1	4
139	в теории	1	4
140	так что	7	4
141	и их	1	4
142	то время	2	4
143	это речь	1	4
144	с другой	2	4
145	именно в	2	4
146	к которому	1	4
147	на этот	3	4
148	ребенка и	1	4
149	что мы	6	4
150	вместе с	8	4
151	тому как	2	4
152	это есть	1	4
153	с этой	4	4
154	в целом	5	4
155	мы видим	6	4
156	в результате	2	4
157	бы в	1	4
158	по самой	1	4
159	как показывает	1	4
160	в свою	1	4
161	по одному	1	4
162	этой точки	1	4
163	самом деле	12	3
164	это и	5	3
165	между двумя	2	3
166	в первом	1	3
167	с таким	2	3
168	мы не	5	3
169	говорить о	3	3
170	вместо того	2	3
171	как я	3	3
172	он может	2	3
173	но как	1	3
174	если в	1	3
175	оно является	2	3
176	с этим	5	3
177	показать что	7	3
178	все же	5	3
179	и как	5	3
180	в действительности	2	3
181	понятия с	1	3
182	что должно	1	3
183	как с	1	3
184	на этом	3	3
185	как они	1	3
186	и может	5	3
187	с тем	4	3
188	в этих	1	3
189	в их	2	3
190	сих пор	3	3
191	и более	1	3
192	имеет свою	1	3
193	из которых	3	3
194	до конца	7	3
195	что эта	6	3
196	в смысле	1	3
197	но что	1	3
198	только не	2	3
199	вытекает из	1	3
200	больше чем	2	3
201	как она	10	3
202	и является	2	3
203	и его	5	3
204	связи с	2	3
205	этот закон	2	3
206	ничего общего	1	3
207	свою очередь	1	3
208	то как	2	3
209	переход к	2	3
210	и с	2	3
211	никак не	6	3
212	до сих	3	3
213	в чем	1	3
214	к нему	1	3
215	что и	3	3
216	своей природе	1	3
217	одной из	1	3
218	между тем	1	3
219	с одной	3	3
220	его и	2	3
221	мы знаем	2	3
222	в одном	3	3
223	а в	4	3
224	перейти к	2	3
225	на примере	2	3
226	на которые	1	3
227	говорит о	4	3
228	прежде всего	2	3
229	не на	2	3
230	в частности	4	3
231	все основные	1	3
232	требует от	1	3
233	по существу	2	3
234	но это	1	3
235	одной стороны	3	3
236	что следовательно	1	3
237	для разрешения	1	3
238	к его	1	3
239	допустить что	1	3
240	как на	6	3
241	к этой	3	3
242	ее в	4	3
243	к этому	4	3
244	мы имели	1	2
245	нам кажется	2	2
246	что эти	2	2
247	не имеют	1	2
248	все дело	2	2
249	совершенно в	2	2
250	есть не	1	2
251	при анализе	2	2
252	которую мы	1	2
253	принадлежит к	2	2
254	он произносит	1	2
255	на практике	1	2
256	я не	4	2
257	в ней	6	2
258	быть в	1	2
259	на их	1	2
260	столь же	2	2
261	во всех	2	2
262	же самые	2	2
263	мы будем	5	2
264	очевидно что	1	2
