N	2gram	Bakhtin_Fr_5	Dialekti
1	и не	15	30
2	и в	45	18
3	точки зрения	4	17
4	ничего не	4	17
5	может быть	2	17
6	и есть	2	16
7	в нем	10	16
8	ни в	3	15
9	не имеет	3	15
10	потому что	7	14
11	а не	4	14
12	не только	14	13
13	и даже	4	13
14	то что	2	13
15	что в	12	13
16	в этом	14	12
17	было бы	2	12
18	с точки	2	12
19	если бы	1	12
20	и что	2	12
21	не может	5	12
22	что это	2	11
23	в себе	1	11
24	что он	6	11
25	так как	6	11
26	как бы	12	11
27	все это	7	11
28	то же	11	10
29	несмотря на	2	10
30	прежде всего	10	10
31	сказать что	4	10
32	так и	6	9
33	это не	3	9
34	том что	7	9
35	никогда не	1	9
36	в том	10	9
37	но это	5	8
38	к нему	2	8
39	также и	7	7
40	и как	5	7
41	то в	1	7
42	что она	3	7
43	что не	1	7
44	как она	1	7
45	той или	1	7
46	не существует	1	7
47	мы находим	4	7
48	вовсе не	8	7
49	не просто	1	7
50	но и	10	7
51	его не	4	6
52	хотя бы	2	6
53	в чем	2	6
54	но в	14	6
55	и вот	3	6
56	нем есть	1	6
57	не в	7	6
58	в то	11	6
59	и образ	3	6
60	с ним	5	6
61	никак не	1	6
62	можно сказать	2	6
63	не было	3	6
64	ни на	1	6
65	да и	1	6
66	и ни	3	6
67	говорить о	2	5
68	и он	3	5
69	общего с	1	5
70	в своем	11	5
71	все же	2	5
72	на то	1	5
73	и с	10	5
74	и мы	1	5
75	в отношении	2	5
76	не нуждается	2	5
77	ровно ничего	1	5
78	ни о	1	5
79	в дальнейшем	1	5
80	можно было	4	5
81	в особенности	2	5
82	говорит о	1	5
83	и пр	1	5
84	есть и	5	5
85	а в	4	5
86	это и	5	4
87	мы говорим	1	4
88	почти всегда	3	4
89	то это	1	4
90	как он	3	4
91	об этом	4	4
92	как таковой	1	4
93	нисколько не	3	4
94	смысл и	1	4
95	и более	1	4
96	на всю	1	4
97	что эта	2	4
98	и притом	2	4
99	же время	9	4
100	не о	1	4
101	к ней	2	4
102	к тому	2	4
103	ничего общего	1	4
104	как мы	8	4
105	и вообще	2	4
106	о том	4	4
107	от него	1	4
108	внешнее и	2	4
109	быть и	1	4
110	мы видим	5	4
111	но не	4	4
112	и жизни	2	4
113	в котором	1	4
114	в конце	7	4
115	для меня	1	4
116	мы можем	2	4
117	как раз	5	4
118	больше того	1	4
119	как это	4	4
120	хотя и	5	4
121	так же	8	4
122	во всяком	1	4
123	самом деле	5	3
124	есть не	1	3
125	и тут	1	3
126	но она	3	3
127	в ней	8	3
128	мысли и	6	3
129	на самом	5	3
130	если в	2	3
131	что они	1	3
132	если она	1	3
133	склонность к	1	3
134	конечно не	2	3
135	от этого	2	3
136	но эта	2	3
137	в самом	4	3
138	та же	1	3
139	он не	6	3
140	которой не	1	3
141	всех этих	6	3
142	и еще	1	3
143	то как	1	3
144	но все	1	3
145	в одну	1	3
146	в них	6	3
147	в их	4	3
148	что я	1	3
149	точку зрения	2	3
150	даже в	2	3
151	тому что	1	3
152	и науки	1	3
153	вплоть до	2	3
154	в основе	4	3
155	случае не	1	3
156	уже и	2	3
157	указывает на	1	3
158	и о	4	3
159	имеет никакого	1	3
160	жизнь и	2	3
161	и та	2	3
162	нуждается в	3	3
163	что и	7	3
164	один из	2	3
165	но с	1	3
166	только в	4	3
167	и внешнее	2	3
168	же это	1	3
169	или иной	1	3
170	и из	1	3
171	еще и	3	3
172	что для	1	3
173	и потому	1	3
174	в данном	2	3
175	в его	13	3
176	и все	7	3
177	бы в	4	3
178	еще более	1	3
179	дана в	1	3
180	но вот	1	3
181	жизни и	8	3
182	можно говорить	2	2
183	же как	4	2
184	чтобы не	2	2
185	просто но	1	2
186	и больше	2	2
187	от всякой	1	2
188	что уже	1	2
189	почти все	3	2
190	в полной	1	2
191	то мы	1	2
192	из этих	3	2
193	но как	1	2
194	относится к	2	2
195	с этим	4	2
196	и где	1	2
197	он на	1	2
198	бы и	1	2
199	все эти	5	2
200	тут и	1	2
201	тому же	4	2
202	связанные с	3	2
203	в виде	1	2
204	не как	1	2
205	на земле	1	2
206	на этом	5	2
207	образа и	1	2
208	является не	1	2
209	это конечно	1	2
210	в каждом	2	2
211	в мире	1	2
212	это было	4	2
213	форму и	1	2
214	чаще всего	1	2
215	но уже	1	2
216	как и	10	2
217	одна и	1	2
218	между собою	4	2
219	до сих	3	2
220	со всей	1	2
221	и при	1	2
222	в своей	3	2
223	почти не	2	2
224	в которых	3	2
225	и от	4	2
226	ко всему	2	2
227	для нее	1	2
228	не знает	1	2
229	раз и	1	2
230	не менее	3	2
231	но они	3	2
232	к ним	1	2
233	очень мало	1	2
234	заметить что	2	2
235	и является	1	2
236	же он	1	2
237	и эта	1	2
238	этом отношении	5	2
239	нет ни	2	2
240	как только	1	2
241	вы можете	1	2
242	и это	4	2
243	о которых	1	2
244	другими словами	1	2
245	и образа	1	2
246	в другом	3	2
247	или на	1	2
248	реальностью и	1	2
249	что под	1	2
250	в эпоху	7	2
251	для этого	1	2
252	тех кто	1	2
253	но к	1	2
254	для того	6	2
255	вслед за	1	2
256	того что	3	2
257	эти последние	2	2
258	и быть	1	2
259	с ними	1	2
260	до такого	1	2
261	не идет	1	2
262	поэтому и	3	2
263	в качестве	2	2
264	и у	5	2
265	если мы	2	2
266	только тогда	1	2
267	из них	1	2
268	для него	3	2
269	и их	5	2
270	и символом	1	2
271	живой и	1	2
272	как у	1	2
273	именно в	3	2
274	здесь в	4	2
275	а главное	1	2
276	гете и	2	2
277	о чем	3	2
278	он и	3	2
279	стороны в	1	2
280	в частности	1	2
281	как в	3	2
282	еще не	1	2
283	такой же	4	2
284	сих пор	3	2
285	говорить что	1	2
286	и для	3	2
287	то не	1	2
288	тем более	1	2
289	находим в	3	2
290	всегда есть	1	2
291	и сейчас	1	2
292	к этому	2	2
293	которая не	2	2
294	и наиболее	2	1
295	неотделима от	1	1
296	например в	5	1
297	не остается	1	1
298	и без	2	1
299	выражения в	1	1
300	тем же	1	1
301	из самых	1	1
302	мировоззрения и	1	1
303	и до	2	1
304	случае нельзя	1	1
305	и этот	1	1
306	той же	4	1
307	и игра	1	1
308	всей ее	1	1
309	конечно совершенно	1	1
310	а как	1	1
311	он также	1	1
312	мы не	4	1
313	из этого	1	1
314	только благодаря	1	1
315	он как	1	1
316	его вполне	1	1
317	что иное	1	1
318	как я	1	1
319	гибели и	1	1
320	проявляется в	1	1
321	может так	1	1
322	иное как	1	1
323	что по	1	1
324	столь же	1	1
325	говорит и	2	1
326	в различных	2	1
327	природу в	1	1
328	во всех	13	1
329	с реальной	1	1
330	различия между	1	1
331	коем случае	1	1
332	своими собственными	1	1
333	в сторону	2	1
334	друг от	1	1
335	нет и	2	1
336	отвлеченная мысль	1	1
337	и чем	1	1
338	нет как	1	1
339	чем же	4	1
340	эта связь	4	1
341	в той	1	1
342	его на	1	1
343	в связи	5	1
344	кто не	2	1
345	когда он	2	1
346	сознания в	1	1
347	стихии и	1	1
348	и наконец	2	1
349	это тоже	1	1
350	говорит об	1	1
351	и к	5	1
352	в каком-то	1	1
353	и свою	1	1
354	разделения на	1	1
355	и отчасти	2	1
356	и говорит	1	1
357	ней и	1	1
358	здесь дается	1	1
359	самой природе	1	1
360	формы в	1	1
361	бы не	1	1
362	так в	2	1
363	такое значение	1	1
364	но его	3	1
365	в наших	1	1
366	и если	2	1
367	вообще не	3	1
368	и положительный	1	1
369	больше всего	1	1
370	при этом	2	1
371	в понимании	1	1
372	она вся	1	1
373	нечто весьма	2	1
374	котором мы	1	1
375	полной мере	1	1
376	одной и	1	1
377	и вечно	2	1
378	эта болезнь	1	1
379	и по	1	1
380	так например	2	1
381	находим у	1	1
382	таким образом	8	1
383	по его	1	1
384	не будет	1	1
385	что все	2	1
386	здесь он	1	1
387	мы уже	4	1
388	них не	1	1
389	то есть	25	1
390	зрения на	4	1
391	его в	5	1
392	ли он	2	1
393	дома и	1	1
394	и погиб	1	1
395	с жизнью	1	1
396	весь мир	6	1
397	на сцене	1	1
398	в жизни	1	1
399	солнце и	1	1
400	победу над	2	1
401	из нее	1	1
402	убежден в	1	1
403	она и	2	1
404	далеко не	1	1
405	в этой	6	1
406	например к	1	1
