N	3gram	Tiupa_Narr_1	Istorich
1	так же как	2	12
2	до сих пор	1	5
3	точно так же	2	5
4	и то что	1	5
5	же как и	1	4
6	с другой стороны	4	4
7	не может быть	5	4
8	но все же	4	4
9	что иное как	2	3
10	в данном случае	4	3
11	не что иное	2	3
12	как мы видели	1	3
13	о том что	6	2
14	то же самое	1	2
15	не только в	2	2
16	то что он	1	2
17	содержит в себе	1	2
18	так и в	1	2
19	в связи с	2	2
20	тем не менее	3	2
21	и деревья и	1	1
22	мог говорить и	1	1
23	обращается к нему	1	1
24	подобно тому как	2	1
25	в том числе	6	1
26	это дает нам	1	1
27	что в этом	1	1
28	из которых он	1	1
29	как мы увидим	1	1
30	независимо от того	1	1
31	все те же	4	1
32	с этого момента	1	1
33	в основе своей	4	1
34	и др в	1	1
35	он не мог	1	1
36	при всей своей	2	1
37	может быть только	1	1
38	не мог говорить	1	1
39	может быть и	1	1
40	лет тому назад	1	1
41	не могло быть	1	1
42	тогда как в	2	1
43	на передний план	1	1
44	а не только	1	1
45	их между собой	1	1
46	и в форме	2	1
47	это все те	2	1
48	до нас в	1	1
49	он уже не	1	1
50	уже в качестве	1	1
51	и в особенности	1	1
52	не мог бы	1	1
53	есть не что	1	1
54	здесь в качестве	1	1
55	но уже в	1	1
56	и тем самым	3	1
57	но и там	1	1
58	можно сказать что	4	1
59	между жизнью и	1	1
60	тем более что	1	1
61	этого слова а	1	1
62	на том свете	2	1
63	жизнью и смертью	1	1
64	во второй раз	1	1
65	то что они	1	1
66	а в тех	1	1
67	как и в	1	1
