1	в то же	4	7
2	то же время	4	7
3	в отношении к	1	5
4	не только в	4	4
5	в том что	6	4
6	с точки зрения	4	3
7	сами по себе	1	3
8	с одной стороны	1	3
9	в настоящий момент	1	3
10	одной стороны и	1	2
11	и не только	3	2
12	и в то	3	2
13	не только это	2	2
14	заключается в том	2	2
15	и в частности	2	1
16	к чему иному	1	1
17	тот или иной	1	1
18	и не может	1	1
19	чему иному как	1	1
20	в отрыве от	3	1
21	именно на этой	1	1
22	хотя бы и	1	1
23	в xix веке	1	1
24	в отдельности и	2	1
25	или что то	1	1
26	в этом смысле	1	1
27	и то что	4	1
28	что это значит?	1	1
29	не может быть	18	1
30	она может и	1	1
31	ни на какие	1	1
32	в применении к	1	1
33	иному как к	1	1
34	что с точки	1	1
35	что то же	1	1
36	и в этом	1	1
37	в и т	1	1
38	такою как она	1	1
39	как она есть	1	1
40	вместе с тем	3	1
41	во всяком случае	1	1
42	для того чтобы	1	1
43	есть как бы	3	1
44	а в с	1	1
45	само по себе	3	1
46	более или менее	3	1
47	в собственном смысле	3	1
48	не в том	1	1
49	можно говорить о	2	1
50	с тем же	1	1
51	или хотя бы	1	1
52	и т д	20	1
53	именно потому что	1	1
54	но также и	1	1
55	далеко не все	1	1
56	и т е	1	1
57	так же как	1	1
58	друг с другом	1	1
59	есть прежде всего	1	1
60	вобрать в себя	1	1
61	значило бы что	3	1
62	и не относятся	1	1
63	бы что мы	1	1
64	с другой стороны	1	1
65	только в виде	1	1
66	но в то	1	1
67	и движение и	1	1
