N	3gram	Ircho_Kome_3	Narrotol
1	в том что	9	5
2	к тому же	4	5
3	в соответствии с	1	4
4	то же время	4	4
5	в то же	4	4
6	на себя внимание	1	3
7	по отношению к	3	3
8	подобно тому как	1	3
9	в этом отношении	2	3
10	обращает на себя	1	3
11	для того чтобы	6	3
12	в первом случае	1	3
13	тем не менее	3	3
14	речь идет о	3	3
15	о том что	4	2
16	состоит в том	2	2
17	в самом деле	6	2
18	то же самое	3	2
19	так и не	1	2
20	не было и	1	2
21	до сих пор	9	2
22	в отличие от	1	2
23	в зависимости от	1	2
24	как раз в	1	2
25	не сводится к	1	2
26	в связи с	3	2
27	во всяком случае	3	2
28	в свою очередь	6	2
29	можно сказать что	1	2
30	на то что	1	2
31	то в его	1	1
32	в чем он	1	1
33	теперь же ему	1	1
34	об этом свидетельствует	1	1
35	более или менее	1	1
36	в том числе	1	1
37	в ответ на	1	1
38	что и для	1	1
39	сих пор еще	1	1
40	с другой стороны	2	1
41	с точки зрения	3	1
42	как это было	1	1
43	событие о котором	1	1
44	и не может	1	1
45	и в то	1	1
46	бы то ни	2	1
47	он и не	2	1
48	но и здесь	1	1
49	об этом не	1	1
50	по крайней мере	1	1
51	мы еще вернемся	1	1
52	себя внимание что	1	1
53	в этой связи	2	1
54	едва ли не	1	1
55	к нему в	1	1
56	в самом начале	1	1
57	то ни было	2	1
58	с одной стороны	3	1
59	говорит о своей	1	1
60	но при этом	1	1
61	и вся его	1	1
62	друг с другом	1	1
63	и совершенно не	1	1
64	всю свою жизнь	1	1
65	из них не	1	1
66	вот я теперь	1	1
67	что у него	1	1
68	здесь не только	1	1
69	об этом и	1	1
70	в случае с	1	1
71	он только что	1	1
72	в пределах этой	1	1
73	и всякий другой	1	1
74	зрения одного из	1	1
75	к этому времени	1	1
76	как и всякий	1	1
77	и в самом	3	1
78	в конечном счете	2	1
79	том числе и	1	1
80	но все же	2	1
81	друг от друга	1	1
82	если бы не	1	1
83	к тому что	1	1
84	на этот раз	2	1
85	и т д	1	1
86	как в случае	1	1
87	только что видел	1	1
