N	2gram	Losev_Prob_3	Hudozhes
1	и в	44	28
2	том что	12	19
3	в ее	4	18
4	и не	35	18
5	своего рода	1	16
6	в том	21	15
7	а не	18	14
8	в этом	17	13
9	не в	13	13
10	о том	6	12
11	перед нами	8	11
12	не только	14	11
13	при этом	4	11
14	как и	10	11
15	в его	9	11
16	уже не	7	10
17	у чехова	3	9
18	в себе	8	9
19	но и	10	9
20	так и	10	8
21	что он	9	8
22	себя в	2	8
23	в жизни	1	8
24	в душе	1	8
25	может быть	28	8
26	о чем	2	8
27	что она	1	7
28	об этом	3	7
29	к тому	3	7
30	в частности	2	7
31	как это	2	7
32	и все	3	7
33	с ним	7	7
34	в котором	2	6
35	то же	13	6
36	не было	5	6
37	и с	9	6
38	в своей	5	6
39	в то	9	6
40	тем что	4	6
41	казалось бы	1	6
42	для себя	2	6
43	если бы	3	6
44	можно сказать	6	6
45	это не	9	6
46	человеческой жизни	2	6
47	а в	5	6
48	то что	23	6
49	жизни и	6	6
50	в этой	3	5
51	как в	5	5
52	в самом	3	5
53	что это	3	5
54	в своем	5	5
55	не менее	10	5
56	у него	1	5
57	никогда не	6	5
58	ничего не	3	5
59	и его	5	5
60	она не	3	5
61	и сам	5	5
62	только на	5	5
63	для него	3	5
64	как бы	9	5
65	да и	5	5
66	с ее	2	5
67	что в	8	5
68	и другие	3	5
69	и т	13	4
70	но не	3	4
71	в художественном	3	4
72	то в	3	4
73	подобно тому	1	4
74	он не	8	4
75	тем не	10	4
76	для нее	2	4
77	тому что	4	4
78	и сама	2	4
79	как будто	3	4
80	и о	5	4
81	того чтобы	1	4
82	в футляре	1	4
83	что они	5	4
84	только в	19	4
85	в качестве	3	4
86	что и	9	4
87	как раз	8	4
88	для того	1	4
89	то и	5	4
90	не может	7	4
91	бы и	1	4
92	была бы	1	3
93	едва ли	5	3
94	и он	1	3
95	в ней	5	3
96	но при	1	3
97	еще не	5	3
98	и на	1	3
99	не все	1	3
100	следующим образом	1	3
101	бы не	1	3
102	как он	1	3
103	в нем	9	3
104	и читателя	1	3
105	можно было	4	3
106	что все	2	3
107	мы уже	4	3
108	с другими	3	3
109	было бы	8	3
110	в них	1	3
111	несмотря на	1	3
112	этого произведения	3	3
113	в этих	2	3
114	пока еще	2	3
115	как о	5	3
116	на него	1	3
117	о них	1	3
118	со своим	2	3
119	ни о	3	3
120	как только	3	3
121	же самое	9	3
122	и это	9	3
123	что у	3	3
124	когда в	3	3
125	внимание на	1	3
126	все его	1	3
127	и ее	3	3
128	с одной	2	3
129	для нас	16	3
130	с нею	2	3
131	в одном	1	3
132	что на	1	3
133	с другой	7	3
134	на ее	2	3
135	все время	1	3
136	а с	2	3
137	прежде всего	3	3
138	так же	5	3
139	одной стороны	1	3
140	все это	5	3
141	ли в	1	3
142	или в	4	3
143	будто бы	3	3
144	все они	2	3
145	есть и	2	3
146	и состоит	2	3
147	по поводу	2	3
148	самом деле	3	3
149	же как	3	2
150	и то	14	2
151	в первом	1	2
152	той же	1	2
153	а как	2	2
154	который в	2	2
155	который был	1	2
156	говорить о	3	2
157	а для	1	2
158	он сам	4	2
159	нам представляется	2	2
160	ответ на	1	2
161	тоже не	5	2
162	представляется в	1	2
163	все же	6	2
164	и к	6	2
165	но в	12	2
166	в нашем	5	2
167	из этих	1	2
168	тому же	1	2
169	чего не	1	2
170	мысли и	1	2
171	т д	13	2
172	но именно	2	2
173	о которой	1	2
174	не как	1	2
175	оно не	1	2
176	однако в	2	2
177	же не	2	2
178	зрения на	2	2
179	не с	1	2
180	лишь в	1	2
181	его в	3	2
182	это было	2	2
183	который и	1	2
184	от которого	1	2
185	о которых	3	2
186	автора и	1	2
187	и тогда	3	2
188	со всей	1	2
189	только тем	1	2
190	от своего	1	2
191	с точки	2	2
192	она в	1	2
193	не столько	2	2
194	вместе со	1	2
195	из нас	1	2
196	дело не	2	2
197	только не	1	2
198	к ней	1	2
199	в основе	2	2
200	к той	1	2
201	представляется нам	1	2
202	данности и	1	2
203	как мы	8	2
204	данном случае	7	2
205	самим собою	1	2
206	она может	2	2
207	с собой	3	2
208	с самим	3	2
209	до сих	2	2
210	том как	2	2
211	все те	1	2
212	в другом	2	2
213	а также	4	2
214	того или	6	2
215	во втором	1	2
216	нуждается в	1	2
217	и только	6	2
218	и об	1	2
219	здесь не	8	2
220	дело с	1	2
221	он уже	1	2
222	впрочем и	1	2
223	мы читаем	2	2
224	же и	4	2
225	и у	2	2
226	в виде	6	2
227	ни с	4	2
228	себе в	1	2
229	из них	2	2
230	вовсе не	37	2
231	ее на	1	2
232	сих пор	2	2
233	другого и	1	2
234	или иной	8	2
235	именно в	2	2
236	еще и	7	2
237	себя и	1	2
238	что не	1	2
239	жизни ведь	1	2
240	именно так	3	2
241	однако и	1	2
242	жизнь в	3	2
243	нет ничего	6	2
244	вместе с	2	2
245	этот смысл	1	2
246	в данном	9	2
247	он будет	2	2
248	или иного	3	2
249	главного героя	1	2
250	что же	8	2
251	в контексте	2	2
252	и от	9	2
253	только для	1	2
254	о его	2	2
255	вишневого сада	1	2
256	не является	11	2
257	и для	2	2
258	еще одна	1	2
259	отнюдь не	10	2
260	это уже	3	2
261	у которого	1	2
262	потому что	25	2
263	хотя бы	3	2
264	точки зрения	5	2
265	сказать что	16	2
266	что даже	4	2
267	самое что	1	2
268	себе но	1	2
269	как на	2	2
270	но еще	1	2
271	тем самым	5	2
272	гораздо более	5	2
273	отношения к	3	1
274	одним из	1	1
275	например в	1	1
276	таком случае	4	1
277	не остается	1	1
278	этом тоже	1	1
279	это и	7	1
280	мы имели	1	1
281	здесь и	3	1
