N	3gram	Bakhtin_sl_1	KulturaY
1	и т п	23	24
2	и т д	5	14
3	в том что	1	10
4	можно было бы	2	9
5	с точки зрения	8	8
6	для того чтобы	1	8
7	с другой стороны	4	7
8	по крайней мере	1	6
9	во всяком случае	5	5
10	тем не менее	1	5
11	в зависимости от	3	4
12	не только в	2	4
13	не может быть	1	4
14	большей или меньшей	4	3
15	в лучшем случае	2	3
16	в этом отношении	1	3
17	в большей или	3	3
18	или меньшей степени	3	3
19	то же время	12	3
20	в то же	12	3
21	а следовательно и	1	2
22	в каждый данный	5	2
23	в этом случае	2	2
24	каждый данный момент	4	2
25	хотя бы и	3	2
26	с этой точки	1	2
27	то или иное	1	2
28	т п и	1	2
29	может быть только	2	2
30	в языке не	1	2
31	в отличие от	1	2
32	и в том	2	2
33	в свое время	1	2
34	в широком смысле	2	2
35	этой точки зрения	1	2
36	все же и	1	2
37	в свою очередь	2	2
38	того или иного	2	2
39	т п в	1	2
40	можно сказать что	1	2
41	в узком смысле	10	2
42	так или иначе	1	2
43	и в другом	2	2
44	на ту же	2	1
45	в виду не	1	1
46	все дело в	1	1
47	прежде всего в	1	1
48	дело в том	1	1
49	слова не только	1	1
50	в том и	2	1
51	свое выражение в	2	1
52	эта установка на	1	1
53	и там где	2	1
54	и что же?	1	1
55	следовательно и в	1	1
56	до сих пор	2	1
57	в своей книге	1	1
58	бы то ни	1	1
59	легко и свободно	1	1
60	языка и с	1	1
61	но и здесь	3	1
62	в последние десятилетия	1	1
63	но это не	1	1
64	тем чем он	2	1
65	и той же	1	1
66	о котором идет	1	1
67	и не в	1	1
68	может быть не	1	1
69	и не предполагает	1	1
70	случае перед нами	1	1
71	может быть и	1	1
72	и в частности	1	1
73	связанных с ними	1	1
74	в значительной степени	1	1
75	то время как	2	1
76	так как во	1	1
77	в данном случае	3	1
78	в первый раз	1	1
79	то ни было	1	1
80	мы не знаем	1	1
81	с одной стороны	4	1
82	и все его	1	1
83	а также и	1	1
84	своей книге о	1	1
85	в известном смысле	2	1
86	не могут быть	2	1
87	в противном случае	1	1
88	не должно быть	1	1
89	те или иные	3	1
90	или в лучшем	1	1
91	том и в	2	1
92	т п не	1	1
93	почти исключительно на	1	1
94	узком смысле слова	1	1
95	но с другой	1	1
96	и некоторые другие	1	1
97	но оно не	2	1
98	в то время	2	1
99	в сущности и	1	1
100	как и в	1	1
101	о том что	1	1
102	и все это	1	1
103	как раз те	1	1
104	с самого начала	1	1
105	и прежде всего	1	1
106	как бы сами	1	1
107	и др например	1	1
108	не выходит за	3	1
109	у нас в	1	1
110	они ни были	1	1
111	к языку как	1	1
112	в другом случае	2	1
113	в большинстве случаев	6	1
114	что самое слово	1	1
115	к тому что	2	1
116	одной и той	1	1
117	тех или иных	1	1
118	таким образом в	3	1
119	находит свое выражение	1	1
120	и с другой	1	1
121	как мы видели	1	1
