N	4gram	Vygotskiy__3	Psycholo
1	в то время как	4	2
2	одной и той же	2	2
3	заключается в том что	6	2
4	для того чтобы открыть	1	2
5	смысле этого слова и	1	2
6	которыми приходится иметь дело	1	1
7	то мы увидим что	1	1
8	прежде всего тем что	1	1
9	не что иное как	1	1
10	состоящий в том что	1	1
11	в том что при	1	1
12	и вместе с тем	2	1
13	с одной стороны он	1	1
14	говорит нам о том	1	1
15	согласны в том что	2	1
16	все исследование в целом	1	1
17	с этой точки зрения	2	1
18	мы никогда не можем	1	1
19	бы то ни было	1	1
20	так же как и	4	1
21	которое могло бы быть	1	1
22	с которыми приходится иметь	1	1
23	ни в каком случае	1	1
24	с другой стороны он	1	1
25	мы не станем останавливаться	1	1
26	имеет в виду не	1	1
27	заключается в том чтобы	1	1
28	вместе с тем и	4	1
29	как мы уже говорили	2	1
