N	3gram	Propp_Isto_5	FransuaR
1	то же время	1	10
2	в то же	1	10
3	до сих пор	2	8
4	мы уже говорили	1	7
5	в том что	2	6
6	как и в	2	4
7	в том числе	1	3
8	в связи с	4	3
9	мы видели что	2	3
10	с точки зрения	1	2
11	том числе и	1	2
12	что все это	1	2
13	как мы видели	1	2
14	в данном случае	2	2
15	с одной стороны	7	2
16	но дело не	1	2
17	в то время	1	2
18	на две части	1	2
19	в нем и	3	2
20	о том что	4	2
21	можно сказать что	1	2
22	с другой стороны	8	2
23	мы видим что	4	2
24	для того чтобы	3	2
25	не может быть	3	2
26	это уже не	2	1
27	что и здесь	1	1
28	мы видим в	1	1
29	на одном лице	1	1
30	мы видели и	3	1
31	потому что в	1	1
32	на свою сторону	1	1
33	по отношению к	2	1
34	на самом деле	1	1
35	это явление в	1	1
36	в самом деле	1	1
37	подобно тому как	1	1
38	что для того	1	1
39	он не только	1	1
40	в некоторых случаях	2	1
41	может быть отнесена	1	1
42	одной стороны и	1	1
43	и целый ряд	1	1
44	в таких случаях	2	1
45	вместе с тем	6	1
46	есть например в	1	1
47	в отличие от	1	1
48	никогда не были	1	1
49	но и в	2	1
50	можно привести множество	1	1
51	даже в его	1	1
52	главным образом в	1	1
53	в непосредственной близости	1	1
54	и в других	1	1
55	о том как	2	1
56	xix века когда	1	1
57	в ту же	1	1
58	если бы мы	2	1
59	в книге о	1	1
60	состоит в том	1	1
61	и вместе с	2	1
62	это одна из	1	1
63	не в том	1	1
64	все эти формы	1	1
65	могут быть найдены	1	1
66	на той же	1	1
67	во всех этих	1	1
68	в землю и	1	1
69	не потому ли	2	1
70	таким образом в	1	1
71	они и не	1	1
72	в античности и	1	1
73	примеров можно привести	1	1
74	мы не будем	2	1
75	что в его	1	1
76	приведем еще один	1	1
77	с самого начала	1	1
78	вопрос о том	1	1
79	в пределах одной	1	1
80	не было ни	1	1
81	после того как	3	1
82	друг с другом	2	1
83	мы видим здесь	3	1
84	как мы знаем	1	1
