N	3gram	Vygotskiy__2	VerxiiNi
1	вместе с тем	1	8
2	с одной стороны	1	7
3	с точки зрения	10	6
4	во всяком случае	2	6
5	более или менее	1	5
6	до сих пор	5	5
7	по крайней мере	1	5
8	друг с другом	1	5
9	а с другой	1	5
10	для того чтобы	13	5
11	о том что	4	4
12	с тем чтобы	1	4
13	точно так же	3	3
14	в конце концов	3	3
15	так же как	4	3
16	в связи с	1	3
17	и таким образом	2	3
18	тем не менее	4	3
19	в том что	17	3
20	в том виде	3	2
21	с тем и	1	2
22	то же самое	6	2
23	в этом отношении	5	2
24	заключает в себе	2	2
25	может быть даже	1	2
26	с этой точки	1	2
27	то или иное	1	2
28	то ни было	1	2
29	по сравнению с	2	2
30	с того момента	1	2
31	бы то ни	2	2
32	таким образом в	2	2
33	то же время	2	2
34	ничего общего с	1	2
35	этой точки зрения	2	2
36	с самого начала	1	2
37	можно сказать что	1	2
38	на то что	6	2
39	в то же	2	2
40	и того же	1	1
41	а между тем	1	1
42	которого мы начали	1	1
43	есть один из	1	1
44	состоит в том	2	1
45	имеем в виду	1	1
46	в нашей культуре	1	1
47	в самом деле	11	1
48	одного и того	1	1
49	свидетельствует о том	1	1
50	крайней мере в	1	1
51	о том как	1	1
52	по своему значению	1	1
53	но не имеет	1	1
54	в таком случае	1	1
55	сами по себе	3	1
56	что все эти	1	1
57	и только на	1	1
58	с тем что	3	1
59	стоит неизмеримо выше	1	1
60	совершенно ясно что	6	1
61	на каждом шагу	1	1
62	но и как	1	1
63	относящимися к ним	1	1
64	ясно что и	1	1
65	в этой области	2	1
66	в данном случае	4	1
67	не потому что	1	1
68	в первом случае	1	1
69	это однако не	1	1
70	тот факт что	1	1
71	но при этом	1	1
72	в отличие от	1	1
73	по тому же	1	1
74	видную роль в	1	1
75	потому что в	1	1
76	указывает на то	2	1
77	что в таком	1	1
78	такую видную роль	1	1
79	не в том	2	1
80	а не как	1	1
81	все более и	2	1
82	не имеет никакого	1	1
83	все это было	1	1
84	с другой стороны	2	1
85	один и тот	1	1
86	только то что	1	1
87	к искусству и	1	1
88	не может быть	8	1
89	может и не	1	1
90	что в этой	2	1
91	в то время	3	1
92	нет ничего кроме	1	1
93	в свою очередь	2	1
94	но совершенно ясно	2	1
95	и никогда не	2	1
96	не только не	1	1
97	ничего подобного нет	1	1
98	более и более	2	1
99	несмотря на все	3	1
100	мы имеем в	1	1
101	том что все	1	1
102	из этих частей	1	1
103	полагают что в	1	1
104	же что и	1	1
105	после того как	1	1
106	мы видим что	2	1
107	и что он	1	1
108	тем что в	1	1
109	что и в	3	1
110	точки зрения есть	2	1
111	именно потому что	1	1
112	и тот же	1	1
