N	2gram	Medvedev_V_1	FransuaR
1	и в	26	29
2	то есть	1	21
3	таким образом	31	20
4	и не	19	16
5	в этой	4	13
6	и все	1	13
7	но в	2	12
8	как и	7	12
9	в этом	26	11
10	так и	5	11
11	то же	10	10
12	не только	25	10
13	во время	3	10
14	в то	6	10
15	как мы	1	10
16	в романе	4	10
17	все эти	6	9
18	его в	3	9
19	и образы	3	9
20	в конце	3	9
21	вовсе не	3	9
22	но и	10	9
23	же время	5	8
24	и его	6	8
25	в образах	1	8
26	в его	14	8
27	прежде всего	13	8
28	как бы	5	8
29	в них	4	7
30	мы видели	3	7
31	в том	15	7
32	еще и	2	7
33	так же	3	7
34	этот процесс	2	6
35	системе образов	1	6
36	но он	1	6
37	из них	9	6
38	это и	6	5
39	в нем	6	5
40	он и	2	5
41	в своей	4	5
42	это не	7	5
43	все они	2	5
44	у него	6	5
45	далеко не	2	5
46	сказать что	5	5
47	и по	3	5
48	также и	2	4
49	связана с	2	4
50	и есть	5	4
51	в которой	2	4
52	еще не	2	4
53	с его	3	4
54	конце концов	2	4
55	в образе	2	4
56	точки зрения	3	4
57	в плане	5	4
58	характер этого	1	4
59	в результате	5	4
60	жизнь и	1	4
61	что он	4	4
62	конечно не	1	4
63	тем что	1	4
64	с другой	11	4
65	и др	9	4
66	по своему	1	4
67	только для	1	4
68	но это	1	4
69	все это	10	4
70	один из	5	4
71	перед нами	4	4
72	мира и	3	4
73	то что	6	4
74	есть и	1	4
75	жизни и	3	4
76	в ней	2	3
77	в чем	2	3
78	но как	3	3
79	в своем	8	3
80	и как	3	3
81	более или	6	3
82	то в	1	3
83	в себе	6	3
84	он не	2	3
85	всех этих	2	3
86	и сам	1	3
87	для того	3	3
88	подобно тому	2	3
89	в году	6	3
90	а затем	2	3
91	том что	8	3
92	или менее	6	3
93	образом и	1	3
94	почти все	1	3
95	самого начала	1	3
96	того чтобы	3	3
97	вот это	2	3
98	основываясь на	2	3
99	с ее	1	3
100	здесь не	1	3
101	в ее	4	3
102	в дальнейшем	1	3
103	роль в	4	3
104	что у	2	3
105	образом в	3	3
106	отметить что	2	3
107	того что	3	3
108	с ними	4	3
109	и так	1	3
110	в качестве	11	3
111	этой системе	1	3
112	эти образы	1	3
113	же и	2	3
114	и других	1	3
115	и их	3	3
116	ведь это	1	3
117	в известной	1	3
118	том числе	2	3
119	не случайно	1	3
120	и даже	2	3
121	на эту	1	3
122	некоторые из	3	3
123	тому как	2	3
124	все же	5	3
125	у них	2	3
126	мы видим	1	3
127	другой стороны	8	3
128	в частности	11	3
129	одновременно и	1	3
130	как известно	2	2
131	с жизнью	1	2
132	и то	1	2
133	все те	1	2
134	то время	1	2
135	которое не	1	2
136	в виду	4	2
137	так называемые	1	2
138	он был	1	2
139	в различных	2	2
140	с одной	2	2
141	но не	2	2
142	если в	2	2
143	что они	3	2
144	как в	1	2
145	вот как	4	2
146	кроме того	1	2
147	хотя и	2	2
148	и наконец	2	2
149	и к	3	2
150	бы не	2	2
151	как он	2	2
152	так сказать	2	2
153	на его	1	2
154	время и	1	2
155	после этого	2	2
156	системы образов	1	2
157	на этом	1	2
158	может быть	22	2
159	для своей	1	2
160	и дает	1	2
161	в жизни	2	2
162	ни в	1	2
163	соответствии с	1	2
164	правильного понимания	1	2
165	со своими	1	2
166	года и	2	2
167	пародия на	2	2
168	в этих	1	2
169	и при	5	2
170	в котором	3	2
171	в их	5	2
172	не столько	2	2
173	их в	6	2
174	том же	6	2
175	но она	1	2
176	но только	1	2
177	никогда не	4	2
178	учения о	1	2
179	связи с	4	2
180	как будто	1	2
181	числе и	2	2
182	к тому	4	2
183	если же	1	2
184	о том	10	2
185	и это	1	2
186	же не	1	2
187	или в	3	2
188	было в	2	2
189	образы в	1	2
190	связанных с	1	2
191	о природе	1	2
192	в которые	1	2
193	поэтому в	1	2
194	с ним	1	2
195	а также	1	2
196	в ту	1	2
197	образов и	4	2
198	одной из	1	2
199	до нас	2	2
200	и ряд	1	2
201	есть в	1	2
202	и детей	1	2
203	уже не	1	2
204	и у	2	2
205	уже в	1	2
206	его и	1	2
207	для правильного	1	2
208	друг друга	1	2
209	как раз	3	2
210	даже и	3	2
211	в особенности	2	2
212	о своей	1	2
213	именно в	2	2
214	и образов	5	2
215	одной стороны	2	2
216	они не	2	2
217	в слове	3	2
218	что из	1	2
219	с образами	1	2
220	другими образами	1	2
221	стороны в	2	2
222	подобного рода	1	2
223	о чем	2	2
224	в той	1	2
225	связаны с	1	2
226	да и	1	2
227	о его	2	2
228	между прочим	2	2
229	и для	2	2
230	которых он	1	2
231	форм и	1	2
232	этого рода	2	2
233	формы и	2	2
234	еще раз	1	2
235	в основе	1	2
236	а как	2	2
237	нет ничего	1	2
238	о своем	2	2
239	между ними	3	2
240	от всех	1	2
241	не может	17	2
242	как на	3	2
243	только в	7	2
244	и другие	1	2
245	в своих	2	2
246	это в	1	2
247	к этому	9	2
248	с новыми	1	1
249	смысле слова	2	1
250	ту же	2	1
251	же как	2	1
252	без них	1	1
253	она обычно	1	1
254	и элементы	1	1
255	силы и	1	1
256	имя которой	1	1
257	вряд ли	1	1
258	этого мира	1	1
259	из его	3	1
260	что эти	1	1
261	видеть в	2	1
262	в самом	4	1
263	на высоту	1	1
264	и этот	2	1
265	со всех	1	1
266	систему образов	3	1
267	не приходится	2	1
268	и свой	1	1
269	что многие	2	1
270	человека и	3	1
271	для характеристики	1	1
272	по частям	1	1
273	из дальнейшего	1	1
274	себя свою	1	1
275	время как	1	1
276	не вполне	2	1
277	как было	1	1
278	но даже	3	1
279	по замыслу	1	1
280	жизни это	1	1
281	и он	2	1
282	это время	1	1
283	момент в	3	1
284	образа есть	1	1
285	собой в	1	1
286	он сам	2	1
287	во имя	1	1
288	глубокой древности	1	1
289	самом деле	1	1
290	видели что	3	1
291	явлений и	3	1
292	не все	1	1
293	конечном счете	5	1
294	в общем	2	1
295	отношение к	1	1
296	а всего	3	1
297	воплощенной в	1	1
298	нет и	3	1
299	за пределы	1	1
300	значение для	1	1
301	образов но	1	1
302	к сожалению	2	1
303	относится к	2	1
304	рассказ о	1	1
305	с этим	3	1
306	стороны и	2	1
307	этом же	2	1
308	в единый	1	1
309	целый ряд	1	1
310	что по	1	1
311	связанный с	1	1
312	имеет свои	1	1
313	в противоположность	3	1
314	роль играет	1	1
315	и сравнений	1	1
316	бы и	6	1
317	в целом	4	1
318	типа как	1	1
319	за это	1	1
320	он в	1	1
321	только на	1	1
322	ни одного	2	1
323	тому же	1	1
324	ее как	2	1
325	лица и	2	1
326	на то	1	1
327	и если	1	1
328	жизнью и	1	1
329	например как	1	1
330	главным образом	7	1
331	силой и	1	1
332	что должно	1	1
333	когда все	1	1
334	момента в	1	1
335	не значит	1	1
336	в силу	11	1
337	и трудность	1	1
338	что она	2	1
