N	2gram	Trubetskoy_1	Vladivir
1	и в	23	31
2	не только	7	24
3	а к	2	22
4	но и	9	19
5	то что	18	18
6	и не	8	17
7	и даже	1	15
8	у него	5	15
9	в этом	12	14
10	том что	19	14
11	и с	5	14
12	что в	8	14
13	но в	4	12
14	в его	5	12
15	что он	7	12
16	с его	1	11
17	о том	7	11
18	в том	30	11
19	между прочим	2	11
20	потому что	9	11
21	и то	4	10
22	также и	2	10
23	он не	3	10
24	так что	5	10
25	как мы	2	9
26	никогда не	4	9
27	в конце	4	9
28	только в	6	9
29	даже и	1	9
30	в течение	4	9
31	а в	3	9
32	и по	3	8
33	в то	6	8
34	в дальнейшем	2	8
35	так как	7	8
36	кроме того	1	7
37	мы уже	4	7
38	и его	1	7
39	для него	2	7
40	в эти	3	7
41	уже в	1	7
42	еще и	1	7
43	сказать что	1	7
44	того же	9	6
45	то же	4	6
46	не без	2	6
47	и к	5	6
48	это было	1	6
49	он и	1	6
50	в котором	2	6
51	у нас	3	6
52	и сам	2	6
53	так и	10	6
54	и что	8	6
55	в качестве	1	6
56	может быть	16	6
57	и потому	3	6
58	не может	17	6
59	к этому	5	6
60	но как	2	5
61	не очень	2	5
62	на то	9	5
63	и если	6	5
64	которой он	1	5
65	не в	8	5
66	со своим	1	5
67	что и	7	5
68	вовсе не	2	5
69	не было	2	5
70	а с	4	5
71	и психологии	1	5
72	что же	2	5
73	все это	11	5
74	и от	5	5
75	с ним	6	5
76	жизни и	2	5
77	в своих	2	5
78	из его	1	4
79	я не	2	4
80	мы и	2	4
81	что его	4	4
82	совсем не	1	4
83	в этой	6	4
84	в истории	3	4
85	в своем	10	4
86	хотя и	4	4
87	и как	1	4
88	в этот	1	4
89	в которой	5	4
90	в нашем	3	4
91	в себе	5	4
92	в нем	3	4
93	главным образом	1	4
94	что у	2	4
95	же касается	2	4
96	как и	9	4
97	несмотря на	6	4
98	в своей	1	4
99	мысли и	1	4
100	и вообще	3	4
101	а а	1	4
102	дело в	1	4
103	же время	2	4
104	к ней	1	4
105	во всем	3	4
106	да и	1	4
107	никак не	1	4
108	к нему	2	4
109	по своей	7	4
110	один из	1	4
111	и у	4	4
112	для меня	4	4
113	что для	4	4
114	и все	7	4
115	и особенно	2	4
116	для нас	3	4
117	с в	3	3
118	в семье	1	3
119	на себя	1	3
120	и на	6	3
121	но не	2	3
122	в в	4	3
123	в общем	6	3
124	отношение к	4	3
125	что они	2	3
126	отнюдь не	2	3
127	как в	1	3
128	все же	13	3
129	более или	7	3
130	со своей	1	3
131	в целом	5	3
132	он в	1	3
133	все эти	19	3
