N	3gram	Vygotskiy__3	Stilisti
1	в зависимости от	1	7
2	для того чтобы	8	7
3	мы никогда не	1	5
4	с точки зрения	9	5
5	того или иного	1	5
6	и то же	2	4
7	то же самое	8	4
8	одно и то	2	4
9	в свою очередь	2	4
10	с самого начала	6	4
11	на самом деле	2	3
12	выбор слов и	1	3
13	в той же	1	3
14	заключает в себе	1	3
15	мы уже видели	1	3
16	но все же	1	3
17	как мы видели	2	3
18	должны были бы	2	2
19	та же самая	1	2
20	происходит как бы	1	2
21	и той же	1	2
22	мы не имеем	1	2
23	вместе с тем	2	2
24	точном смысле этого	1	2
25	как мы увидим	2	2
26	не было бы	1	2
27	в этом отношении	1	2
28	может быть понято	1	2
29	смысле этого слова	2	2
30	все больше и	2	2
31	как бы в	1	2
32	то же слово	1	2
33	не может быть	1	2
34	в тех случаях	1	2
35	и как бы	2	2
36	в точном смысле	1	2
37	о том что	3	2
38	можно сказать что	1	2
39	с тем и	1	2
40	того что оно	1	2
41	больше и больше	2	2
42	к тому что	2	2
43	мы видим что	7	2
44	одной и той	1	2
45	все то что	6	2
46	не так как	1	2
47	мы видели что	2	2
48	то все же	1	1
49	из всего сказанного	1	1
50	ближе он к	1	1
51	не в самом	1	1
52	этом она приобретает	1	1
53	более или менее	1	1
54	мы должны были	1	1
55	в самом деле	18	1
56	должен был бы	2	1
57	в одной и	1	1
58	и при этом	1	1
59	тот же самый	1	1
60	в котором они	1	1
61	до сих пор	5	1
62	и во всех	2	1
63	по своему прямому	2	1
64	в ней как	1	1
65	пришли к тому	1	1
66	и та же	2	1
67	просто и ясно	1	1
68	не иначе как	1	1
69	несмотря на свою	1	1
70	можно было бы	1	1
71	и здесь мы	1	1
72	совершенно ясным что	1	1
73	но как же	1	1
74	двое или несколько	1	1
75	в одном и	1	1
76	здесь нет и	1	1
77	когда одно и	1	1
78	к одной и	1	1
79	с каждым новым	1	1
80	с успехом заменить	1	1
81	говорит один из	1	1
82	становится совершенно ясным	1	1
83	и в этом	3	1
84	по сравнению с	1	1
85	к которому мы	1	1
86	мы говорили выше	1	1
87	одна и та	1	1
88	заключать в себе	1	1
89	между этими двумя	1	1
90	и все же	1	1
91	бросается в глаза	1	1
92	которые с точки	1	1
93	не знаем как	1	1
94	мы не можем	2	1
95	из которых каждая	1	1
96	таким образом мы	1	1
97	то для того	1	1
98	мы увидим ниже	2	1
99	таким же точно	1	1
100	между тем в	2	1
101	хотя бы в	1	1
102	не только не	1	1
103	с которой мы	1	1
104	ни в какой	1	1
105	до какой степени	1	1
106	той роли которую	1	1
107	и как мы	1	1
108	с другой стороны	5	1
109	только в том	2	1
110	мы все же	1	1
111	той же мере	1	1
112	том что такое	1	1
113	вовсе не является	1	1
114	чему мы обязаны	1	1
115	в том что	11	1
116	в разговоре с	1	1
117	но если бы	1	1
118	мы увидим что	7	1
119	при этом она	1	1
120	тот факт что	1	1
