N	3gram	Voloshinov_1	Literetu
1	то же время	1	9
2	в то же	1	9
3	не может быть	7	7
4	с одной стороны	2	6
5	в конечном счете	1	5
6	в том что	4	5
7	с другой стороны	2	4
8	с точки зрения	2	3
9	в этом отношении	1	3
10	в данном случае	2	3
11	по отношению к	11	3
12	о том что	1	2
13	подобно тому как	1	2
14	в русской литературе	1	2
15	по крайней мере	1	2
16	одно и то	2	2
17	это прежде всего	1	2
18	и то же	2	2
19	тем не менее	3	2
20	не перестает быть	1	1
21	том что в	1	1
22	или иных приемов	1	1
23	мы имеем дело	1	1
24	что не может	2	1
25	то же самое	2	1
26	одной стороны и	2	1
27	и не может	3	1
28	бы то ни	3	1
29	же время не	1	1
30	в руках у	1	1
31	только то что	1	1
32	может быть ни	1	1
33	можно было бы	1	1
34	в основе своей	1	1
35	эти и подобные	2	1
36	дело и с	1	1
37	ничего общего с	1	1
38	здесь слово не	1	1
39	строит свое высказывание	1	1
40	имеем дело с	1	1
41	в нашем случае	1	1
42	в такой же	2	1
43	внутренней и внешней	1	1
44	руках у нас	1	1
45	этой точки зрения	3	1
46	в частности в	1	1
47	в свою очередь	1	1
48	на самом деле	2	1
49	никогда не бывает	1	1
50	обстоит дело и	1	1
51	и прежде всего	1	1
52	то ни было	3	1
53	тех или иных	1	1
54	и подобные им	2	1
