N	3gram	Medvedev_F_1	Istorich
1	и т д	8	18
2	с другой стороны	1	8
3	с одной стороны	4	7
4	вместе с тем	1	6
5	в связи с	2	4
6	но все же	1	4
7	мы видим что	1	4
8	тем не менее	1	4
9	как мы увидим	2	3
10	т е в	1	3
11	так же как	1	3
12	но вместе с	1	3
13	не может быть	5	3
14	в нем и	2	3
15	мы и здесь	1	2
16	по отношению к	4	2
17	же как и	1	2
18	до сих пор	6	2
19	с тем это	1	2
20	в это время	1	2
21	т е на	1	2
22	в данном случае	1	2
23	в том чтобы	2	2
24	но и в	1	2
25	это значит что	1	2
26	в том что	1	2
27	что и в	1	2
28	остановиться на одном	1	1
29	уже знаем что	1	1
30	по себе не	1	1
31	в целом его	1	1
32	здесь может быть	1	1
33	что перед нами	1	1
34	на самом деле	6	1
35	мешает ему в	1	1
36	в том числе	1	1
37	не мешает ему	1	1
38	одной стороны и	4	1
39	в своей работе	2	1
40	с точки зрения	13	1
41	в зависимости от	2	1
42	в отличие от	1	1
43	конечно не может	1	1
44	с другой все	1	1
45	том числе и	1	1
46	и извне и	1	1
47	то же время	8	1
48	с этой точки	1	1
49	для нас это	1	1
50	в процессе развития	1	1
51	состоит в том	1	1
52	может быть дана	1	1
53	и потому не	1	1
54	прежде всего и	1	1
55	изнутри и извне	1	1
56	во всяком случае	4	1
57	мы увидим что	1	1
58	могут быть найдены	1	1
59	этой точки зрения	1	1
60	мы уже знаем	1	1
61	прежде всего мы	1	1
62	быть дана только	1	1
63	в свою очередь	6	1
64	первый и основной	1	1
65	в социальной жизни	2	1
66	и тем самым	1	1
67	хотя бы в	1	1
68	с самого начала	1	1
69	с этой теорией	1	1
70	и входит в	1	1
71	по себе но	1	1
72	в то же	8	1
73	а с точки	1	1
74	то же что	1	1
75	не в формах	1	1
76	входит в него	1	1
77	как мы знаем	1	1
78	как мы видели	2	1
79	ему в то	1	1
80	в пределах одного	1	1
81	вне связи с	1	1
