N	2gram	Tiupa_Disk_2	FransuaR
1	и в	16	45
2	то есть	12	25
3	и т.п	12	16
4	и не	15	15
5	в этом	16	14
6	но в	11	14
7	не только	10	14
8	во всех	1	13
9	и его	3	13
10	в его	3	13
11	как бы	4	12
12	что в	5	12
13	то же	6	11
14	в своем	5	11
15	в то	5	11
16	в романе	1	11
17	право на	1	10
18	в нем	7	10
19	и с	2	10
20	как и	16	10
21	в том	8	10
22	но и	11	10
23	прежде всего	7	10
24	же время	5	9
25	в ней	2	8
26	таким образом	1	8
27	с миром	1	8
28	мира и	4	8
29	жизни и	3	8
30	вовсе не	1	8
31	и др	1	8
32	также и	3	7
33	он был	1	7
34	с его	6	7
35	том что	10	7
36	не в	3	7
37	потому что	4	7
38	в эпоху	1	7
39	что и	2	7
40	на мир	1	7
41	и все	3	7
42	все это	2	7
43	здесь не	2	6
44	в этой	4	6
45	он не	3	6
46	в них	3	6
47	так и	9	6
48	что он	2	6
49	одним из	1	5
50	например в	3	5
51	самом деле	1	5
52	это и	1	5
53	с ее	2	5
54	и на	5	5
55	хотя и	1	5
56	и как	3	5
57	в себя	2	5
58	все эти	3	5
59	на этом	1	5
60	его в	3	5
61	страха и	1	5
62	с ним	1	5
63	этом отношении	4	5
64	одной из	1	5
65	человека с	1	5
66	и их	1	5
67	существенную роль	1	5
68	не может	9	5
69	но это	3	5
70	же как	2	4
71	той же	2	4
72	его не	1	4
73	мы не	1	4
74	в сущности	1	4
75	но не	7	4
76	перед нами	3	4
77	в самом	1	4
78	по своему	1	4
79	об этом	1	4
80	точки зрения	4	4
81	известной степени	1	4
82	своего рода	10	4
83	до известной	1	4
84	в основе	4	4
85	и это	2	4
86	здесь как	1	4
87	ничего не	1	4
88	и здесь	1	4
89	о том	4	4
90	и во	1	4
91	только в	3	4
92	и даже	1	4
93	здесь в	3	4
94	сказать что	1	4
95	а не	14	4
96	его как	1	4
97	как это	1	4
98	и от	1	4
99	а также	8	4
100	а в	2	4
101	как на	3	4
102	такой же	2	4
103	том числе	1	4
104	но она	3	3
105	того же	2	3
106	из этих	3	3
107	как в	8	3
108	в одной	1	3
109	но на	1	3
110	этой традиции	2	3
111	ни в	7	3
112	в своей	6	3
113	в которых	1	3
114	не менее	7	3
115	но они	1	3
116	дело в	2	3
117	что на	2	3
118	от их	1	3
119	и образ	1	3
120	необходимости и	1	3
121	в другом	3	3
122	и внутреннее	1	3
123	он его	1	3
124	это не	3	3
125	именно в	2	3
126	того что	1	3
127	и прежде	2	3
128	и одновременно	2	3
129	до нас	1	3
130	поэтому и	1	3
131	для всех	1	3
132	есть в	2	3
133	в поэзии	1	3
134	для него	5	3
135	в одном	4	3
136	не было	3	3
137	еще и	1	3
138	миром в	1	3
139	о чем	2	3
140	там где	1	3
141	вместе с	2	3
142	от страха	1	3
143	и для	2	3
144	в пределе	3	3
145	в году	1	3
146	и ни	1	3
147	на этот	1	3
148	можно говорить	1	2
149	чтобы не	1	2
150	в этот	1	2
151	и есть	1	2
152	с точки	2	2
153	и до	1	2
154	др в	1	2
155	между человеком	1	2
156	говорить о	2	2
157	в целом	2	2
158	это время	1	2
159	в чем	1	2
160	в данном	7	2
161	в сторону	1	2
162	отличие от	12	2
163	из важнейших	2	2
164	образ смерти	1	2
165	в истории	1	2
166	все же	6	2
167	когда он	1	2
168	и наконец	3	2
169	раз в	1	2
170	им в	1	2
171	роль в	4	2
172	при этом	17	2
173	но именно	1	2
174	он должен	1	2
175	смертью в	1	2
176	дистанции между	1	2
177	том же	1	2
178	самого автора	1	2
179	лишь в	1	2
180	но их	1	2
181	и смерти	1	2
182	она и	1	2
183	несмотря на	1	2
184	одно из	4	2
185	во второй	1	2
186	человеком и	1	2
187	не столько	3	2
188	даже в	1	2
189	вплоть до	1	2
190	если в	1	2
191	первая часть	1	2
192	на него	1	2
193	слова но	1	2
194	к ней	1	2
195	которая не	1	2
