N	3gram	Berdyaev_M_2	Problema
1	по отношению к	2	19
2	не может быть	8	11
3	с точки зрения	1	6
4	в высшей степени	3	5
5	между тем как	1	5
6	во всех его	1	4
7	на самом деле	1	3
8	в том что	2	3
9	и в нем	1	3
10	в чем не	2	2
11	но и в	1	2
12	ни в чем	2	2
13	есть лишь момент	2	2
14	к миру и	1	2
15	во всех своих	1	2
16	той или иной	1	2
17	для того чтобы	4	2
18	в этом отношении	1	2
19	и для всякой	1	1
20	а между тем	1	1
21	что иное как	3	1
22	и не проникает	1	1
23	и если он	1	1
24	не проникает в	1	1
25	подобно тому как	2	1
26	также и в	2	1
27	к которому он	1	1
28	по своему значению	1	1
29	в нем и	1	1
30	не могли быть	1	1
31	а следовательно и	1	1
32	до сих пор	3	1
33	с самим собою	2	1
34	на то что	1	1
35	может быть и	2	1
36	поэтому она никогда	1	1
37	в своем творчестве	1	1
38	в значительной степени	1	1
39	со всеми его	1	1
40	не что иное	3	1
41	смысле этого слова	1	1
42	она никогда не	3	1
43	и должно быть	1	1
44	и в этом	3	1
45	не есть ни	1	1
46	по сравнению с	1	1
47	и менее всего	1	1
48	которые могли бы	1	1
49	решения вопроса о	3	1
50	в этом направлении	1	1
51	не для того	1	1
52	как момент в	1	1
53	в творчестве достоевского	3	1
54	в свои права	1	1
55	есть не что	3	1
56	в нем нет	2	1
57	его отношение к	4	1
58	это и есть	3	1
59	та или иная	1	1
60	на протяжении всего	1	1
61	хотя бы в	1	1
62	может быть лишь	2	1
63	на мир на	1	1
64	к тому что	3	1
65	если бы не	1	1
66	она не может	1	1
67	как и в	2	1
68	в культуре не	1	1
