N	2gram	Potebnia_M_3	Problemy
1	и не	15	31
2	и в	30	29
3	в его	4	24
4	может быть	28	24
5	в этом	10	22
6	а не	15	22
7	в нем	9	19
8	точки зрения	2	19
9	как бы	3	19
10	для него	9	18
11	не только	21	15
12	то что	18	15
13	то же	23	14
14	не как	2	14
15	и его	4	14
16	но и	19	14
17	с точки	1	13
18	уже не	6	13
19	таким образом	14	12
20	как и	10	12
21	не может	6	12
22	в самом	8	10
23	в то	10	10
24	только в	21	10
25	в одном	2	10
26	там где	3	10
27	все эти	1	9
28	с его	1	9
29	все же	2	9
30	это не	1	9
31	если бы	12	9
32	себе самом	1	9
33	же время	5	9
34	идеи в	2	9
35	но не	7	9
36	по отношению	5	8
37	что в	17	8
38	по себе	16	8
39	в каждом	3	8
40	в том	32	8
41	что он	6	8
42	потому что	46	8
43	в своем	5	8
44	в своей	2	8
45	отношению к	5	8
46	а как	2	7
47	и на	3	7
48	за пределы	2	7
49	и как	5	7
50	но в	1	7
51	в себе	16	7
52	входит в	2	7
53	с другими	5	7
54	том что	18	7
55	не в	15	7
56	вовсе не	7	7
57	она не	2	7
58	так и	11	7
59	в форме	2	7
60	прежде всего	3	7
61	а в	12	7
62	одним из	1	6
63	самом деле	2	6
64	так же	3	6
65	в одной	1	6
66	как в	10	6
67	сливается с	2	6
68	в целом	3	6
69	что она	3	6
70	в мире	1	6
71	его в	3	6
72	несмотря на	2	6
73	могут быть	3	6
74	к нему	3	6
75	на мир	2	6
76	в единстве	1	6
77	был бы	2	6
78	так как	13	6
79	и потому	4	6
80	не могут	5	6
81	все это	4	6
82	на самом	1	5
83	это и	2	5
84	должна быть	1	5
85	той же	2	5
86	же что	6	5
87	у него	2	5
88	перед нами	2	5
89	он не	4	5
90	но все	2	5
91	сознание и	1	5
92	было бы	9	5
93	мысли и	2	5
94	в сущности	1	5
95	и это	4	5
96	и о	2	5
97	еще не	5	5
98	с ним	6	5
99	ничего не	1	5
100	между тем	9	5
101	самосознания в	1	5
102	именно в	3	5
103	сознания и	1	5
104	во всяком	1	5
105	и т	5	4
106	и наконец	2	4
107	в этой	2	4
108	так сказать	2	4
109	перестает быть	4	4
110	должно быть	5	4
111	но эта	1	4
112	их в	2	4
113	даже в	2	4
114	раз и	1	4
115	как мы	7	4
116	в процессе	1	4
117	от того	8	4
118	все то	1	4
119	в произведении	3	4
120	и с	2	4
121	из одного	1	4
122	и следовательно	3	4
123	как объект	1	4
124	тем что	7	4
125	что и	13	4
126	превращается в	1	4
127	не было	4	4
128	не на	1	4
129	его как	1	4
130	эта особенность	1	4
131	что же	2	4
132	как предмет	1	4
133	но это	6	4
134	в результате	1	4
135	отношения к	1	3
136	отношении к	2	3
137	он может	1	3
138	и самое	2	3
139	например в	6	3
140	он сам	1	3
141	не входит	1	3
142	себе и	1	3
143	в художественном	1	3
144	уже в	5	3
145	и до	2	3
146	порядка в	1	3
147	но именно	1	3
148	подобно тому	2	3
149	далеко не	4	3
