N	2gram	Bakhtin_Pr_3	Vvedenie
1	и в	53	32
2	в том	14	31
3	в этом	8	30
4	том что	5	26
5	может быть	12	26
6	не только	4	22
7	для того	1	21
8	таким образом	6	19
9	также и	4	18
10	то что	9	16
11	потому что	5	15
12	так как	7	15
13	не может	2	14
14	в самом	2	13
15	в нем	10	13
16	о том	2	13
17	в их	2	12
18	в общем	1	12
19	в его	8	12
20	только в	4	12
21	и не	15	12
22	как на	1	12
23	как мы	5	11
24	в ее	3	11
25	что в	2	10
26	то же	6	9
27	в истории	3	9
28	но в	5	9
29	между тем	2	9
30	в той	2	9
31	этом смысле	1	9
32	а только	1	8
33	это не	6	8
34	не в	2	8
35	тем не	2	8
36	не менее	3	8
37	с другой	2	8
38	именно в	2	8
39	но не	5	7
40	было бы	5	7
41	точки зрения	4	7
42	уже и	1	7
43	в применении	1	7
44	можно было	1	7
45	дело с	1	7
46	прежде всего	15	7
47	смысле этого	2	7
48	в большей	2	7
49	и это	3	6
50	из этих	1	6
51	как он	2	6
52	широком смысле	1	6
53	его в	2	6
54	как и	11	6
55	представить себе	1	6
56	вовсе не	3	6
57	в то	5	6
58	в качестве	1	6
59	же время	5	6
60	тем что	2	6
61	один из	6	6
62	и его	10	6
63	и даже	2	6
64	до сих	5	6
65	но и	7	6
66	применении к	1	6
67	сих пор	5	6
68	все это	8	6
69	хотя бы	2	6
70	одним из	3	5
71	в целом	1	5
72	иное как	1	5
73	в широком	1	5
74	с их	2	5
75	так например	2	5
76	об этом	1	5
77	на почве	1	5
78	и тем	2	5
79	в них	2	5
80	но если	1	5
81	сказать что	10	5
82	могут быть	4	5
83	так что	1	5
84	уже в	2	5
85	что не	1	5
86	а не	11	5
87	по своему	6	5
88	как бы	14	5
89	другой стороны	1	5
90	есть и	2	5
91	вместе с	2	5
92	связана с	2	4
93	и то	1	4
94	как это	2	4
95	в чисто	2	4
96	той же	5	4
97	мы имеем	1	4
98	что иное	1	4
99	по отношению	2	4
100	не просто	1	4
101	независимо от	1	4
102	как уже	1	4
103	уже не	1	4
104	так или	1	4
105	в себе	5	4
106	но ведь	1	4
107	и заключается	2	4
108	истории и	2	4
109	должен был	1	4
110	в своей	3	4
111	в котором	1	4
112	по сравнению	4	4
113	по крайней	1	4
114	в разных	4	4
115	только с	1	4
116	в каждом	4	4
117	здесь нет	1	4
118	и т.д	2	4
119	времени и	2	4
120	внимание на	1	4
121	и что	1	4
122	крайней мере	1	4
123	как она	1	4
124	еще не	5	4
125	что он	4	4
126	и ее	6	4
127	всяком случае	1	4
128	этом отношении	1	4
129	даже и	2	4
130	в особенности	2	4
131	или иначе	1	4
132	по мере	1	4
133	еще и	1	4
134	о чем	1	4
135	сравнению с	4	4
136	с этой	1	4
137	и для	4	4
138	а в	2	4
139	не что	1	4
140	отношению к	1	4
141	во всяком	1	4
142	собственном смысле	2	3
143	что уже	2	3
144	в сущности	10	3
145	говорить о	2	3
146	то это	1	3
147	и этого	1	3
148	и на	18	3
149	он сам	4	3
150	в различных	1	3
151	своего рода	3	3
152	нет надобности	1	3
153	хотя и	4	3
154	и к	5	3
155	что это	2	3
156	все эти	9	3
157	в этой	1	3
158	что она	1	3
159	при этом	3	3
160	не как	1	3
161	отношений между	1	3
162	на этом	1	3
163	на этой	1	3
164	второй половины	2	3
165	заключается в	1	3
166	и уже	2	3
167	мы видели	2	3
168	чем в	1	3
169	нисколько не	1	3
170	в этих	5	3
171	работы в	1	3
172	от себя	1	3
173	своей природе	1	3
174	связи с	1	3
175	как будто	2	3
176	в области	3	3
177	в ней	7	3
178	в собственном	2	3
179	и вообще	3	3
180	истории литературы	1	3
181	можно сказать	8	3
182	а также	4	3
183	одной из	4	3
184	что даже	1	3
185	до нас	2	3
186	история и	1	3
187	в начале	2	3
188	и других	9	3
189	из них	4	3
190	в известной	2	3
191	европейских народов	2	3
192	в конце	3	3
193	что и	3	3
194	отношение к	6	3
195	может служить	1	3
196	в очень	1	3
197	а потому	1	3
198	именно как	1	3
