N	2gram	Vygotskiy__1	Analitik
1	не только	13	22
2	тогда как	1	20
3	и в	31	18
4	как и	16	14
5	так и	3	14
6	в этом	12	14
7	и его	7	13
8	но и	2	13
9	том что	16	12
10	в качестве	2	12
11	и не	16	12
12	в частности	3	12
13	при этом	19	11
14	то есть	26	10
15	а в	6	10
16	как бы	5	10
17	что в	23	9
18	может быть	22	9
19	со стороны	4	9
20	а не	13	9
21	в том	30	9
22	с его	1	8
23	своего рода	1	8
24	и даже	6	8
25	как раз	2	7
26	в его	6	7
27	с другой	5	7
28	но не	3	7
29	еще не	1	6
30	в этой	3	6
31	он не	3	6
32	в их	1	6
33	не в	11	6
34	к тому	4	6
35	для него	1	6
36	о том	7	6
37	того же	2	5
38	той же	3	5
39	мы имеем	4	5
40	в самом	11	5
41	в слове	3	5
42	однако в	1	5
43	в мире	1	5
44	в сущности	10	5
45	что и	13	5
46	между тем	4	5
47	уже не	2	5
48	в конце	3	5
49	никогда не	8	5
50	в свою	1	5
51	прежде всего	4	5
52	не является	5	5
53	в результате	4	5
54	другой стороны	5	5
55	представляет собой	2	5
56	принадлежит к	1	4
57	и на	1	4
58	столь же	4	4
59	что он	7	4
60	отнюдь не	6	4
61	в своем	3	4
62	и как	2	4
63	что по	3	4
64	и к	3	4
65	таким образом	20	4
66	приводит к	2	4
67	состоит в	3	4
68	по себе	9	4
69	тем самым	2	4
70	в одном	2	4
71	имеем дело	1	4
72	ли не	1	4
73	не менее	2	4
74	свою очередь	1	4
75	в пределах	1	4
76	произведение искусства	8	4
77	можно сказать	1	4
78	не есть	3	4
79	во втором	1	4
80	далеко не	2	4
81	о чем	2	4
82	все же	5	4
83	перед нами	1	4
84	с новыми	1	3
85	едва ли	1	3
86	его не	2	3
87	который в	3	3
88	мы не	12	3
89	в целом	5	3
90	уже в	3	3
91	о смерти	1	3
92	но как	2	3
93	если в	1	3
94	ответ на	1	3
95	что они	2	3
96	как говорит	2	3
97	как в	9	3
98	с этим	3	3
99	поскольку он	1	3
100	из этих	6	3
101	с их	1	3
102	роль в	3	3
103	тому же	3	3
104	у пушкина	3	3
105	подобно тому	5	3
106	то же	5	3
107	в каждом	3	3
108	не будет	3	3
109	его в	2	3
110	и того	1	3
111	одного и	2	3
112	точки зрения	15	3
113	и без	2	3
114	все это	8	3
115	в то	5	3
116	дело не	1	3
117	только не	3	3
118	ничего не	2	3
119	указывает на	4	3
120	в ее	5	3
121	в произведении	3	3
122	мысль о	1	3
123	именно в	1	3
124	было бы	6	3
125	дело с	3	3
126	во всем	3	3
127	к содержанию	1	3
128	этом отношении	2	3
129	в особенности	1	3
130	еще и	1	3
131	не было	3	3
132	не всегда	2	3
133	его как	1	3
134	как это	4	3
135	к жизни	2	3
136	пока еще	1	3
137	по поводу	2	3
138	к этому	4	3
139	например в	3	2
140	самом деле	9	2
141	мере в	1	2
142	в первом	1	2
143	по преимуществу	1	2
144	есть не	2	2
145	в ней	1	2
146	во всех	1	2
147	в стихе	2	2
148	со всеми	4	2
149	конечном счете	3	2
150	очевидно что	6	2
151	иметь дело	1	2
152	отличие от	4	2
153	это и	3	2
154	сама по	2	2
155	как к	2	2
156	и той	3	2
157	когда он	2	2
158	могли бы	1	2
159	как уже	1	2
160	и каждое	1	2
161	но в	3	2
162	бы и	2	2
163	в тех	1	2
164	в себе	4	2
165	на его	1	2
166	что она	6	2
167	в нем	2	2
168	в лирике	1	2
169	поведение в	1	2
170	и вот	3	2
171	о его	1	2
172	одной и	4	2
173	и по	3	2
174	и ту	2	2
175	согласуется с	1	2
176	могла бы	1	2
177	этом он	1	2
178	это не	1	2
179	в жизни	2	2
180	в них	2	2
181	с тем	3	2
182	автору и	1	2
183	несмотря на	5	2
184	иначе говоря	5	2
185	с точки	2	2
186	в отличие	3	2
187	этих моментов	1	2
188	тем не	2	2
189	даже в	2	2
190	чистом виде	3	2
191	вплоть до	1	2
192	дело в	1	2
193	одна из	4	2
194	на два	2	2
195	без остатка	2	2
196	сводится к	1	2
197	могут быть	11	2
198	его за	1	2
199	для пушкина	1	2
200	подход к	1	2
201	в себя	2	2
202	те же	4	2
203	поэтому в	1	2
204	об этом	1	2
205	произведения как	1	2
206	и здесь	2	2
207	или иным	2	2
208	на примере	3	2
209	в глаза	1	2
210	в значительной	1	2
211	в конечном	3	2
212	тех пор	1	2
213	один из	4	2
214	но с	1	2
215	обе эти	1	2
216	вступить в	1	2
217	только в	14	2
218	тем или	2	2
219	то в	1	2
220	который как	1	2
221	и ее	1	2
222	с одной	5	2
223	для всех	4	2
224	а напротив	1	2
225	всяком случае	6	2
226	нуждается в	3	2
227	произведения и	1	2
228	мы можем	4	2
229	одной стороны	6	2
230	говорит о	2	2
231	одну из	1	2
232	на эту	1	2
233	там где	4	2
234	что мы	8	2
235	совершенно очевидно	3	2
236	не может	17	2
237	о себе	1	2
238	вместе с	8	2
239	и потому	2	2
240	по своему	1	2
241	в той	1	2
242	когда мы	3	2
243	тому как	7	2
244	этого слова	4	2
245	произведении искусства	3	2
246	и для	5	2
247	самого произведения	1	2
248	и от	2	2
249	хотя и	3	2
250	и все	5	2
251	же в	1	2
252	личности и	1	2
253	в готовом	1	2
254	то что	32	2
255	о своем	1	2
256	сказать что	7	2
257	совершенно не	5	2
258	к числу	2	2
259	а также	1	2
260	в искусстве	4	2
261	во всяком	8	2
262	гораздо более	2	2
263	оба они	1	1
264	обращено к	1	1
265	произведения но	2	1
266	речь идет	3	1
267	говоря о	1	1
268	категорий и	1	1
269	таком случае	2	1
270	человека и	2	1
271	связана с	1	1
272	утверждение что	1	1
273	на самом	2	1
274	дело обстоит	1	1
275	и есть	5	1
276	тем же	3	1
277	сказано что	1	1
278	из самых	1	1
279	из его	3	1
280	с таким	11	1
281	знаем о	1	1
282	в зависимости	5	1
283	намек на	2	1
284	не дано	1	1
285	случае так	1	1
286	готовом виде	1	1
287	и само	1	1
288	при анализе	1	1
289	что если	1	1
290	вопрос о	3	1
291	единство и	1	1
292	стих в	1	1
293	никак не	4	1
294	что иное	1	1
295	основного действия	1	1
296	оно есть	2	1
297	в полной	1	1
298	я не	1	1
299	бы ни	2	1
300	конечно нуждается	1	1
301	зависимости от	6	1
302	и был	1	1
303	бы сказать	1	1
304	в таком	3	1
305	целое и	1	1
306	между собой	1	1
307	иное как	1	1
308	и русской	1	1
309	время в	1	1
310	так если	1	1
311	тем как	1	1
312	там и	1	1
313	то мы	1	1
314	а отношение	1	1
315	все больше	1	1
316	прибавим к	1	1
317	отношение к	2	1
