N	2gram	Medvedev_F_2	formyVre
1	и в	38	46
2	в этом	27	22
3	и т	14	14
4	прежде всего	15	14
5	вовсе не	11	13
6	и его	21	12
7	во всех	5	11
8	не только	9	11
9	только в	6	11
10	т п	9	11
11	как бы	4	10
12	точки зрения	8	10
13	в том	11	10
14	но в	4	10
15	не в	15	9
16	но и	13	9
17	вместе с	6	9
18	и не	20	9
19	и для	5	9
20	то же	6	8
21	как и	9	8
22	с точки	7	8
23	для того	3	8
24	того чтобы	3	8
25	потому что	2	8
26	связи с	13	8
27	в его	10	8
28	из них	4	8
29	в связи	10	8
30	жизни и	3	8
31	и на	3	7
32	так сказать	3	7
33	всех этих	3	7
34	так и	8	7
35	в них	1	7
36	может быть	23	7
37	то что	6	7
38	как мы	7	6
39	все же	8	6
40	и наконец	4	6
41	при этом	9	6
42	и с	9	6
43	его в	3	6
44	в основе	5	6
45	никогда не	2	6
46	те же	1	6
47	и во	1	6
48	так как	4	6
49	в особенности	4	6
50	здесь в	1	6
51	все это	3	6
52	и все	3	6
53	но не	2	5
54	с этим	5	5
55	в своем	1	5
56	все эти	6	5
57	связанные с	1	5
58	он не	6	5
59	в нем	13	5
60	должно быть	2	5
61	в то	5	5
62	в дальнейшем	4	5
63	и др	3	5
64	в пределах	12	5
65	по существу	7	5
66	в смысле	1	5
67	что в	7	5
68	значение и	3	4
69	что они	4	4
70	в истории	6	4
71	как в	4	4
72	уже в	2	4
73	из этих	3	4
74	в себе	1	4
75	их в	2	4
76	том что	2	4
77	в котором	2	4
78	место в	3	4
79	же время	5	4
80	в эпоху	2	4
81	с ним	2	4
82	о том	1	4
83	вопросу о	1	4
84	так что	1	4
85	конечно не	1	4
86	и их	3	4
87	а не	6	4
88	отнюдь не	8	4
89	еще более	5	4
90	же в	1	4
91	в виду	2	3
92	того же	1	3
93	слова и	7	3
94	мы будем	1	3
95	точка зрения	1	3
96	отношение к	2	3
97	хотя и	3	3
98	целый ряд	1	3
99	и как	3	3
100	в этот	1	3
101	уже не	7	3
102	та же	2	3
103	отчасти и	1	3
104	в большинстве	4	3
105	имеем в	1	3
106	т д	5	3
107	и по	2	3
108	таким образом	20	3
109	связанных с	1	3
110	на первый	2	3
111	в их	6	3
112	не могли	2	3
113	она ни	3	3
114	кроме того	2	3
115	к тому	4	3
116	имеет место	1	3
117	зрения не	1	3
118	роль в	3	3
119	и совершенно	2	3
120	том как	1	3
121	в другом	1	3
122	борьба с	2	3
123	что и	8	3
124	на развитие	1	3
125	того что	3	3
126	тот же	1	3
127	что он	5	3
128	все они	1	3
129	в качестве	2	3
130	за счет	4	3
131	большинстве случаев	3	3
132	для него	7	3
133	тем что	8	3
134	в форме	1	3
135	что на	2	3
136	и даже	4	3
137	и прежде	3	3
138	не было	6	3
139	не на	1	3
140	о чем	1	3
141	с помощью	10	3
142	в реальном	5	3
143	под знаком	1	3
144	к вопросу	1	3
145	не является	3	3
146	в этих	2	3
147	ее в	2	3
148	а в	6	3
149	всего в	2	3
150	но эти	1	3
151	и другие	2	3
152	к этому	4	3
153	как его	2	2
154	и есть	1	2
155	тем же	3	2
156	и так	1	2
157	характерное для	1	2
158	явления и	2	2
159	и до	3	2
160	оно было	1	2
161	мы имеем	1	2
162	рассказывается о	1	2
163	в сущности	4	2
164	говорить о	5	2
165	они были	2	2
166	столько же	1	2
167	он был	2	2
168	первый план	2	2
169	бы она	3	2
170	совсем не	2	2
171	если в	3	2
172	к ним	1	2
173	вступают в	1	2
174	всю эту	1	2
175	в одной	2	2
176	то в	2	2
177	и к	4	2
178	от этого	3	2
179	в этой	6	2
180	с одной	1	2
181	особое место	1	2
182	как он	1	2
183	не могла	1	2
184	в корне	7	2
185	с формами	1	2
186	на этом	2	2
187	по аналогии	2	2
188	лишь в	7	2
189	по себе	7	2
190	здесь это	1	2
191	вышли из	1	2
192	далеко не	1	2
193	с тем	11	2
194	в последующей	1	2
195	мы видели	4	2
196	автора и	1	2
197	те явления	1	2
198	представление о	2	2
199	строго говоря	1	2
200	но он	1	2
201	друг другу	1	2
202	и более	2	2
203	в той	2	2
204	она не	2	2
205	эти формы	1	2
206	на котором	2	2
207	и имеет	1	2
208	там где	4	2
209	которого еще	1	2
210	не похож	1	2
211	этом отношении	7	2
212	могут быть	6	2
213	во все	1	2
214	похож на	1	2
215	здесь они	1	2
216	и это	2	2
217	и о	2	2
218	какова бы	3	2
219	чем не	1	2
220	здесь не	4	2
221	без всякого	1	2
222	самим собою	1	2
223	и от	2	2
224	в средневековой	1	2
225	особенно в	3	2
226	в плоскости	1	2
227	находится в	2	2
228	в индивидуальном	1	2
229	и должно	5	2
230	и та	1	2
231	можно сказать	1	2
232	в сюжете	3	2
233	это не	2	2
234	и только	5	2
235	все в	1	2
236	у всех	1	2
237	в литературе	1	2
238	литературы в	1	2
239	быть и	3	2
240	один из	2	2
241	в литературу	1	2
242	это новое	1	2
243	в поэзии	12	2
244	и других	2	2
245	характерно что	2	2
246	сами по	2	2
247	в конце	2	2
248	не для	1	2
249	они сами	1	2
250	каждый из	3	2
251	рядом с	1	2
252	до сих	1	2
253	последнем счете	1	2
254	с другой	3	2
255	сюда же	1	2
256	именно в	5	2
257	было бы	6	2
258	и несколько	1	2
259	в некоторых	4	2
260	и пр	21	2
261	их не	1	2
262	смысла и	2	2
263	у нас	1	2
264	а на	1	2
265	до конца	2	2
266	и самый	1	2
267	в последующем	1	2
268	если не	1	2
269	не может	14	2
270	все основные	1	2
271	так же	1	2
272	как это	2	2
273	о различных	1	2
274	в данном	1	2
275	в последнем	1	2
276	лежит в	1	2
277	дело идет	4	2
278	этом случае	1	2
279	сих пор	1	2
280	о его	1	2
281	ее и	2	2
282	как явление	1	2
283	но это	2	2
284	значения в	2	2
285	между ними	2	2
286	ни была	3	2
287	равно как	2	2
288	жизни а	1	2
289	как на	1	2
290	во всяком	5	2
291	которых не	1	1
292	богов и	1	1
293	увидим дальше	1	1
294	то на	1	1
295	можно говорить	2	1
296	говоря о	1	1
297	например в	3	1
298	относится и	2	1
299	и действительно	1	1
300	и то	2	1
301	на самом	3	1
302	это и	5	1
303	идет о	2	1
304	значение эти	1	1
305	здесь и	4	1
306	так при	1	1
307	была до	1	1
308	по преимуществу	5	1
309	на этих	1	1
310	игры с	2	1
311	должна быть	5	1
312	и больше	1	1
313	был и	2	1
314	к созданию	1	1
315	которыми он	1	1
316	их и	1	1
317	также была	1	1
318	а как	3	1
319	есть не	1	1
320	и глубину	1	1
321	на материале	1	1
322	совершенно иные	1	1
323	что если	1	1
324	значение именно	2	1
325	что уже	1	1
326	вопрос о	1	1
327	на место	1	1
328	на эти	1	1
329	для лучшего	1	1
330	начинается с	1	1
331	и глубоких	1	1
332	из того	1	1
333	и самой	1	1
334	конечно и	1	1
335	совершенно чужда	1	1
336	же что	1	1
337	пр и	4	1
338	подчеркнуть что	1	1
339	и понятия	1	1
340	это время	2	1
341	в ней	6	1
342	в широком	2	1
343	время в	1	1
344	в чем	2	1
345	с его	11	1
346	в нашем	1	1
347	в частном	1	1
348	но конечно	1	1
349	самом деле	8	1
350	внутренняя форма	1	1
351	характерная для	1	1
352	которых так	1	1
353	литературы с	2	1
354	не входит	3	1
355	с трудом	1	1
356	в общем	5	1
357	отличие от	2	1
358	и речи	5	1
359	за пределы	1	1
360	что во	1	1
361	искусстве и	1	1
362	более и	1	1
363	все остальные	2	1
364	однако не	3	1
365	его к	1	1
366	и материальной	1	1
367	следующим образом	1	1
368	для художественных	1	1
369	и отчасти	3	1
370	нашего анализа	1	1
371	тяготеет к	1	1
372	них как	1	1
373	и этим	2	1
374	за свои	1	1
375	в самом	16	1
376	на поэтическую	1	1
377	в которой	2	1
378	но таким	1	1
379	бы не	1	1
380	как их	2	1
381	так в	3	1
382	выражение в	1	1
383	эти новые	1	1
384	им в	1	1
385	всего необходимо	1	1
386	и тот	1	1
387	ее как	2	1
388	дальше и	1	1
389	а вовсе	1	1
390	эта своеобразная	1	1
391	по самому	1	1
392	сказать в	1	1
393	было с	1	1
394	стремится к	1	1
395	они в	1	1
396	эти требования	1	1
397	же это	2	1
398	вот к	1	1
399	не как	4	1
400	понятий и	3	1
401	широком смысле	2	1
402	и связанные	1	1
403	быть самим	1	1
404	его от	4	1
405	всех своих	1	1
406	становится как	1	1
407	в основу	2	1
408	но все	3	1
409	от нее	4	1
410	в каждом	1	1
411	в символизме	1	1
412	они должны	2	1
413	эти специфические	1	1
414	особенности в	2	1
415	форм и	1	1
416	это было	3	1
417	или просто	1	1
418	с самим	1	1
419	моменты в	1	1
420	и тем	2	1
421	в новое	1	1
422	ни в	2	1
423	все равно	1	1
424	прямая пропорциональность	1	1
425	как об	1	1
426	природу этого	1	1
427	новые формы	1	1
428	он и	3	1
429	явления которые	1	1
430	становится и	2	1
431	чем в	1	1
432	мы не	3	1
433	такой же	3	1
434	смысл и	2	1
435	лучше всего	2	1
436	и еще	1	1
437	об особом	1	1
438	были выработаны	2	1
439	в своей	7	1
440	здесь впервые	1	1
441	именно и	1	1
442	однако они	1	1
443	с самого	2	1
444	не столько	4	1
445	таких высоких	1	1
446	он весь	1	1
447	от его	2	1
448	пределах индивидуального	1	1
449	своему существу	1	1
450	всего может	1	1
451	которые в	1	1
452	роману и	1	1
453	борьбу с	1	1
454	случае мы	1	1
455	сам он	2	1
456	тому что	2	1
457	иной раз	1	1
458	ему как	1	1
459	быть лишь	1	1
460	символизма и	1	1
461	ее так	1	1
462	о значении	1	1
463	виду что	1	1
464	не имеет	2	1
465	самого начала	2	1
466	дело в	1	1
467	к определенному	1	1
468	на него	1	1
469	не по	2	1
470	родился в	1	1
471	материала в	1	1
472	или вовсе	2	1
473	слово и	2	1
474	была сделана	1	1
475	правда в	2	1
476	и вещи	1	1
477	слова как	2	1
478	этих двух	2	1
479	и лишь	2	1
480	и притом	1	1
481	как она	2	1
482	такая же	1	1
483	самому своему	1	1
484	за исключением	1	1
485	п в	1	1
486	во всем	1	1
487	было в	2	1
488	только с	1	1
489	существовать как	1	1
490	острое ощущение	1	1
491	случая и	1	1
492	разложения и	1	1
493	об особой	1	1
494	и здесь	3	1
495	тристрама шенди	1	1
496	не могут	7	1
497	содержанию и	2	1
498	как только	1	1
499	для развития	1	1
500	нее нужно	1	1
501	его с	3	1
502	как для	1	1
503	той или	1	1
504	сказать что	2	1
505	оно не	4	1
506	если же	2	1
507	такова логика	1	1
508	себе в	1	1
509	как не	1	1
510	свою очередь	1	1
511	но при	1	1
512	в ее	2	1
513	у символистов	2	1
514	данном случае	1	1
515	существенное значение	1	1
516	характер и	1	1
517	той реальной	1	1
518	первой из	1	1
