N	3gram	Bakhtin_Pr_2	VeschiIm
1	и т д	4	20
2	не может быть	4	18
3	бы то ни	1	9
4	то ни было	1	9
5	т е в	1	7
6	по крайней мере	1	6
7	в том что	1	6
8	на то что	2	6
9	одно и то	2	5
10	и то же	2	5
11	тем не менее	2	5
12	с точки зрения	8	4
13	то же время	5	4
14	в то же	5	4
15	более или менее	3	3
16	в самом деле	4	3
17	сам по себе	5	3
18	в собственном смысле	1	3
19	можно было бы	3	3
20	все же не	1	3
21	что она уже	1	3
22	само по себе	1	3
23	сама по себе	4	3
24	а не я	1	2
25	не может не	1	2
26	можно сказать что	1	2
27	этой точки зрения	1	2
28	уже не может	1	2
29	дело в том	1	2
30	а затем и	2	2
31	о том как	1	2
32	себе как к	1	2
33	то что не	1	2
34	с самим собою	5	2
35	к себе как	1	2
36	вы говорите что	1	2
37	так что в	1	2
38	так или иначе	1	2
39	тот же самый	1	1
40	представим себе что	1	1
41	того что и	1	1
42	т е уже	1	1
43	есть и что	1	1
44	и еще один	1	1
45	прежде всего на	1	1
46	даже когда он	1	1
47	слово и не	1	1
48	в этом смысле	2	1
49	есть прежде всего	1	1
50	том что он	2	1
51	между собою и	1	1
52	она уже не	1	1
53	одной стороны и	1	1
54	как раз и	2	1
55	таким образом между	1	1
56	что с точки	1	1
57	до сих пор	7	1
58	и во всех	1	1
59	и не может	4	1
60	в сущности в	1	1
61	сами по себе	1	1
62	мы переходим к	2	1
63	в той же	1	1
64	что он не	1	1
65	по себе и	1	1
66	не есть и	1	1
67	бы оно было	1	1
68	в себе и	1	1
69	резко отличается от	1	1
70	может быть или	1	1
71	и не в	1	1
72	может быть и	2	1
73	это совершенно не	1	1
74	хотя бы и	1	1
75	то время как	2	1
76	в результате такого	1	1
77	то что есть	1	1
78	но в то	3	1
79	не может уже	1	1
80	мы не знаем	1	1
81	таким образом и	1	1
82	с одной стороны	1	1
83	в конце концов	2	1
84	себе не только	1	1
85	смысле этого слова	1	1
86	каких бы то	1	1
87	мы будем говорить	1	1
88	т е если	1	1
89	понимать себя и	1	1
90	уже и не	1	1
91	ни на что	1	1
92	с другой стороны	3	1
93	себя самого все	1	1
94	то что у	1	1
95	зачем же я	1	1
96	не мог бы	1	1
97	только на то	1	1
98	во всяком случае	1	1
99	в то время	2	1
100	точки зрения этого	1	1
101	о том что	1	1
102	если бы оно	1	1
103	не только не	1	1
104	по себе что	1	1
105	если же они	1	1
106	вместо того чтобы	1	1
107	но все же	2	1
108	он не есть	1	1
109	не говорит о	1	1
110	это слово из	1	1
111	как бы вбирает	1	1
112	и что он	1	1
113	в отношении к	2	1
114	без всякого сомнения	1	1
115	друг с другом	4	1
116	и в нем	1	1
117	смысле это не	1	1
118	и для всякого	1	1
119	как мы говорили	1	1
