N	2gram	Bakhtin_fo_1	Problemy
1	и в	50	34
2	и не	14	29
3	как бы	2	27
4	что он	1	23
5	в его	13	22
6	к другому	2	20
7	в нем	24	19
8	может быть	11	19
9	не может	6	19
10	и все	6	19
11	как и	8	18
12	себе самому	4	18
13	к себе	4	17
14	в этом	25	16
15	но в	10	16
16	и его	16	16
17	все это	4	16
18	он не	5	15
19	и с	4	15
20	прежде всего	15	15
21	то же	11	14
22	с самим	5	14
23	самом деле	1	13
24	для него	2	13
25	и к	2	12
26	в то	9	12
27	же время	9	12
28	потому что	4	12
29	но и	8	12
30	в сущности	3	11
31	вовсе не	13	11
32	с другим	1	11
33	себя самого	1	11
34	то что	6	11
35	не только	9	10
36	слова и	2	10
37	самим собою	3	9
38	не в	5	9
39	в отношении	3	9
40	героя и	7	9
41	а не	3	9
42	и т	8	8
43	с самого	2	8
44	самого начала	2	8
45	никогда не	2	8
46	с ним	2	8
47	в другом	1	8
48	в самом	8	8
49	себя и	3	8
50	так же	6	8
51	и для	4	8
52	точки зрения	5	8
53	я не	1	7
54	к герою	1	7
55	я сам	1	7
56	как мы	14	7
57	и даже	2	7
58	что не	3	7
59	с которым	1	7
60	там где	2	7
61	этого слова	1	7
62	все же	6	7
63	что в	5	7
64	мы уже	11	6
65	и на	8	6
66	с его	9	6
67	с собою	1	6
68	отношение к	2	6
69	в пределах	5	6
70	в плане	1	6
71	самим собой	2	6
72	для себя	7	6
73	так и	12	6
74	в себе	3	6
75	только в	4	6
76	т п	8	6
77	стремится к	1	6
78	от него	1	6
79	с ними	1	6
80	не знает	3	6
81	отношению к	5	6
82	на них	2	5
83	он сам	1	5
84	в чем	2	5
85	по отношению	3	5
86	и наконец	1	5
87	и у	5	5
88	что это	1	5
89	в целом	2	5
90	и вот	1	5
91	но все	5	5
92	лишь в	6	5
93	на протяжении	1	5
94	с тем	3	5
95	в конце	9	5
96	это слово	1	5
97	таким образом	11	5
98	к тому	3	5
99	и сам	1	5
100	что и	3	5
101	это не	6	5
102	того что	2	5
103	так что	1	5
104	из них	1	5
105	всяком случае	1	5
106	в одном	3	5
107	себе и	3	5
108	когда я	1	5
109	к своему	2	5
110	и от	1	5
111	ни одного	1	5
112	мы должны	2	5
113	хотя бы	2	5
114	самому и	1	5
115	а в	3	5
116	что ты	1	5
117	героя в	1	5
118	во всяком	3	5
119	еще не	5	4
120	но не	5	4
121	но как	1	4
122	как в	6	4
123	бы и	1	4
124	все эти	9	4
125	но на	4	4
126	при этом	3	4
127	ни был	1	4
128	что все	2	4
129	в мире	1	4
130	его в	3	4
131	с другими	3	4
132	ни в	8	4
133	рядом с	2	4
134	с точки	2	4
135	друг другу	2	4
136	ничего не	9	4
137	как раз	13	4
138	его с	1	4
139	и это	4	4
140	если бы	5	4
141	тотчас же	1	4
142	и прежде	2	4
143	только на	3	4
144	в начале	3	4
145	так как	6	4
146	не о	2	4
147	у него	6	4
148	протяжении всего	1	4
149	с другой	2	4
150	тем что	2	4
151	человека как	1	4
152	вместе с	3	4
153	мы остановимся	1	4
154	да и	3	4
155	бы он	1	4
156	бы его	1	4
157	функции в	1	3
158	и то	4	3
159	ведь и	1	3
160	высшей степени	1	3
161	сливается с	1	3
162	как я	1	3
163	в виду	3	3
164	в ней	4	3
165	совсем не	2	3
166	для других	4	3
167	нет и	2	3
168	герою и	2	3
169	хотя и	3	3
170	и как	10	3
171	уже в	2	3
172	как он	2	3
173	он ни	1	3
174	не как	2	3
175	их в	3	3
176	без исключения	1	3
177	в каждом	1	3
178	это было	1	3
179	его и	2	3
180	в высшей	1	3
181	далеко не	2	3
182	должно быть	1	3
183	раз и	2	3
184	в своей	2	3
185	в котором	4	3
186	самого героя	1	3
187	и другого	1	3
188	но он	2	3
189	по себе	2	3
190	том что	4	3
191	во всем	2	3
192	уже говорили	3	3
193	есть только	2	3
194	строится как	1	3
195	где он	1	3
196	с ее	6	3
197	в ее	6	3
198	характер и	7	3
199	абстрактный характер	1	3
200	в глаза	2	3
201	и во	7	3
202	наконец в	1	3
203	к концу	3	3
204	в него	1	3
205	в том	9	3
206	человека с	1	3
207	и своего	1	3
208	он только	2	3
209	до конца	4	3
210	в последующем	4	3
211	по своему	1	3
212	в романах	2	3
213	про себя	1	3
214	но для	2	3
215	если не	1	3
216	бы в	1	3
217	но зато	1	3
218	его к	1	3
219	им и	1	3
220	жизни и	8	3
221	я и	1	2
222	например в	6	2
223	он может	1	2
224	здесь и	2	2
225	той же	2	2
226	а как	3	2
227	для его	1	2
228	та же	1	2
229	ни единого	1	2
230	мы и	4	2
231	того же	8	2
232	и он	1	2
233	в которых	2	2
234	во всех	6	2
235	бы не	1	2
236	друг на	2	2
237	эта особенность	1	2
238	отличие от	2	2
239	определяется не	2	2
240	сама по	1	2
241	к третьему	1	2
242	с этим	6	2
243	в своем	4	2
244	в реальный	1	2
245	увидим что	1	2
246	нет здесь	3	2
247	в этот	2	2
248	уже с	1	2
249	в которой	2	2
250	всего романа	1	2
251	в большинстве	1	2
252	раз в	4	2
253	тому же	2	2
254	вследствие этого	3	2
255	так сказать	7	2
256	вообще не	3	2
257	в первых	1	2
258	всех этих	5	2
259	а вовсе	1	2
260	он должен	2	2
261	друг с	1	2
262	не бывает	1	2
263	такого же	1	2
264	те же	2	2
265	входит в	3	2
266	было в	1	2
267	было бы	2	2
268	лишь на	1	2
269	в жизни	6	2
270	по всему	1	2
271	в них	4	2
272	после стольких	1	2
273	и того	6	2
274	был бы	3	2
275	что значит	1	2
276	он дает	1	2
277	в отличие	2	2
278	своего рода	1	2
279	оно должно	1	2
280	которые в	1	2
281	с такою	1	2
282	речи в	2	2
283	на всю	1	2
284	между двумя	6	2
285	и овладевает	1	2
286	в той	4	2
287	выступает здесь	1	2
288	почти все	1	2
289	его целом	2	2
290	я для	1	2
291	этими двумя	3	2
292	во время	1	2
293	чем не	3	2
294	все без	1	2
295	всю судьбу	1	2
296	этом случае	1	2
297	к ней	2	2
298	как она	2	2
299	мире и	2	2
300	входят в	1	2
301	с другом	1	2
302	и со	1	2
303	не является	2	2
304	отнюдь не	5	2
305	отличается от	1	2
306	этого и	1	2
307	той или	2	2
308	особый тип	1	2
309	всем этим	3	2
310	всего этого	2	2
311	так в	1	2
312	конечно в	1	2
313	особенно в	1	2
314	и происходит	1	2
315	и определяется	2	2
316	поэтому нет	1	2
317	жизнь и	4	2
318	понятно что	4	2
319	и вообще	2	2
320	громадное значение	1	2
321	с человеком	1	2
322	находится в	1	2
323	о том	1	2
324	все его	3	2
325	или как	4	2
326	переходит в	1	2
327	на одном	1	2
328	в форме	3	2
329	и только	1	2
330	еще более	3	2
331	и мир	1	2
