N	2gram	Vygotskiy__5	Problemy
1	и в	30	34
2	и не	6	29
3	как бы	19	27
4	что он	17	23
5	в его	4	22
6	к другому	2	20
7	в нем	7	19
8	может быть	11	19
9	не может	9	19
10	и все	4	19
11	как и	6	18
12	к себе	1	17
13	в этом	14	16
14	но в	5	16
15	и его	6	16
16	все это	2	16
17	он не	3	15
18	и с	2	15
19	прежде всего	4	15
20	то же	7	14
21	к нему	1	14
22	самом деле	8	13
23	человека из	1	13
24	для него	3	13
25	и к	4	12
26	в то	2	12
27	потому что	23	12
28	но и	6	12
29	на самом	2	11
30	в сущности	12	11
31	вовсе не	3	11
32	то что	37	11
33	не только	16	10
34	не в	8	9
35	в отношении	2	9
36	героя и	7	9
37	а не	8	9
38	и т	7	8
39	с самого	3	8
40	самого начала	3	8
41	никогда не	9	8
42	в другом	3	8
43	в самом	14	8
44	себя и	2	8
45	так же	13	8
46	что же	1	8
47	и для	6	8
48	точки зрения	7	8
49	к герою	1	7
50	на него	1	7
51	как будто	6	7
52	как мы	5	7
53	слова в	1	7
54	и даже	2	7
55	что не	1	7
56	с которым	3	7
57	там где	4	7
58	этого слова	1	7
59	все же	7	7
60	что в	24	7
61	мы уже	6	6
62	и на	3	6
63	с его	2	6
64	отношение к	1	6
65	что они	5	6
66	что у	3	6
67	от себя	1	6
68	так и	3	6
69	в себе	5	6
70	только в	5	6
71	т п	3	6
72	от него	4	6
73	с ними	1	6
74	не знает	2	6
75	которым он	1	6
76	отношению к	1	6
77	на них	1	5
78	в чем	1	5
79	по отношению	2	5
80	и наконец	3	5
81	что это	8	5
82	в целом	5	5
83	и вот	2	5
84	но все	2	5
85	на протяжении	1	5
86	с тем	8	5
87	не мог	1	5
88	в конце	4	5
89	даже в	1	5
90	таким образом	20	5
91	к тому	8	5
92	и что	23	5
93	что и	3	5
94	это не	3	5
95	все время	20	5
96	того что	8	5
97	и так	2	5
98	так что	3	5
99	из них	2	5
100	в одном	2	5
101	себе и	2	5
102	и от	1	5
103	ни одного	2	5
104	мы должны	3	5
105	хотя бы	3	5
106	а в	4	5
107	героя в	3	5
108	во всяком	1	5
109	из его	1	4
110	с таким	2	4
111	он как	2	4
112	собою и	1	4
113	еще не	5	4
114	но не	7	4
115	но как	1	4
116	как в	3	4
117	он в	2	4
118	все эти	2	4
119	на его	3	4
120	при этом	8	4
121	на этом	6	4
122	что все	6	4
123	этом смысле	2	4
124	ни в	3	4
125	рядом с	5	4
126	все равно	2	4
127	с точки	2	4
128	все и	1	4
129	но это	1	4
130	ли я	1	4
131	ничего не	2	4
132	он хочет	1	4
133	как раз	13	4
134	его с	2	4
135	и это	8	4
136	если бы	11	4
137	его мысль	1	4
138	тотчас же	1	4
139	и кажется	1	4
140	только на	4	4
141	в виде	1	4
