N	3gram	Berdyaev_N_1	KulturaY
1	в том что	1	10
2	можно было бы	1	9
3	с другой стороны	2	7
4	только потому что	1	6
5	в этом смысле	2	5
6	во всяком случае	1	5
7	в зависимости от	1	4
8	не только в	1	4
9	не может быть	4	4
10	том случае если	1	2
11	в наше время	3	2
12	вместе с тем	2	2
13	в том случае	1	2
14	может быть только	1	2
15	так же как	2	2
16	к вопросу о	1	2
17	и потому что	1	2
18	в отличие от	1	2
19	есть вместе с	1	2
20	не только потому	1	2
21	мы говорим о	1	2
22	я думаю что	1	1
23	в том смысле	1	1
24	а не с	1	1
25	в том и	2	1
26	до сих пор	1	1
27	большую роль в	2	1
28	смысле в каком	1	1
29	и не в	1	1
30	в наши дни	3	1
31	в значительной степени	1	1
32	и творчества не	1	1
33	то время как	1	1
34	сами по себе	1	1
35	не может уже	2	1
36	с одной стороны	2	1
37	не значит что	3	1
38	в известном смысле	1	1
39	не могут быть	1	1
40	по природе своей	1	1
41	не в том	1	1
42	не должно быть	1	1
43	он не хочет	1	1
44	и еще не	1	1
45	потому что не	1	1
46	начало новой эпохи	1	1
47	в то время	1	1
48	в том чтобы	1	1
49	есть по существу	1	1
50	как и в	1	1
51	лишь в том	1	1
52	о том что	1	1
53	от того чтобы	1	1
54	войны и революции	2	1
55	в большинстве случаев	1	1
56	было бы сказать	1	1
57	он не хотел	1	1
