N	3gram	Medvedev_V_1	Dialekti
1	и т д	14	15
2	по крайней мере	2	9
3	сама по себе	1	7
4	в том что	5	6
5	то или иное	1	4
6	одно и то	1	4
7	и то же	1	4
8	в связи с	3	4
9	только то что	2	4
10	то же время	5	4
11	о том что	3	4
12	с другой стороны	8	4
13	в том смысле	1	4
14	только тогда когда	1	4
15	и может быть	1	3
16	не может не	2	3
17	том смысле что	1	3
18	в самом деле	1	3
19	в таком случае	1	3
20	сами по себе	1	3
21	как будто бы	1	3
22	в то же	5	3
23	может быть и	1	3
24	то время как	1	3
25	т е в	2	3
26	не может быть	8	3
27	в то время	1	3
28	можно сказать что	4	3
29	не значит что	1	3
30	может быть в	1	3
31	в той или	1	2
32	иметь в виду	2	2
33	в виду что	1	2
34	более или менее	6	2
35	как это было	1	2
36	до сих пор	1	2
37	в зависимости от	5	2
38	и т п	9	2
39	это вовсе не	1	2
40	говоря уже о	1	2
41	ни в какой	1	2
42	как и все	1	2
43	в данном случае	1	2
44	не только в	2	2
45	не могут быть	1	2
46	так или иначе	1	2
47	во всяком случае	1	2
48	от того что	2	2
49	та или иная	1	2
50	но ведь это	1	2
51	то же самое	1	2
52	не говоря уже	1	2
53	бросается в глаза	1	1
54	то это вовсе	1	1
55	одному тому что	2	1
56	мы говорим о	1	1
57	по одному тому	2	1
58	это то что	1	1
59	т е более	1	1
60	равно как и	4	1
61	большей или меньшей	3	1
62	подобно тому как	2	1
63	выйти за пределы	1	1
64	в этом смысле	1	1
65	а не по	1	1
66	если он не	1	1
67	о том как	3	1
68	одной стороны и	2	1
69	же как и	1	1
70	и не может	2	1
71	и в то	3	1
72	е более или	1	1
73	но и в	1	1
74	в этом отношении	13	1
75	из них и	1	1
76	есть одно и	1	1
77	в частности к	1	1
78	может быть даже	1	1
79	теснейшим образом связана	1	1
80	со всех сторон	1	1
81	без нее не	1	1
82	главным образом в	1	1
83	вместе с тем	3	1
84	говорить не о	2	1
85	ту или иную	1	1
86	же в таком	1	1
87	не самый принцип	1	1
88	бы и не	3	1
89	так же как	1	1
90	в виду не	1	1
91	не в том	2	1
92	на эти вопросы	2	1
93	с одной стороны	2	1
94	в конце концов	2	1
95	и не быть	1	1
96	от обычного хода	1	1
97	это как мы	1	1
98	том как он	1	1
99	приводит к тому	1	1
100	в поэзии и	1	1
101	все же не	1	1
102	в том отношении	2	1
103	к религии и	1	1
104	а не только	1	1
105	именно в том	1	1
106	время никогда не	1	1
107	того или иного	1	1
108	все это не	1	1
109	по сравнению с	1	1
110	образом связана с	1	1
111	и вместе с	1	1
112	это и есть	3	1
113	уже сама по	1	1
114	того или другого	1	1
115	вопрос о том	1	1
116	той или иной	1	1
117	том отношении что	2	1
118	но даже и	1	1
119	же время никогда	1	1
120	вовсе не значит	1	1
121	не созданы то	1	1
122	в братьях карамазовых	1	1
123	и процессов в	1	1
124	к тому что	3	1
125	дело не в	1	1
126	в искусстве но	1	1
127	к тому же	1	1
128	то же но	1	1
129	не в этом	1	1
130	мы только что	1	1
131	и в другом	2	1
