N	2gram	Vinokur_St_2	VrazhdaK
1	в году	3	18
2	не только	19	9
3	в этом	21	8
4	и в	29	8
5	и что	6	8
6	но и	19	7
7	и все	1	7
8	года в	3	7
9	то что	11	7
10	что в	19	7
11	все же	6	6
12	но в	8	6
13	в нем	4	6
14	как и	2	6
15	в котором	7	6
16	и с	4	6
17	в начале	3	6
18	и даже	3	6
19	в романе	4	6
20	то же	2	5
21	об этом	6	5
22	в то	2	5
23	же время	1	5
24	между тем	5	5
25	в письме	5	5
26	у него	1	5
27	не было	3	5
28	в россии	3	5
29	и не	9	5
30	х годов	1	4
31	в ней	7	4
32	что он	13	4
33	в истории	2	4
34	целый ряд	1	4
35	при этом	2	4
36	несмотря на	2	4
37	февраля года	1	4
38	все это	11	4
39	письме к	8	4
40	в виду	7	4
41	во многом	2	4
42	о том	17	4
43	весной года	1	4
44	для нас	1	4
45	уже в	1	4
46	может быть	2	4
47	как бы	5	4
48	летом года	1	4
49	в своих	1	4
50	так же	3	4
51	речь идет	4	3
52	одним из	6	3
53	который был	1	3
54	я не	7	3
55	он был	2	3
56	в чем	1	3
57	с его	2	3
58	в своем	9	3
59	и как	2	3
60	раз в	2	3
61	на то	2	3
62	его в	2	3
63	он не	9	3
64	и уже	1	3
65	том что	27	3
66	в черновиках	1	3
67	но он	3	3
68	что есть	1	3
69	в русской	5	3
70	года он	1	3
71	и его	6	3
72	связи с	4	3
73	по нашему	1	3
74	и о	4	3
75	что у	4	3
76	и во	1	3
77	в его	13	3
78	в том	27	3
79	давно уже	3	3
80	в январе	1	3
81	в конце	2	3
82	тем что	3	3
83	в связи	1	3
84	о себе	1	3
85	эти слова	2	3
86	имел в	1	3
87	марта года	1	3
88	т е	10	3
89	к этому	4	3
90	в русских	1	2
91	же как	3	2
92	и то	1	2
93	и он	3	2
94	он сам	1	2
95	столь же	1	2
96	но как	1	2
97	ответ на	1	2
98	мог знать	1	2
99	тогда как	2	2
100	в известном	3	2
101	в той	5	2
102	в письмах	2	2
103	при создании	1	2
104	в этой	2	2
105	что к	1	2
106	в себе	2	2
107	таким образом	10	2
108	об этой	1	2
109	в них	2	2
110	а с	3	2
111	не мог	3	2
112	в эту	3	2
113	во время	2	2
114	точки зрения	5	2
115	в своей	7	2
116	с точки	2	2
117	место в	1	2
118	письмо к	2	2
119	не менее	3	2
120	права на	1	2
121	том же	2	2
122	ноября года	1	2
123	за год	1	2
124	одна из	1	2
125	никогда не	3	2
126	в виноградов	1	2
127	п в	1	2
128	в роман	2	2
129	и далее	1	2
130	в момент	1	2
131	на это	2	2
132	и это	2	2
133	в в	1	2
134	так в	1	2
135	еще не	1	2
136	он писал	3	2
137	эту сцену	1	2
138	примечании к	1	2
139	а также	2	2
140	центрального образа	1	2
141	пришел к	1	2
142	по мнению	1	2
143	с нею	3	2
144	при помощи	4	2
145	из них	3	2
146	могли быть	1	2
147	для него	4	2
148	очень высоко	1	2
149	отношение к	1	2
150	как раз	8	2
151	и стал	1	2
152	с которым	1	2
153	о чем	5	2
154	не может	2	2
