N	3gram	Losev_Prob_3	FransuaR
1	в том что	9	6
2	в той или	2	5
3	той или иной	8	5
4	до сих пор	2	4
5	в отличие от	2	4
6	искусства и литературы	1	4
7	то есть в	3	4
8	это уже не	2	3
9	с точки зрения	2	3
10	литературы и искусства	2	3
11	на самом же	4	3
12	даже и в	2	3
13	самом же деле	4	3
14	дело в том	3	2
15	на самом деле	2	2
16	как раз и	4	2
17	но и в	2	2
18	на этот вопрос	1	2
19	и вовсе не	4	2
20	и в частности	2	2
21	ни к какому	2	2
22	с одной стороны	1	2
23	во всех этих	1	2
24	вовсе не является	2	2
25	этот вопрос мы	1	2
26	вовсе не в	2	2
27	выход за пределы	1	2
28	так и в	1	2
29	как бы ни	1	2
30	и в литературе	1	2
31	вполне понятно что	1	2
32	в отрыве от	1	2
33	можно сказать что	2	1
34	и может быть	1	1
35	потому что он	4	1
36	в узком значении	1	1
37	точки зрения на	1	1
38	и связанные с	1	1
39	еще только в	1	1
40	вовсе и не	1	1
41	в чем же	1	1
42	все это уже	1	1
43	в зачаточной форме	1	1
44	теми или иными	1	1
45	с собой не	1	1
46	на котором мы	1	1
47	то есть по	1	1
48	в самом деле	1	1
49	в настоящее время	2	1
50	перестал бы быть	1	1
51	том что он	1	1
52	всяком случае не	1	1
53	и не только	1	1
54	на первый план	2	1
55	отвлеченной мысли и	1	1
56	имеет в виду	1	1
57	то есть именно	1	1
58	сами по себе	6	1
59	и не к	1	1
60	сказать что и	1	1
61	но несмотря на	1	1
62	в собственном смысле	1	1
63	это вовсе не	4	1
64	то есть на	1	1
65	то или иное	2	1
66	сказать что в	1	1
67	но это и	1	1
68	не чем иным	1	1
69	он перестал бы	1	1
70	он вовсе не	1	1
71	тех или иных	4	1
72	до конца и	1	1
73	но при этом	1	1
74	но в ней	1	1
75	того что не	1	1
76	более широком смысле	1	1
77	в связи с	7	1
78	во всяком случае	6	1
79	это и не	3	1
80	с другой стороны	5	1
81	не может быть	5	1
82	тем самым он	1	1
83	стало возможным только	1	1
84	бросается в глаза	1	1
85	жизни и все	1	1
86	чем иным как	1	1
87	и особенно в	1	1
88	то что мы	1	1
89	сирано де бержерака	1	1
90	и не является	1	1
91	именно потому что	3	1
92	для того чтобы	1	1
93	друг от друга	2	1
94	значение но и	1	1
95	на то или	1	1
96	в то же	4	1
97	и перестает быть	1	1
98	но это не	1	1
99	нас в том	1	1
100	не только в	2	1
101	к тому же	1	1
102	необходимо подчеркнуть что	1	1
103	но еще и	1	1
104	как мы говорили	2	1
105	то есть с	2	1
