N	2gram	Losev_Vlad_1	FransuaR
1	и в	31	29
2	то есть	3	21
3	таким образом	3	20
4	и не	17	16
5	в эпоху	1	15
6	в этой	4	13
7	и все	4	13
8	но в	12	12
9	как и	4	12
10	и на	3	11
11	в этом	14	11
12	так и	6	11
13	то же	6	10
14	мы уже	7	10
15	не только	24	10
16	во время	3	10
17	в то	8	10
18	как мы	9	10
19	все эти	3	9
20	и с	14	9
21	в конце	9	9
22	вовсе не	5	9
23	но и	19	9
24	же время	4	8
25	и его	7	8
26	в его	12	8
27	прежде всего	1	8
28	в них	2	7
29	в том	11	7
30	так как	8	7
31	еще и	7	7
32	так же	1	7
33	но он	5	6
34	в атмосфере	1	6
35	из них	2	6
36	это и	2	5
37	и до	2	5
38	в нем	4	5
39	он и	6	5
40	в своей	4	5
41	до конца	1	5
42	и о	2	5
43	это не	1	5
44	у него	15	5
45	далеко не	1	5
46	сказать что	7	5
47	на весь	1	5
48	и по	8	5
49	того же	6	5
50	также и	10	4
51	на самом	1	4
52	и есть	1	4
53	в которой	4	4
54	еще не	2	4
55	с его	11	4
56	с помощью	1	4
57	в нашем	4	4
58	конце концов	3	4
59	были в	2	4
60	которую он	2	4
61	точки зрения	2	4
62	в результате	2	4
63	жизнь и	3	4
64	в литературе	1	4
65	и одновременно	1	4
66	что он	12	4
67	конечно не	2	4
68	тем что	2	4
69	с другой	3	4
70	по своему	3	4
71	но это	3	4
72	все это	5	4
73	один из	4	4
74	то что	18	4
75	жизни и	5	4
76	в доме	7	3
77	и за	2	3
78	той же	2	3
79	и здесь	3	3
80	в ней	1	3
81	в чем	2	3
82	но как	5	3
83	как к	2	3
84	в своем	4	3
85	и как	4	3
86	более или	3	3
87	то в	1	3
88	в себе	4	3
89	при этом	2	3
90	он не	10	3
91	и вот	3	3
92	и сам	6	3
93	для того	2	3
94	своего времени	2	3
95	в году	30	3
96	особенно в	1	3
97	том что	14	3
98	или менее	3	3
99	почти все	1	3
100	того чтобы	2	3
101	в разных	1	3
102	по своей	4	3
103	и вполне	1	3
104	с ее	1	3
105	здесь не	3	3
106	с самого	1	3
107	в дальнейшем	8	3
108	роль в	1	3
109	что у	4	3
110	образом в	2	3
111	там же	13	3
112	к нему	4	3
113	того что	2	3
114	что здесь	1	3
115	с ними	2	3
116	на языке	1	3
117	и так	3	3
118	в качестве	6	3
119	и любви	1	3
