N	4gram	Tiupa_Vved_1	Narrotol
1	во времени и пространстве	1	5
2	в то же время	3	4
3	в этом и состоит	1	3
4	мы имеем дело с	2	2
5	или несколькими социально-языковыми кругозорами	2	2
6	между двумя или несколькими	2	2
7	дистанция между двумя или	2	2
8	и т.д вплоть до	1	2
9	лицо события свидетель и	2	2
10	главное действующее лицо события	2	2
11	своего и чужого слова	2	2
12	в этом месте рассказа	1	2
13	из участников рассказываемой истории	2	2
14	действующее лицо события свидетель	2	2
15	в войне и мире	2	2
16	двумя или несколькими социально-языковыми	2	2
17	состоит в том что	1	2
18	события свидетель и судия	2	2
19	опыта процессы подлежат итеративному	1	1
20	они сообщают о событии	1	1
21	косвенной речи или несобственно-прямой	1	1
22	референтная область значений но	1	1
23	данном рассказе оно не	1	1
24	из природной неизбежности или	1	1
25	называемая презентация наррации это	1	1
26	рожицы уже до известной	1	1
27	выступают также высказывания перформативные	1	1
28	того же национального языка	1	1
29	во вселенной человек как	1	1
30	что автор как принцип	1	1
31	круга действующих лиц появлением	1	1
32	них нулевую значимость некоторые	1	1
33	текста с концовкой этот	1	1
34	этой двойственности методологическое поле	1	1
35	данное наблюдение вполне подтверждает	1	1
36	же самым стало другим	1	1
37	на дискретные отрезки издавна	1	1
38	отчасти процессуально прогнозируем отчасти	1	1
39	по отношению к ним	1	1
40	издатель русских ведомостей соболевский	1	1
41	отношении к автору в	1	1
42	входит целый шлейф дособытийных	1	1
43	двенадцатом напротив возвращают героиню	1	1
44	нерастворенный лексический грамматический или	1	1
45	и самодовольно облизывается обеспокоена	1	1
46	термин нарратор служит общим	1	1
47	и направляет своим пониманием	1	1
48	произошло а не привиделось	1	1
49	события представляются следующие а	1	1
50	тому как эпизоды и	1	1
51	она порождается так например	1	1
52	обиженная может быть общим	1	1
53	пределами самого рассказа в	1	1
54	интермедиальная нарратология не сводит	1	1
55	ситуаций времен года времени	1	1
56	не речевой субъект а	1	1
57	год месяц день даже	1	1
58	взрослый голос смотри же	1	1
59	на письменное свидетельство о	1	1
60	процессуальность состоят в смене	1	1
61	нас возникновение или исчезновение	1	1
62	а стало быть и	1	1
63	точнее нарративный кадр ментального	1	1
64	точек зрения обращена к	1	1
65	французского в войне и	1	1
66	и жестоком наглом ненаказанном	1	1
67	к лаконичным сообщениям например	1	1
68	собой своего рода словесный	1	1
69	уже не поверхностно-речевую а	1	1
70	в изложении результатов своего	1	1
71	девочки а также выражение	1	1
72	отличие от хронологической фиксации	1	1
