N	3gram	Tiupa_Narr_1	Psycholo
1	для того чтобы	3	19
2	в том что	5	12
3	о том что	2	10
4	в самом деле	2	7
5	то же самое	2	6
6	на то что	2	6
7	к тому что	1	5
8	на самом деле	1	5
9	с точки зрения	1	4
10	как раз в	2	4
11	друг с другом	1	4
12	сами по себе	2	3
13	точно так же	1	3
14	одна из них	1	3
15	не то что	1	3
16	в первый раз	1	3
17	так как это	1	3
18	во всяком случае	2	3
19	то что мы	1	3
20	до сих пор	2	3
21	с одной стороны	1	3
22	внимание на то	2	2
23	как она есть	1	2
24	сам по себе	1	2
25	мы узнаем о	1	2
26	одна и та	1	2
27	с другой стороны	1	2
28	и в самом	1	2
29	речь идет о	3	2
30	и та же	1	2
31	в сущности говоря	1	2
32	мы уже знаем	1	2
33	к тому же	5	2
34	и т д	1	2
35	самом деле в	1	1
36	раз в том	1	1
37	что иное как	1	1
38	мы можем обозначить	1	1
39	в обращении с	1	1
40	это то что	1	1
41	какой бы то	1	1
42	а не в	1	1
43	по отношению к	3	1
44	подобно тому как	3	1
45	в один голос	1	1
46	а не все	1	1
47	том что на	1	1
48	же как и	1	1
49	начала и конца	3	1
50	мы не можем	1	1
51	указывает и на	1	1
52	перед мысленным взором	1	1
53	в той же	1	1
54	жизни и смерти	1	1
55	бы то ни	1	1
56	только то что	1	1
57	из того что	1	1
58	то же время	4	1
59	и не может	1	1
60	рассказе может быть	1	1
61	прежде всего тем	1	1
62	у него нет	1	1
63	как и всякий	1	1
64	в зеркале в	1	1
65	то ни было	1	1
66	говорит о своей	1	1
67	и в то	1	1
68	всего тем что	1	1
69	а с другой	1	1
70	как и на	1	1
71	именно это и	1	1
72	в свою очередь	2	1
73	роль не только	1	1
74	тем же самым	1	1
75	всего рассказа а	1	1
76	из них не	1	1
77	дело в том	2	1
78	бы не было	1	1
79	и всякий другой	1	1
80	построена таким образом	1	1
81	не может быть	4	1
82	к такого рода	1	1
83	них не может	1	1
84	ни одна из	1	1
85	не только в	6	1
86	в конечном счете	1	1
87	можно сказать что	2	1
88	в то же	4	1
89	но в этом	1	1
90	говорит нам о	1	1
