N	3gram	Ircho_Kome_3	Narrotol
1	в том что	9	8
2	не сводится к	1	6
3	по отношению к	3	5
4	в отличие от	1	5
5	с одной стороны	3	5
6	состоит в том	2	4
7	о том что	4	4
8	к тому же	4	4
9	тем не менее	3	4
10	в соответствии с	1	3
11	в этом отношении	2	3
12	но при этом	1	3
13	то же время	4	3
14	в конечном счете	2	3
15	можно сказать что	1	3
16	в то же	4	3
17	к тому что	1	3
18	хотя и не	2	2
19	с точки зрения	3	2
20	подобно тому как	1	2
21	в ответ на	1	2
22	и т п	3	2
23	и не может	1	2
24	к себе и	1	2
25	к ней в	1	2
26	в себе самом	1	2
27	как бы в	1	2
28	как уже говорилось	1	2
29	на то чтобы	1	2
30	таким образом что	1	1
31	одной стороны и	1	1
32	в обоих случаях	1	1
33	и не думал	1	1
34	более или менее	1	1
35	в самом деле	6	1
36	в прошлом году	1	1
37	в его присутствии	1	1
38	то же самое	3	1
39	у меня в	1	1
40	по сравнению с	2	1
41	и в то	1	1
42	в зависимости от	1	1
43	тем же именем	1	1
44	в случае с	1	1
45	может быть только	1	1
46	до сих пор	9	1
47	так или иначе	2	1
48	на мой взгляд	1	1
49	он не наделен	1	1
50	как раз в	1	1
51	то время как	2	1
52	по своему характеру	1	1
53	далеко не всегда	1	1
54	сто лет до	1	1
55	по своему происхождению	1	1
56	и все его	1	1
57	таким образом для	1	1
58	всю свою жизнь	1	1
59	в связи с	3	1
60	то что он	1	1
61	во всяком случае	3	1
62	что у него	1	1
63	об этом и	1	1
64	и не должен	1	1
65	т п не	1	1
66	и для нас	1	1
67	было ясно что	1	1
68	этой точки зрения	1	1
69	здесь не только	1	1
70	едва ли не	1	1
71	более чем за	1	1
72	в то время	2	1
73	с этой точки	1	1
74	так и в	1	1
75	является ли это	1	1
76	в основе своей	1	1
77	если говорить о	1	1
78	он не владеет	1	1
79	она не могла	1	1
80	за сто лет	1	1
81	для того чтобы	6	1
