N	3gram	Vygotskiy__2	TeoriaLi
1	по отношению к	5	8
2	в отличие от	3	7
3	в том что	21	6
4	в данном случае	3	5
5	состоит в том	3	4
6	более или менее	2	4
7	в конечном счете	4	4
8	с другой стороны	1	3
9	можно сказать что	1	3
10	той или иной	1	3
11	в этом смысле	2	3
12	по своей природе	1	2
13	в данный момент	1	2
14	с точки зрения	18	2
15	тот или иной	1	2
16	с одной стороны	7	2
17	а с другой	4	2
18	и тем самым	1	2
19	не только не	1	2
20	сама по себе	2	2
21	не может быть	6	2
22	как и в	1	2
23	точки зрения и	1	1
24	том что в	2	1
25	который может быть	1	1
26	чем это может	1	1
27	мы видим в	2	1
28	в той или	1	1
29	и потому что	1	1
30	здесь и теперь	2	1
31	этой точки зрения	1	1
32	дело в том	1	1
33	этого слова как	1	1
34	это было бы	1	1
35	по ту сторону	2	1
36	имеем в виду	1	1
37	коем случае не	1	1
38	подобно тому как	2	1
39	не возникает в	1	1
40	в том числе	3	1
41	или иной мере	1	1
42	и теперь в	1	1
43	в таких случаях	1	1
44	ни в коем	1	1
45	что он не	2	1
46	не входит в	1	1
47	как это ни	1	1
48	что представляет собой	1	1
49	бы то ни	1	1
50	только то что	1	1
51	из того что	4	1
52	том числе и	3	1
53	точно так же	1	1
54	во всей его	1	1
55	в коем случае	1	1
56	наличии у него	1	1
57	из этих двух	1	1
58	именно в этом	1	1
59	в том случае	1	1
60	том случае если	1	1
61	как раз в	2	1
62	ибо и в	1	1
63	даже в том	1	1
64	то ни было	1	1
65	таким образом и	1	1
66	в известном смысле	1	1
67	не могут быть	1	1
68	всей его сложности	1	1
69	в связи с	6	1
70	так же как	1	1
71	на вопрос о	2	1
72	а по своей	1	1
73	что даже в	1	1
74	и речевой деятельности	1	1
75	о том что	4	1
76	включает в себя	1	1
77	именно потому что	1	1
78	в другой своей	1	1
79	по сути дела	1	1
80	мы имеем в	1	1
81	отнюдь не оказывается	1	1
82	в том и	1	1
83	но на деле	2	1
84	дело не в	1	1
85	для того чтобы	10	1
86	том что он	1	1
87	к тому же	1	1
