N	3gram	Bakhtin_Fr_4	Hudozhes
1	в отличие от	1	7
2	то же время	8	6
3	в то же	8	6
4	более или менее	3	5
5	с другой стороны	3	5
6	в том что	1	5
7	и того же	1	3
8	с точки зрения	2	3
9	одно и то	1	3
10	одного и того	1	3
11	и то же	1	3
12	в конечном счете	1	3
13	можно сказать что	1	3
14	и в то	4	2
15	до известной степени	1	2
16	с одной стороны	2	2
17	а с другой	1	2
18	в свою очередь	1	2
19	для того чтобы	3	2
20	том числе и	2	2
21	в том числе	3	2
22	таким образом что	1	1
23	того же типа	1	1
24	между ними здесь	1	1
25	в виду что	1	1
26	подобно тому как	3	1
27	в одной из	1	1
28	том случае если	1	1
29	по своей цели	1	1
30	в том случае	1	1
31	может быть и	1	1
32	они существенно связаны	1	1
33	как раз в	1	1
34	в самом начале	1	1
35	он же и	1	1
36	таким образом и	3	1
37	же время они	1	1
38	и на его	1	1
39	и как бы	1	1
40	это своего рода	2	1
41	в связи с	1	1
42	но только для	1	1
43	в то время	2	1
44	это и есть	3	1
45	при этом и	1	1
46	прежде всего к	1	1
47	о том что	2	1
48	то есть в	2	1
49	включает в себя	1	1
50	в литературе в	1	1
51	к одному из	1	1
52	тех или иных	1	1
53	в узком и	1	1
54	в соответствии с	1	1
55	не может быть	1	1
56	в полной мере	1	1
57	в его лице	1	1
58	к тому же	1	1
59	существенно связаны с	1	1
60	своему смыслу и	1	1
61	по своему смыслу	1	1
