N	2gram	Medvedev_V_1	Myshleni
1	в этом	26	29
2	точки зрения	3	28
3	и в	26	26
4	не только	25	24
5	то что	6	24
6	таким образом	31	23
7	и речи	1	19
8	того чтобы	3	19
9	для того	3	18
10	в том	15	18
11	и не	19	18
12	том что	8	17
13	потому что	1	16
14	как и	7	15
15	как мы	1	14
16	того что	3	14
17	так же	3	14
18	в ходе	1	12
19	и его	6	12
20	вместе с	7	12
21	что в	10	12
22	в которой	2	11
23	в слове	3	11
24	только не	2	11
25	но и	10	11
26	не может	17	11
27	что они	3	10
28	слова и	1	10
29	в самом	4	9
30	в себе	6	9
31	тому что	6	9
32	мысли в	1	9
33	мышления и	1	9
34	по сравнению	1	9
35	тем что	1	9
36	что мы	2	9
37	по своему	1	9
38	же как	2	8
39	то же	10	8
40	что она	2	8
41	что он	4	8
42	только в	7	8
43	сравнению с	1	8
44	ее в	4	8
45	сказать что	5	8
46	и то	1	7
47	и к	3	7
48	самого начала	1	7
49	о природе	1	7
50	к тому	4	7
51	по мере	1	7
52	может быть	22	7
53	прежде всего	13	7
54	самом деле	1	6
55	вопрос о	1	6
56	во всех	6	6
57	по отношению	7	6
58	все же	5	6
59	и слова	1	6
60	все эти	6	6
61	было бы	7	6
62	в ее	4	6
63	что эта	1	6
64	в сознании	4	6
65	между собой	1	6
66	и что	1	6
67	заключается в	2	6
68	в какой	1	6
69	именно в	2	6
70	а не	7	6
71	как бы	5	6
72	как на	3	6
73	связи между	1	5
74	в целом	4	5
75	как говорит	5	5
76	в силу	11	5
77	с тем	3	5
78	слова к	1	5
79	что этот	1	5
80	она не	3	5
81	тогда когда	2	5
82	в процессе	16	5
83	же самое	2	5
84	данном случае	1	5
85	никак не	1	5
86	является в	1	5
87	если бы	3	5
88	в виду	4	5
89	на вопрос	2	5
90	можно сказать	4	5
91	с одной	2	5
92	в качестве	11	5
93	в начале	1	5
94	себе в	1	5
95	и их	3	5
96	одной стороны	2	5
97	как это	12	5
98	в данном	1	5
99	отношению к	7	5
100	с этой	1	5
101	и для	2	5
102	бы в	3	5
103	только что	4	5
104	еще не	2	4
105	с другой	11	4
106	если в	2	4
107	это и	6	4
108	как в	1	4
109	стороны и	2	4
110	целый ряд	1	4
111	но в	2	4
112	на то	1	4
113	и во	1	4
114	в котором	3	4
115	не в	6	4
116	в той	1	4
117	не менее	2	4
118	не по	2	4
119	никогда не	4	4
120	учения о	1	4
121	связи с	4	4
122	в области	2	4
123	не могут	7	4
124	что оно	3	4
125	слова с	1	4
126	перейти к	1	4
127	приводит к	5	4
128	что у	2	4
129	о том	10	4
