N	2gram	Bakhtin_Pr_2	Formalny
1	т е	26	34
2	и в	43	24
3	художественного произведения	1	23
4	в его	10	23
5	прежде всего	10	22
6	и не	29	20
7	так и	3	18
8	и пр	2	17
9	точки зрения	13	16
10	не может	18	16
11	в этом	13	15
12	в нем	12	14
13	может быть	23	14
14	таким образом	5	13
15	на почве	2	13
16	с точки	8	13
17	и т	13	12
18	именно как	2	12
19	в своем	4	11
20	как и	14	11
21	в своей	4	11
22	в их	3	11
23	не менее	3	11
24	должно быть	4	11
25	то же	8	10
26	вовсе не	5	10
27	настоящее время	2	10
28	и ее	3	10
29	и его	8	10
30	и их	3	10
31	а не	7	10
32	в настоящее	2	10
33	в то	7	9
34	в процессе	2	9
35	и потому	1	9
36	все это	5	9
37	и на	10	8
38	как в	2	8
39	т д	4	8
40	и с	5	8
41	лишь в	8	8
42	не в	11	8
43	же время	5	8
44	в ее	1	8
45	то что	7	8
46	на самом	1	7
47	должна быть	3	7
48	с ее	1	7
49	не только	11	7
50	не должна	3	7
51	жизни и	1	7
52	в содержании	1	7
53	в единстве	3	7
54	до конца	4	7
55	и от	1	7
56	но и	14	7
57	отношения к	2	6
58	еще не	9	6
59	самом деле	5	6
60	более или	3	6
61	в целом	2	6
62	все эти	5	6
63	в этой	1	6
64	как бы	22	6
65	входит в	2	6
66	или менее	3	6
67	в идеологическом	1	6
68	она не	3	6
69	в пределах	16	6
70	и здесь	3	6
71	до сих	7	6
72	социального общения	1	6
73	в том	6	6
74	было бы	5	6
75	как это	1	6
76	сих пор	7	6
77	и все	6	6
78	а в	5	6
79	бы ни	2	5
80	хотя бы	2	5
81	во всех	4	5
82	одним словом	1	5
83	но в	10	5
84	в самом	7	5
85	при этом	6	5
86	по себе	11	5
87	не могло	1	5
88	и до	4	5
89	у нас	2	5
90	должны быть	2	5
91	как мы	10	5
92	того что	2	5
93	только на	3	5
94	с другой	4	5
95	и др	2	5
96	со всею	3	5
97	лишь как	2	5
98	с его	4	4
99	по отношению	5	4
100	и к	3	4
101	учение о	1	4
102	не как	6	4
103	в мире	1	4
104	с другими	1	4
105	историка литературы	1	4
106	друг друга	1	4
107	только и	1	4
108	как на	1	4
109	социальной группы	1	4
110	никогда не	9	4
111	если бы	3	4
112	для этого	2	4
113	в формах	3	4
114	мы увидим	5	4
115	всяком случае	1	4
116	с одной	1	4
117	конечно не	2	4
118	т п	9	4
119	одной стороны	1	4
120	в связи	1	4
121	отношению к	5	4
122	стороны и	3	4
123	быть и	2	4
124	что в	4	4
125	так же	2	4
126	во всяком	2	4
127	это и	1	3
128	в конкретном	3	3
129	мы не	4	3
130	бы то	1	3
131	но не	5	3
132	со всеми	3	3
133	в общем	1	3
