N	3gram	Bakhtin_Pr_3	RusskieA
1	в том что	3	18
2	состоит в том	1	13
3	о том что	2	4
4	мы видели что	2	4
5	в отличие от	1	3
6	не может быть	1	3
7	тем не менее	2	2
8	что иное как	1	2
9	мы не будем	1	2
10	для этой цели	1	2
11	на самом же	1	2
12	может быть только	1	2
13	не будем здесь	1	2
14	не что иное	1	2
15	в этом и	1	2
16	самом же деле	1	2
17	после того как	1	2
18	а между тем	2	1
19	и связанных с	1	1
20	нужно заметить что	1	1
21	и по своим	1	1
22	вряд ли мы	1	1
23	более или менее	3	1
24	и во многих	1	1
25	в царстве мертвых	2	1
26	но и в	1	1
27	а может быть	1	1
28	в этом отношении	1	1
29	а вместе с	1	1
30	как это не	1	1
31	можно было бы	1	1
32	об этом не	1	1
33	в таком месте	2	1
34	может быть и	2	1
35	в предыдущей главе	1	1
36	вся его жизнь	1	1
37	в применении к	1	1
38	во всяком случае	1	1
39	к этому образу	1	1
40	смысле этого слова	1	1
41	так как это	1	1
42	и на земле	1	1
43	принадлежат к числу	1	1
44	с ней и	1	1
45	одним из самых	1	1
46	с другой стороны	1	1
47	все то что	2	1
48	можно сказать что	4	1
49	же деле эти	1	1
50	или во всяком	1	1
51	этим как бы	1	1
52	как мы уже	3	1
53	мы уже знаем	1	1
54	как и в	3	1
55	во всех других	2	1
56	и в другие	1	1
