N	2gram	Tiupa_Anal_3	Mirosoze
1	и в	18	46
2	в нем	2	22
3	у него	1	22
4	может быть	9	21
5	в этом	14	20
6	не только	22	18
7	и не	12	18
8	никогда не	5	18
9	для него	6	18
10	есть лишь	1	17
11	но и	13	15
12	не может	2	15
13	человека в	1	14
14	как и	14	13
15	ведет к	1	13
16	а не	9	13
17	не есть	4	13
18	прежде всего	5	12
19	потому что	1	12
20	и он	2	11
21	не было	3	11
22	в ней	2	11
23	у нас	1	11
24	но в	2	10
25	та же	1	10
26	в себе	2	10
27	он не	6	10
28	он был	1	9
29	не в	6	9
30	не знает	1	9
31	и есть	1	8
32	отношение к	1	8
33	в своем	4	8
34	как бы	10	8
35	но это	1	8
36	человека и	1	7
37	связана с	1	7
38	в мире	5	7
39	как в	3	7
40	и к	4	7
41	в этой	6	7
42	человеческой личности	1	7
43	любви к	2	7
44	хотя бы	1	7
45	и потому	2	7
46	и для	2	7
47	что он	4	7
48	вопрос о	1	6
49	там и	1	6
50	в русской	7	6
51	он сам	1	6
52	и здесь	2	6
53	жизнь в	1	6
54	того что	1	6
55	жизни и	1	6
56	по преимуществу	2	5
57	то же	3	5
58	есть не	2	5
59	я не	1	5
60	к преступлению	1	5
61	не способен	1	5
62	в самом	5	5
63	бы и	2	5
64	и вот	2	5
65	что она	2	5
66	в своей	1	5
67	в конце	5	5
68	во всем	3	5
69	и его	13	5
70	к тому	6	5
71	те же	2	5
72	это не	2	5
73	один из	2	5
74	в его	7	5
75	для того	1	5
76	то что	2	5
77	и все	2	5
78	к чему	1	4
79	с его	8	4
80	чем у	1	4
81	в жизни	2	4
82	нет в	1	4
83	человек который	1	4
84	том что	12	4
85	жизнь и	3	4
86	свободы и	1	4
87	того чтобы	1	4
88	перед ним	1	4
89	что у	1	4
90	так и	14	4
91	для этого	1	4
92	народной жизни	1	4
93	себя в	4	4
94	уже не	5	4
95	вопроса о	2	4
96	что и	5	4
97	в свою	5	4
98	они не	1	4
99	что в	9	4
100	все что	1	4
101	это и	2	3
102	к другому	1	3
103	той же	5	3
104	и самого	6	3
105	и на	4	3
106	иное как	1	3
107	в каждом	3	3
108	не будет	3	3
109	в глубине	2	3
110	его в	3	3
111	с самим	2	3
112	на почве	1	3
113	в них	2	3
114	он же	1	3
115	и тогда	1	3
116	не мог	2	3
117	же есть	1	3
118	что было	1	3
119	не для	2	3
120	любви и	1	3
121	принадлежат к	1	3
122	что иное	1	3
123	русский человек	1	3
124	по своей	2	3
125	себя и	1	3
126	если бы	1	3
127	с ним	1	3
128	и должно	1	3
129	о том	6	3
130	что они	3	3
131	в том	9	3
132	только в	2	3
133	есть в	1	3
134	и никогда	1	3
135	тем что	2	3
136	до сих	1	3
137	к которому	1	3
138	от свободы	1	3
139	жизни в	1	3
140	сих пор	1	3
141	и от	2	3
142	на смену	1	3
143	сказать что	2	3
144	не что	1	3
145	есть и	1	3
146	в своих	1	3
147	я и	3	2
148	отношения к	2	2
149	сам по	1	2
