N	2gram	Losev_Dial_1	TeoriaLi
1	в мире	2	24
2	– это	9	20
3	не только	13	18
4	в качестве	2	17
5	и не	30	16
6	я в	2	16
7	а в	5	14
8	– в	4	14
9	и в	18	13
10	в частности	2	13
11	то есть	1	12
12	так и	9	12
13	может быть	17	12
14	в этом	12	11
15	при этом	1	11
16	в том	9	11
17	но не	4	10
18	и его	1	10
19	а не	14	10
20	то же	10	9
21	в его	3	9
22	в душе	1	8
23	но и	7	8
24	что в	13	8
25	в себе	11	7
26	том что	9	7
27	точки зрения	17	7
28	в то	6	7
29	по своей	1	7
30	только в	3	7
31	себя в	1	7
32	как это	4	7
33	в данном	3	7
34	еще не	2	6
35	но в	6	6
36	место в	1	6
37	же время	4	6
38	как бы	11	6
39	мы имеем	2	5
40	в своем	5	5
41	в самом	3	5
42	он не	3	5
43	того или	1	5
44	как и	2	5
45	не в	6	5
46	тем самым	1	5
47	в нем	16	5
48	в ее	1	5
49	или иной	3	5
50	а также	1	5
51	между тем	1	5
52	уже не	2	5
53	с другой	6	5
54	как в	2	5
55	я с	1	5
56	в искусстве	1	5
57	между ними	1	5
58	по преимуществу	1	4
59	говорить о	5	4
60	отношение к	5	4
61	хотя и	4	4
62	то что	13	4
63	ни в	15	4
64	в своей	2	4
65	в их	3	4
66	или менее	3	4
67	не менее	2	4
68	– его	1	4
69	можно сказать	6	4
70	но он	1	4
71	мира и	1	4
72	не знает	2	4
73	сказать что	10	4
74	не может	12	4
75	более или	3	4
76	и то	9	3
77	например в	1	3
78	а только	3	3
79	в сторону	1	3
80	перед нами	1	3
81	и к	1	3
82	в противоположность	5	3
83	все эти	2	3
84	в этой	1	3
85	и вот	6	3
86	и по	1	3
87	его в	1	3
88	этом смысле	3	3
89	мог бы	2	3
90	и сам	1	3
91	в этих	5	3
92	тем не	1	3
93	в отношении	5	3
94	никогда не	9	3
95	на меня	1	3
96	как раз	4	3
97	потому что	14	3
98	той или	7	3
99	– все	6	3
100	другой стороны	4	3
101	так в	1	3
102	и –	14	3
103	в другом	2	3
104	я –	1	3
105	и что	12	3
106	того что	2	3
107	а с	2	3
108	для него	2	3
109	на почве	1	3
110	именно в	2	3
111	и др	1	3
112	нового времени	1	3
113	прежде всего	10	3
114	и потому	3	3
115	– не	11	3
116	объекта и	2	3
117	таким образом	1	3
118	в основе	3	3
119	ни к	2	3
120	отношении к	3	3
121	я и	1	2
122	была бы	3	2
123	отношения к	3	2
124	и это	2	2
125	но –	4	2
126	это и	4	2
127	тех или	3	2
128	на деле	2	2
129	перед лицом	1	2
130	и больше	2	2
131	но она	3	2
132	на себя	1	2
133	я не	5	2
134	но напротив	1	2
