N	3gram	Ircho_Kome_2	KulturaY
1	и т п	2	18
2	для того чтобы	4	15
3	в том что	5	15
4	с точки зрения	1	9
5	по отношению к	3	8
6	то обстоятельство что	1	8
7	в самом деле	1	7
8	только потому что	2	6
9	с другой стороны	1	6
10	о том что	4	5
11	во всяком случае	2	5
12	мере в какой	1	5
13	до сих пор	2	4
14	хотя бы в	1	4
15	тем не менее	1	4
16	более или менее	1	3
17	в этом смысле	2	3
18	в соответствии с	1	3
19	того или иного	1	3
20	только в том	1	3
21	можно было бы	2	3
22	вместе с тем	4	3
23	в связи с	3	3
24	в свою очередь	1	3
25	не может быть	1	3
26	сводится к тому	1	2
27	чуть ли не	2	2
28	так или иначе	3	2
29	того чтобы дать	1	2
30	в первую очередь	3	2
31	и вовсе не	1	2
32	в каждом из	1	2
33	так и в	1	2
34	в тех случаях	1	2
35	то же время	3	2
36	и в самом	1	2
37	речь идет о	2	2
38	но все же	1	2
39	тех случаях когда	1	2
40	в то же	3	2
41	к тому что	2	2
42	должны были бы	1	1
43	сплошь да рядом	1	1
44	как например в	1	1
45	в силу этого	2	1
46	в какой мере	1	1
47	не говоря уже	2	1
48	никак не может	1	1
49	то и вовсе	1	1
50	так и не	1	1
51	имеется в виду	1	1
52	с одной стороны	2	1
53	но не менее	1	1
54	ли в этом	1	1
55	не менее важно	1	1
56	том случае если	1	1
57	и в то	1	1
58	в отличие от	2	1
59	меньше всего похожи	1	1
60	и не столь	1	1
61	по своему содержанию	1	1
62	в наше время	1	1
63	менее важно что	1	1
64	а вместе с	1	1
65	и тогда в	1	1
66	в том случае	1	1
67	в это время	2	1
68	если не считать	1	1
69	едва ли не	5	1
70	в г а	1	1
71	в первом случае	1	1
72	не только в	1	1
73	все это как	1	1
74	и с этой	2	1
75	и в силу	2	1
76	само по себе	1	1
77	вместо того чтобы	1	1
78	а может быть	1	1
79	в соединении с	1	1
80	берет на себя	2	1
81	было ясно что	1	1
82	той или иной	1	1
83	следует думать что	1	1
84	лет тому назад	1	1
85	идти речь о	1	1
86	друг от друга	1	1
87	тем более что	1	1
88	свои силы в	1	1
89	в большинстве случаев	1	1
90	после того как	2	1
91	и свидетельствует о	1	1
92	всего похожи на	1	1
93	на этот раз	4	1
94	точно так же	1	1
95	своего времени в	1	1
96	что и в	2	1
97	можно было сомневаться	1	1
98	а то и	1	1
99	не следует думать	1	1
