N	2gram	Voloshinov_1	Myshleni
1	в том	2	42
2	том что	2	35
3	с помощью	2	31
4	в процессе	5	27
5	таким образом	6	25
6	в этом	2	24
7	точки зрения	7	24
8	и в	13	20
9	что в	3	19
10	заключается в	1	18
11	в основе	1	17
12	то же	4	16
13	мышления в	1	16
14	не только	6	15
15	то что	6	15
16	что они	2	14
17	в их	3	12
18	при этом	2	12
19	может быть	8	12
20	с другой	2	12
21	потому что	1	12
22	с точки	5	11
23	в его	7	11
24	так же	2	11
25	этого слова	1	11
26	в целом	2	11
27	мы должны	6	11
28	и то	3	10
29	на основе	1	10
30	в истории	1	10
31	в себе	3	10
32	в отношении	2	10
33	своего развития	1	10
34	мы видим	2	10
35	только в	6	10
36	так как	3	10
37	того же	1	9
38	и как	1	9
39	как и	3	9
40	между тем	2	9
41	тот же	2	9
42	с одной	2	9
43	одной стороны	2	9
44	как это	1	9
45	другой стороны	2	9
46	но и	3	9
47	и тем	2	8
48	было бы	4	8
49	и что	1	8
50	вместе с	1	8
51	и не	8	8
52	самом деле	3	7
53	собственном смысле	1	7
54	один и	1	7
55	и тот	1	7
56	в своей	4	7
57	и более	1	7
58	могут быть	2	7
59	же самое	1	7
60	того чтобы	1	7
61	в собственном	1	7
62	тем что	2	7
63	этом отношении	1	7
64	а не	2	7
65	что мы	1	7
66	как бы	6	7
67	же как	1	6
68	в самом	2	6
69	одно и	3	6
70	те же	2	6
71	к одному	3	6
72	по своей	1	6
73	к тому	2	6
74	можно было	1	6
75	его в	1	6
76	что он	1	6
77	уже в	2	6
78	не может	8	6
79	такого рода	1	6
80	слово в	3	6
81	сказать что	1	6
82	мы уже	2	5
83	как в	2	5
84	с этим	3	5
85	все же	5	5
86	и к	2	5
87	в действительности	2	5
88	все эти	2	5
89	на то	1	5
90	и его	12	5
91	не является	4	5
92	никогда не	3	5
93	так и	3	5
94	если бы	2	5
95	мы можем	4	5
96	для того	1	5
97	слова и	2	5
98	что такое	1	5
99	в своем	1	4
100	его к	1	4
101	состоит в	1	4
102	с этой	2	4
103	и при	2	4
104	не в	3	4
105	тому что	1	4
106	роль в	2	4
107	на том	1	4
108	по мере	1	4
109	все время	1	4
110	только что	1	4
111	в сознании	4	4
112	является не	1	4
113	в школе	4	4
114	во всей	2	4
115	в области	2	4
116	обратимся к	1	4
117	и для	3	4
118	к этому	1	4
119	этой точки	1	4
120	как известно	1	3
121	не имеют	1	3
122	на место	1	3
123	в виду	1	3
124	столь же	1	3
125	в чем	2	3
126	тем как	1	3
127	отнюдь не	1	3
128	но в	4	3
129	в которой	3	3
130	в этой	1	3
131	на этом	1	3
132	в совершенно	1	3
133	со всеми	1	3
134	на все	1	3
135	и других	1	3
136	к истории	1	3
137	не менее	2	3
138	что эта	2	3
139	и является	2	3
140	во всем	2	3
141	связи с	1	3
142	ничего общего	3	3
143	оно может	1	3
144	представлений и	2	3
145	должно быть	1	3
146	внимание на	1	3
147	один из	1	3
148	одной из	1	3
149	но не	1	3
150	между отдельными	1	3
151	но что	1	3
152	к которому	1	3
153	только к	1	3
154	же слово	2	3
155	самое слово	1	3
156	в связи	2	3
157	в условиях	1	3
158	отношений и	1	3
159	формы и	1	3
160	бы в	2	3
161	связей и	1	3
162	в виде	1	3
163	одним из	1	2
164	также и	1	2
165	связана с	3	2
166	что слово	1	2
167	проявляются в	1	2
168	ту же	1	2
169	едва ли	1	2
170	мы имеем	1	2
171	при анализе	3	2
172	взрослых и	1	2
173	исследования в	1	2
174	зависимости от	2	2
175	в ней	2	2
176	он говорит	1	2
177	отличие от	1	2
178	и речи	1	2
179	которые не	1	2
180	остановиться на	1	2
181	в нем	2	2
182	данное слово	1	2
183	из него	1	2
184	подобно тому	1	2
185	встречаются в	1	2
186	в каждом	4	2
187	здесь мы	3	2
188	же не	1	2
189	входит в	2	2
190	может стать	2	2
191	далеко не	1	2
192	такой же	1	2
193	и тогда	1	2
194	со всей	3	2
195	момента в	1	2
196	которую он	1	2
197	переходе от	1	2
198	когда ребенок	1	2
199	в отличие	1	2
200	мысли и	1	2
201	их в	1	2
202	что те	1	2
203	не имеет	2	2
204	того как	1	2
205	находятся в	1	2
206	речи не	2	2
207	это слово	1	2
208	же слова	1	2
209	не совсем	1	2
210	когда мы	1	2
211	ли не	1	2
212	со взрослыми	1	2
213	что при	1	2
214	и он	1	2
215	существует только	1	2
216	и это	1	2
217	на нем	1	2
218	и сами	1	2
219	данном случае	2	2
220	еще не	1	2
221	мы в	1	2
222	мыслью и	1	2
223	понятно что	3	2
224	и здесь	1	2
225	и т.д	5	2
226	всем протяжении	1	2
227	другими словами	1	2
228	а также	2	2
229	развития не	1	2
230	к нему	1	2
231	на одном	1	2
232	в языке	2	2
233	в другой	1	2
234	вслед за	2	2
235	как из	1	2
236	но так	2	2
237	которое мы	2	2
238	на всем	1	2
239	и у	1	2
240	вопроса о	4	2
241	в действительном	1	2
242	в нашей	1	2
243	детской речи	1	2
244	для него	2	2
245	которое является	1	2
246	только на	1	2
247	прежде всего	9	2
248	понятие о	1	2
249	если не	1	2
250	включается в	1	2
251	путь от	1	2
252	в данном	2	2
253	тому как	1	2
254	эта проблема	1	2
255	языке и	1	2
256	в начале	1	2
257	но для	3	2
258	находит свое	1	2
259	и т.п	7	2
260	а в	2	2
261	не знает	1	2
262	они не	1	2
263	и наиболее	2	1
264	смысле слова	2	1
265	эти функции	1	1
266	например в	1	1
267	человека и	1	1
268	функции в	1	1
269	выражения в	1	1
270	на самом	1	1
271	и есть	1	1
272	в чрезвычайно	1	1
273	по которым	1	1
274	подробно на	1	1
275	на две	2	1
276	в зависимости	2	1
277	а как	2	1
278	который в	1	1
279	на материале	1	1
280	нуждаются в	1	1
281	мы не	4	1
282	которую мы	1	1
283	вопрос о	1	1
284	мы попытались	1	1
285	говорить о	3	1
286	что иное	2	1
287	этим словом	1	1
288	но даже	1	1
289	ему в	1	1
290	произведение и	1	1
291	игре на	1	1
292	иное как	2	1
293	совершенно иных	1	1
294	мысль что	1	1
295	и подобно	1	1
296	то мы	1	1
297	и существенного	1	1
298	относятся и	1	1
299	совсем не	1	1
300	то он	1	1
301	не входит	1	1
302	по отношению	3	1
303	не средством	1	1
304	мы обязаны	1	1
305	общего с	3	1
306	что касается	1	1
307	с понятием	1	1
308	в этот	2	1
309	ключ ко	1	1
310	вывод к	1	1
311	чуть ли	1	1
312	что к	1	1
313	а вовсе	1	1
314	связанные с	2	1
315	в статье	1	1
316	путем абстракции	1	1
317	формулу можно	1	1
318	переходит от	1	1
319	мы полагаем	1	1
320	особенно часто	1	1
321	его можно	1	1
322	или иных	1	1
323	что она	1	1
324	не из	1	1
325	и может	2	1
326	входя в	1	1
327	и находит	1	1
328	не чем	2	1
329	для них	1	1
330	и во-вторых	1	1
331	о которых	1	1
332	которые с	1	1
333	не всегда	1	1
334	которой он	1	1
335	уже у	1	1
336	т.д и	1	1
337	и становится	1	1
338	этого необходимо	1	1
339	в такой	1	1
340	основе такого	1	1
341	приведем пример	1	1
342	конкретную ситуацию	1	1
343	не столько	3	1
344	представление о	1	1
345	не как	3	1
346	в которых	1	1
347	бы мы	1	1
348	своего рода	2	1
349	каждой данной	1	1
350	в одном	3	1
351	точку зрения	3	1
352	иным как	2	1
353	тем не	1	1
354	и наоборот	1	1
355	о значении	1	1
356	что говоря	1	1
357	по себе	1	1
358	это особенно	1	1
359	вплоть до	1	1
360	есть прежде	3	1
361	и другое	1	1
362	самого начала	2	1
363	в то	1	1
364	как о	1	1
365	момента своего	1	1
366	функцию в	2	1
367	и тонкие	1	1
368	на язык	2	1
369	в разных	1	1
370	в самой	1	1
371	именно с	1	1
372	при наличии	1	1
373	бы по	1	1
374	вопрос в	1	1
375	эти три	1	1
