N	2gram	Propp_Isto_6	Mirosoze
1	и в	26	46
2	в нем	8	22
3	у него	7	22
4	может быть	11	21
5	в этом	12	20
6	не только	10	18
7	и не	10	18
8	никогда не	13	18
9	для него	1	18
10	но и	9	15
11	не может	6	15
12	человека в	2	14
13	как и	5	13
14	а не	2	13
15	не есть	2	13
16	друг друга	1	12
17	прежде всего	4	12
18	потому что	13	12
19	и он	4	11
20	не было	3	11
21	но он	2	11
22	в ней	5	11
23	у нас	5	11
24	но в	7	10
25	та же	3	10
26	в себе	3	10
27	он не	2	10
28	он был	2	9
29	не в	3	9
30	не знает	1	9
31	и есть	1	8
32	отношение к	1	8
33	в своем	2	8
34	на земле	4	8
35	так как	18	8
36	она не	3	8
37	переходит в	1	8
38	как бы	4	8
39	но это	4	8
40	связана с	3	7
41	любовь не	1	7
42	в мире	1	7
43	как в	6	7
44	и к	1	7
45	в этой	2	7
46	и для	1	7
47	что он	9	7
48	вопрос о	3	6
49	что это	2	6
50	в русской	6	6
51	не могу	1	6
52	и здесь	1	6
53	в народе	2	6
54	так же	2	6
55	того что	2	6
56	и там	6	6
57	жизни и	2	6
58	то же	5	5
59	есть не	1	5
60	и вот	3	5
61	что она	3	5
62	что все	1	5
63	бога и	1	5
64	в своей	3	5
65	и его	7	5
66	к тому	2	5
67	и это	8	5
68	те же	1	5
69	это не	4	5
70	один из	3	5
71	в его	5	5
72	для того	1	5
73	то что	6	5
74	также и	1	4
75	с его	4	4
76	у них	4	4
77	есть что-то	1	4
78	в жизни	1	4
79	нет в	3	4
80	в царстве	2	4
81	том что	10	4
82	жизнь и	1	4
83	земного и	1	4
84	тому что	1	4
85	не имеет	2	4
86	того чтобы	1	4
87	бога не	1	4
88	перед ним	1	4
89	должны быть	2	4
90	должен быть	1	4
91	что у	2	4
92	так и	5	4
93	для этого	1	4
94	означает что	1	4
95	уже не	7	4
96	что и	4	4
97	в свою	1	4
98	они не	3	4
99	самого себя	2	4
100	т е	22	4
101	есть уже	1	4
102	что в	12	4
103	все что	4	4
104	же как	3	3
105	к другому	1	3
106	они были	1	3
107	и на	12	3
108	иное как	1	3
109	он в	1	3
110	как он	6	3
111	не будет	5	3
112	и с	6	3
113	человеческое существо	1	3
114	на все	1	3
115	его в	5	3
116	ни в	2	3
117	в них	3	3
118	он же	1	3
119	одна и	1	3
120	же есть	1	3
121	можно ли	1	3
122	принадлежат к	1	3
123	того как	3	3
124	что иное	2	3
125	по своей	1	3
126	людей и	2	3
127	его он	1	3
128	только с	1	3
129	не существует	1	3
130	в образе	10	3
131	если бы	3	3
132	с ним	8	3
133	о том	7	3
134	нет у	1	3
135	и можно	1	3
136	что они	2	3
137	в том	12	3
138	только в	5	3
139	есть в	1	3
140	не так	2	3
141	и никогда	1	3
142	тем что	5	3
143	от того	3	3
144	до сих	4	3
145	в картине	1	3
146	связано с	4	3
147	тех которые	2	3
148	и нет	1	3
149	сих пор	4	3
150	и от	3	3
151	человека для	1	3
152	сказать что	3	3
153	не что	1	3
154	есть и	4	3
155	в своих	3	3
156	те которые	1	3
