N	2gram	Medvedev_F_1	StatiiOP
1	и в	24	29
2	том что	1	27
3	в том	6	27
4	в этом	15	21
5	не только	7	19
6	но и	7	19
7	что в	4	19
8	в и	1	13
9	в его	23	13
10	что он	3	13
11	между прочим	1	12
12	в которой	4	11
13	то что	8	11
14	все это	9	11
15	таким образом	13	10
16	к тому	3	10
17	т е	34	10
18	и т	12	9
19	в своем	11	9
20	он не	3	9
21	потому что	1	9
22	так и	18	9
23	этом отношении	1	9
24	и не	20	9
25	как на	4	9
26	но в	5	8
27	как раз	2	8
28	и пр	17	8
29	по поводу	1	8
30	в ней	10	7
31	в самом	5	7
32	так например	3	7
33	но все	2	7
34	в г	1	7
35	в своей	11	7
36	в котором	1	7
37	не столько	1	7
38	тому что	1	7
39	с тем	2	7
40	вместе с	2	7
41	вопрос о	2	6
42	и на	8	6
43	все же	3	6
44	т д	8	6
45	вовсе не	10	6
46	того чтобы	1	6
47	и его	10	6
48	и что	2	6
49	в одном	2	6
50	до сих	6	6
51	было бы	6	5
52	точки зрения	16	5
53	в русской	1	5
54	была бы	2	5
55	в языке	1	5
56	того что	5	5
57	между тем	2	5
58	своего рода	1	5
59	классической трагедии	1	5
60	прежде всего	22	5
61	а не	10	5
62	в той	1	5
63	как бы	6	5
64	сих пор	6	5
65	кроме того	1	4
66	хотя и	1	4
67	и к	4	4
68	не приходится	2	4
69	в нем	14	4
70	что у	1	4
71	в другом	1	4
72	и с	8	4
73	должен был	1	4
74	не в	8	4
75	ничего не	2	4
76	и о	1	4
77	связи с	3	4
78	для него	3	4
79	с другой	5	4
80	именно в	8	4
81	в частности	4	4
82	еще более	1	4
83	а как	2	4
84	к этому	1	4
85	например в	1	3
86	же как	2	3
87	самом деле	6	3
88	на самом	7	3
89	идет о	2	3
90	в году	2	3
91	в их	11	3
92	его не	2	3
93	хотя бы	5	3
94	не был	1	3
95	но не	3	3
96	могло быть	1	3
97	в общем	3	3
98	как в	8	3
99	с этим	2	3
100	не было	3	3
101	вообще не	1	3
102	в россии	3	3
103	из них	1	3
104	ни в	2	3
105	не мог	1	3
106	в эту	2	3
107	в этих	1	3
