N	3gram	Tiupa_Lite_2	Myshleni
1	для того чтобы	1	14
2	по отношению к	3	12
3	в том что	5	11
4	с точки зрения	3	9
5	в этом отношении	3	5
6	подобно тому как	2	4
7	то же самое	1	4
8	из того что	1	4
9	в сущности говоря	1	4
10	с этой точки	1	4
11	этой точки зрения	1	4
12	о том что	2	4
13	такой же мере	1	3
14	состоит в том	4	3
15	в этом случае	2	3
16	можно было бы	1	3
17	с одной стороны	6	3
18	в такой же	1	3
19	в свою очередь	1	3
20	не может быть	7	3
21	не только не	1	3
22	том что в	1	2
23	и не может	1	2
24	что он не	1	2
25	в отличие от	1	2
26	и то что	1	2
27	и т.д и	1	2
28	вместе с тем	1	2
29	а с другой	1	2
30	с другой стороны	4	2
31	в свое время	2	2
32	того что было	1	2
33	ничего общего с	1	2
34	как мы видели	1	2
35	каждый из которых	1	1
36	на самом деле	1	1
37	в том числе	2	1
38	одной стороны и	1	1
39	является одним из	1	1
40	не менее чем	1	1
41	том числе и	1	1
42	нам остается только	1	1
43	сила и слабость	1	1
44	в равной мере	1	1
45	одно и то	2	1
46	но это и	1	1
47	в известном отношении	1	1
48	этом случае мы	1	1
49	в себя и	1	1
50	и то же	2	1
51	по нашему мнению	1	1
52	не могут быть	1	1
53	нам представляется что	1	1
54	исходит из того	1	1
55	но как правило	1	1
56	как нам представляется	1	1
57	я не могу	1	1
58	по существу мысль	1	1
59	тем не менее	2	1
60	не меняет в	1	1
61	мы не можем	1	1
62	в том чтобы	3	1
63	это и не	1	1
64	и не является	1	1
65	в то же	9	1
66	а во второй	1	1
67	ничего не меняет	1	1
68	к тому что	1	1
69	тех или иных	1	1
70	что уже в	1	1
71	речь в этом	1	1
72	той или иной	1	1
