N	2gram	Propp_Isto_7	Vladivir
1	и в	24	40
2	то что	7	28
3	не только	21	25
4	и не	4	25
5	у него	10	24
6	том что	10	18
7	в том	7	18
8	но и	11	18
9	что в	13	17
10	в этом	12	16
11	в его	1	14
12	так что	3	14
13	не может	14	14
14	в виде	1	13
15	точки зрения	4	13
16	вовсе не	4	13
17	только в	6	13
18	в конце	3	12
19	даже и	1	12
20	а именно	6	12
21	сказать что	2	12
22	никогда не	4	11
23	потому что	9	11
24	таким образом	7	11
25	о том	9	11
26	не просто	2	10
27	ни в	2	10
28	тем не	4	10
29	и его	3	10
30	то это	5	10
31	прежде всего	2	10
32	и потому	1	10
33	и то	1	9
34	уже не	2	9
35	что это	6	9
36	и с	1	9
37	в своей	1	9
38	не менее	5	9
39	что же	1	9
40	как мы	3	8
41	в своем	1	8
42	в этой	1	8
43	он не	6	8
44	и что	10	8
45	а также	1	8
46	может быть	14	8
47	а не	8	8
48	так же	6	8
49	а только	1	7
50	же с	1	7
51	хотя и	3	7
52	и как	1	7
53	и если	3	7
54	с тем	1	7
55	как и	6	7
56	в то	2	7
57	там же	2	7
58	что и	8	7
59	того что	6	7
60	так как	8	7
61	вместе с	7	7
62	к тому	1	7
63	а в	10	7
64	оно есть	1	6
65	и на	2	6
66	кроме того	3	6
67	не будет	2	6
68	не мог	1	6
69	с точки	1	6
70	по себе	1	6
71	во всем	2	6
72	и это	2	6
73	и от	2	6
74	так и	5	6
75	об этом	6	6
76	и здесь	12	6
77	значит что	1	6
78	и даже	3	6
79	если не	4	6
80	xix века	1	6
81	это значит	2	6
82	но это	3	6
83	хотя бы	1	6
84	отношения к	1	5
85	мы уже	4	5
86	в ней	1	5
87	совсем не	1	5
88	тут же	1	5
89	более или	1	5
90	все эти	2	5
91	тоже не	3	5
92	можно было	1	5
93	можно считать	1	5
94	должно быть	1	5
95	или менее	1	5
96	но если	1	5
97	дело в	1	5
98	тем что	6	5
99	для нас	6	5
100	ничего не	5	5
101	для себя	1	5
102	с другой	9	5
103	что он	21	5
104	только на	2	5
105	не говорит	1	5
106	в данном	4	5
107	между прочим	3	5
108	в самом	2	4
109	то же	8	4
110	что если	1	4
111	и о	2	4
112	вопрос о	3	4
113	еще не	8	4
114	но не	6	4
115	то он	1	4
116	все же	9	4
117	но в	5	4
118	на то	3	4
119	было бы	2	4
120	такой же	1	4
121	в котором	2	4
122	тому что	2	4
123	не имеет	4	4
124	то время	2	4
125	в дальнейшем	3	4
126	не с	1	4
127	мог бы	1	4
128	никак не	1	4
129	при помощи	3	4
130	от того	1	4
131	здесь в	1	4
132	а с	1	4
133	говорит о	2	4
134	и все	6	4
135	как это	2	4
136	по существу	4	4
137	в основном	2	4
138	мы должны	4	4
139	есть и	4	4
140	точно так	2	4
141	же как	4	3
142	мы имеем	12	3
143	я не	1	3
144	с большим	1	3
145	здесь не	2	3
146	бы то	1	3
147	в чем	5	3
148	заметим что	1	3
149	не все	3	3
150	независимо от	1	3
151	перед нами	2	3
152	и у	2	3
153	уже в	3	3
154	из этих	3	3
155	в нем	6	3
156	при этом	4	3
157	но все	4	3
158	то ни	1	3
159	в качестве	3	3
160	это не	10	3
161	однако здесь	1	3
162	не прямо	1	3
163	далеко не	1	3
164	этого не	2	3
165	не столько	3	3
166	не в	9	3
167	что этот	2	3
168	он мог	1	3
169	сводится к	1	3
170	всякого рода	1	3
171	отличается от	2	3
172	оно не	1	3
173	если бы	1	3
174	находится в	1	3
175	к нему	7	3
176	что здесь	7	3
177	и весьма	1	3
178	и тем	2	3
179	по этому	2	3
180	с одной	5	3
181	вот что	1	3
182	ни с	2	3
183	мы знаем	2	3
184	не так	2	3
185	и только	1	3
186	именно в	1	3
187	в связи	2	3
188	мы видели	7	3
189	одной стороны	5	3
190	как бы	4	3
191	же самое	1	3
192	но для	2	3
193	или не	1	3
194	же в	1	3
195	но вот	2	3
196	только о	2	3
197	ее в	3	3
198	и эта	2	3
199	как на	1	3
200	в таком	1	3
201	в этот	1	2
202	не имел	1	2
203	не хочет	1	2
204	не имеют	2	2
205	должна быть	1	2
206	и за	1	2
207	по его	2	2
208	есть не	1	2
209	мы не	4	2
210	совершенно так	1	2
211	время как	2	2
212	не вполне	3	2
213	на себя	2	2
214	мы и	1	2
215	он был	1	2
216	что его	2	2
217	данном случае	3	2
218	чем это	1	2
219	легко может	1	2
220	себе и	3	2
221	которые не	2	2
222	во что	1	2
223	с этим	2	2
224	этом же	2	2
225	и наконец	3	2
226	это тоже	1	2
227	и к	1	2
228	от этого	1	2
229	в которой	2	2
230	в целом	1	2
231	дальше и	1	2
232	что она	5	2
233	если они	1	2
234	в силу	2	2
235	работе о	1	2
236	и по	3	2
237	всех своих	1	2
238	же не	1	2
239	в другом	1	2
240	об этой	2	2
241	нечего и	1	2
242	должен был	2	2
243	стоит на	1	2
244	в жизни	1	2
245	но уже	1	2
246	о которых	1	2
247	этого факта	1	2
248	на первый	4	2
249	в этих	13	2
250	можно найти	2	2
251	взгляд на	1	2
252	в их	4	2
253	оказывается что	2	2
254	знаем что	3	2
255	свое существование	1	2
256	выше мы	3	2
257	не понимает	1	2
258	и более	1	2
259	знание и	1	2
260	вытекает и	2	2
261	можно ли	1	2
262	тем самым	1	2
263	как можно	1	2
264	что эта	1	2
265	она не	2	2
266	на него	2	2
267	но что	1	2
268	в разных	1	2
269	по вопросу	1	2
270	при всем	1	2
271	она должна	1	2
272	связи с	3	2
273	обращает на	1	2
274	вот в	1	2
275	не могут	2	2
276	здесь нет	3	2
277	во многом	1	2
278	можно только	1	2
279	больше чем	1	2
280	но мы	1	2
281	не содержит	2	2
282	его в	3	2
283	и всю	1	2
284	где у	1	2
285	которые можно	1	2
286	знания и	1	2
287	жизнь но	1	2
288	но тут	1	2
289	в каких	2	2
290	но с	1	2
291	он прошел	2	2
292	одной из	4	2
293	в какой	1	2
294	и так	2	2
295	он уже	1	2
296	который в	1	2
297	так вот	1	2
298	не можем	2	2
299	то и	4	2
300	в начале	1	2
301	а то	1	2
302	из них	2	2
303	себе в	1	2
304	здесь и	2	2
305	не о	1	2
306	друг друга	2	2
307	для того	1	2
308	со стороны	2	2
309	который был	1	2
310	еще до	1	2
311	что мы	3	2
312	как не	1	2
313	но оно	2	2
314	не дается	1	2
315	то можно	1	2
316	и красота	1	2
317	к своему	1	2
318	а если	2	2
319	таких условиях	1	2
320	стороны и	2	2
321	для понимания	1	2
322	с этой	6	2
323	для тех	1	2
324	как например	1	2
325	в книге	1	2
326	вообще говоря	1	2
327	то не	4	2
328	только что	1	2
329	все они	1	2
330	бы на	1	2
331	а о	1	2
332	другой стороны	8	2
333	сколько угодно	1	2
334	того же	2	2
335	из этого	1	2
336	с его	3	2
337	об этих	1	2
338	к этой	1	2
339	к этому	2	2
340	как известно	1	1
341	например в	3	1
342	начинается с	4	1
343	мы здесь	2	1
344	и умер	1	1
