N	2gram	Vinokur_Ku_1	Psycholo
1	то что	9	44
2	и в	24	33
3	в этом	14	28
4	и что	5	25
5	как бы	7	25
6	все время	1	24
7	потому что	23	24
8	для того	16	23
9	том что	21	22
10	того чтобы	17	22
11	может быть	13	22
12	что в	17	21
13	в том	30	21
14	о том	9	20
15	что он	6	20
16	сейчас же	1	16
17	и мы	2	15
18	только что	1	15
19	как это	3	14
20	что это	5	13
21	таким образом	12	13
22	так же	4	13
23	и не	12	13
24	все это	6	13
25	сказать что	1	13
26	самом деле	9	12
27	в самом	10	12
28	было бы	15	12
29	все то	1	12
30	к тому	5	12
31	и все	2	12
32	если мы	2	12
33	так как	9	12
34	он не	2	11
35	что все	2	11
36	на то	4	10
37	что она	3	10
38	если бы	9	10
39	в его	12	10
40	как она	1	10
41	не может	7	10
42	то же	8	9
43	в этой	3	9
44	и если	3	9
45	по себе	2	9
46	как раз	8	9
47	в конце	1	8
48	как будто	1	8
49	совершенно ясно	1	8
50	для этого	3	8
51	вместе с	7	8
52	в каком	2	8
53	показать что	1	7
54	в своем	3	7
55	не только	10	7
56	в нем	4	7
57	так что	4	7
58	и только	1	7
59	до конца	2	7
60	когда он	3	7
61	для нас	2	7
62	и т	33	6
63	на самом	2	6
64	в сущности	3	6
65	в ней	6	6
66	что они	4	6
67	перед нами	1	6
68	все эти	6	6
69	в себе	3	6
70	и вот	1	6
71	точки зрения	14	6
72	всякий раз	1	6
73	но он	1	6
74	тому что	3	6
75	в самой	4	6
76	когда мы	2	6
77	никак не	2	6
78	это не	7	6
79	а не	8	6
80	что мы	1	6
81	как на	3	6
82	это и	4	5
83	полагает что	1	5
84	в целом	4	5
85	и на	4	5
86	с этим	4	5
87	все же	12	5
88	целый ряд	5	5
89	и как	2	5
90	как он	1	5
91	и может	3	5
92	ясно что	3	5
93	как и	2	5
94	нисколько не	3	5
95	никогда не	2	5
96	и его	5	5
97	казалось бы	3	5
98	с ним	5	5
99	заключается в	2	5
100	в какой	6	5
101	что для	1	5
102	вовсе не	10	5
103	мы можем	1	5
104	и есть	2	4
105	той же	3	4
106	в которой	6	4
107	я не	2	4
108	не то	1	4
109	с совершенно	1	4
110	на нас	1	4
111	говорит о	1	4
112	том чтобы	8	4
113	это было	2	4
114	с тем	5	4
115	и уже	1	4
116	для чего	1	4
117	слова и	4	4
118	смысл и	2	4
119	в своей	2	4
120	с точки	9	4
121	одна из	1	4
122	а в	5	4
123	у нас	10	4
124	так например	2	4
125	как мы	1	4
126	что у	1	4
127	можно было	6	4
128	об этом	1	4
129	о нем	2	4
130	утверждает что	1	4
131	не просто	5	4
132	того что	9	4
133	в двух	1	4
134	этот вопрос	1	4
135	только в	11	4
136	и так	1	4
137	себя в	1	4
138	в жизни	1	4
139	и других	1	4
140	из них	4	4
141	что не	5	4
142	в частности	4	4
143	с этой	2	4
144	совершенно не	1	4
145	жизни и	1	4
146	ее в	2	4
147	к этому	1	4
148	в таком	3	4
149	речь идет	2	3
150	например в	5	3
151	же как	1	3
152	к своей	1	3
153	идет о	2	3
154	и этот	1	3
155	что если	2	3
156	говорить о	1	3
157	как я	2	3
158	то это	3	3
159	и он	3	3
160	что его	2	3
161	события в	1	3
162	слова как	3	3
163	но не	5	3
164	в сторону	2	3
165	как в	4	3
166	что именно	1	3
167	увидим что	2	3
168	от этого	2	3
169	та же	1	3
170	из этой	1	3
171	на этом	1	3
