N	3gram	Vygotskiy__2	Formalny
1	с точки зрения	18	14
2	не может быть	6	14
3	на самом деле	2	12
4	здесь и теперь	2	6
5	во всяком случае	6	6
6	в зависимости от	6	5
7	с другой стороны	1	5
8	в самом деле	4	4
9	подобно тому как	2	4
10	в данном случае	3	4
11	в связи с	6	4
12	бы то ни	1	4
13	то ни было	1	4
14	для того чтобы	10	4
15	потому что он	2	3
16	по отношению к	5	3
17	то же самое	2	3
18	все без исключения	1	3
19	в этом отношении	3	3
20	и не могут	1	3
21	в том что	21	3
22	с таким же	2	2
23	не следует что	1	2
24	в этом смысле	2	2
25	о том как	1	2
26	самом же деле	1	2
27	мы увидим что	2	2
28	как и все	1	2
29	и со стороны	1	2
30	сами по себе	1	2
31	в отличие от	3	2
32	на самом же	1	2
33	как со стороны	1	2
34	в высшей степени	7	2
35	только то что	1	2
36	дело в том	1	2
37	мы видели что	3	2
38	упускается из виду	1	2
39	так и со	1	2
40	мы не можем	3	2
41	не только не	1	2
42	как бы ни	1	2
43	именно потому что	1	2
44	вовсе не в	2	2
45	то же что	1	2
46	дело не в	1	2
47	там где она	1	2
48	смысле этого слова	3	2
49	как мы видели	1	2
50	было бы невозможно	1	1
51	что в этом	1	1
52	сводится к тому	1	1
53	иметь в виду	1	1
54	имеем в виду	1	1
55	те случаи когда	1	1
56	какого бы то	1	1
57	в том же	2	1
58	один и тот	1	1
59	на первый план	1	1
60	именно для данного	1	1
61	тот или иной	1	1
62	самом деле что	1	1
63	хотя бы и	2	1
64	сам по себе	1	1
65	ни в коем	1	1
66	не могло бы	1	1
67	это значило бы	1	1
68	таким образом основной	1	1
69	друг на друга	1	1
70	но для этого	1	1
71	из того что	4	1
72	в собственном смысле	3	1
73	с тем что	1	1
74	к тому чтобы	2	1
75	как это делают	1	1
76	именно в этом	1	1
77	до сих пор	1	1
78	так как он	1	1
79	в коем случае	1	1
80	между знаком и	3	1
81	в процессе своего	1	1
82	человека и в	1	1
83	и тогда когда	1	1
84	тот факт что	1	1
85	так же как	1	1
86	но мы видели	1	1
87	не потому что	2	1
88	одной из них	1	1
89	с одной стороны	7	1
90	и тот же	1	1
91	и лишь для	1	1
92	отсюда следует что	1	1
93	так и по	1	1
94	связаны между собой	1	1
95	никогда не может	1	1
96	коем случае не	1	1
97	мере того как	1	1
98	в такой же	1	1
99	не в том	1	1
100	все более и	1	1
101	оно не может	1	1
102	не выдерживает критики	1	1
103	в последнее время	4	1
104	собственном смысле слова	3	1
105	мы все время	1	1
106	но так как	1	1
107	того же типа	1	1
108	этой точки зрения	1	1
109	являются в сущности	1	1
110	о том что	4	1
111	в частности в	1	1
112	и все же	1	1
113	можно было бы	5	1
114	он был бы	1	1
115	из основного положения	1	1
116	с самого начала	1	1
117	и в самом	2	1
118	зависимости от того	1	1
119	во всех стадиях	1	1
120	более и более	1	1
121	подвести некоторые итоги	1	1
122	той или иной	1	1
123	можно сказать что	1	1
124	у нас в	1	1
125	мы имеем в	1	1
126	на то что	6	1
127	лежит в основе	3	1
128	к действительности и	1	1
129	является основным для	1	1
130	а вместе с	1	1
131	в том числе	3	1
132	вовсе не следует	1	1
133	сама по себе	2	1
134	друг с другом	2	1
135	как и в	1	1
136	по мере того	1	1
137	она не может	1	1
138	не больше чем	1	1
139	том числе и	3	1
140	и только в	1	1
141	для всех других	1	1
