N	3gram	Losev_Vlad_1	FransuaR
1	то же время	4	9
2	в то же	4	9
3	для того чтобы	2	6
4	в том что	7	6
5	в этом отношении	1	5
6	но в то	1	5
7	в связи с	1	5
8	а также и	1	4
9	потому что она	1	2
10	дело в том	4	2
11	он не только	2	2
12	но в общем	1	2
13	мысли и слова	1	2
14	со всеми его	1	2
15	в то время	2	2
16	не может быть	3	2
17	можно сказать что	2	2
18	в конце жизни	1	2
19	к тому же	2	2
20	также и в	1	2
21	том что в	3	1
22	что иное как	1	1
23	да и в	1	1
24	в году в	2	1
25	потому что в	1	1
26	и той же	1	1
27	течение всей своей	1	1
28	в самом деле	1	1
29	же время и	1	1
30	свои чувства от	1	1
31	во время своего	1	1
32	как раз и	2	1
33	у него были	1	1
34	еще и сейчас	2	1
35	и в то	2	1
36	что он не	3	1
37	на самом же	1	1
38	никак не мог	1	1
39	но это не	1	1
40	нисколько не мешало	1	1
41	своего отца и	1	1
42	в значительной мере	1	1
43	к жизни и	1	1
44	вместе с тем	1	1
45	и в частности	2	1
46	в это время	1	1
47	и что в	1	1
48	почти все с	1	1
49	что во время	1	1
50	в разные стороны	1	1
51	о чем не	1	1
52	в течение всей	4	1
53	не было ничего	1	1
54	в течение нескольких	1	1
55	что в доме	1	1
56	это конечно не	1	1
57	же время весьма	1	1
58	самом же деле	1	1
59	но и вообще	1	1
60	одной и той	1	1
61	есть не что	1	1
62	даже самые серьезные	1	1
63	не что иное	1	1
64	мы уже сказали	2	1
65	всей своей жизни	1	1
66	так и в	1	1
67	свою связь с	1	1
68	в свою очередь	1	1
69	но он не	1	1
70	о том что	7	1
71	в этой же	1	1
72	о том насколько	1	1
73	он чувствует себя	1	1
74	но он в	1	1
75	но на этот	1	1
76	как мы уже	3	1
77	по этому поводу	1	1
78	только во время	1	1
79	свидетельствуют о том	2	1
80	другой день после	1	1
81	все это конечно	2	1
82	тем не менее	2	1
83	не только была	1	1
84	так как он	2	1
85	то как он	1	1
86	что и в	2	1
87	на другой день	1	1
88	и только в	1	1
