N	3gram	Vygotskiy__2	TeoriaLi
1	в отличие от	1	7
2	в том что	17	6
3	то же время	2	6
4	в то же	2	6
5	в данном случае	4	5
6	того или иного	2	5
7	состоит в том	2	4
8	более или менее	1	4
9	в конечном счете	3	4
10	с другой стороны	2	3
11	тем не менее	4	3
12	можно сказать что	1	3
13	в свою очередь	2	3
14	в этом смысле	1	3
15	и того же	1	2
16	в данный момент	1	2
17	что в основе	4	2
18	в русской поэзии	1	2
19	с точки зрения	10	2
20	при этом что	1	2
21	но он не	1	2
22	в противном случае	1	2
23	с одной стороны	1	2
24	не в самом	1	2
25	и то же	1	2
26	а с другой	1	2
27	одно и то	1	2
28	то что они	1	2
29	и тем самым	1	2
30	не только не	1	2
31	одного и того	1	2
32	не может быть	8	2
33	как и в	2	2
34	точки зрения и	1	1
35	том что в	2	1
36	а между тем	1	1
37	и без остатка	1	1
38	этой точки зрения	2	1
39	это было бы	2	1
40	имеем в виду	1	1
41	подобно тому как	2	1
42	искусство никогда не	1	1
43	может быть признано	1	1
44	никак не может	1	1
45	в этом случае	1	1
46	в таком случае	1	1
47	бы можно было	1	1
48	что он не	2	1
49	в искусстве не	1	1
50	бы то ни	2	1
51	только то что	1	1
52	точно так же	3	1
53	в основе своей	1	1
54	по крайней мере	1	1
55	то или иное	1	1
56	в том случае	4	1
57	том случае если	4	1
58	в такое же	1	1
59	едва ли не	1	1
60	и со всеми	1	1
61	здесь мы имеем	1	1
62	в чем состоит	1	1
63	в основе его	1	1
64	в первом случае	1	1
65	в художественном произведении	5	1
66	то ни было	1	1
67	таким образом и	3	1
68	в отношении к	3	1
69	не более чем	1	1
70	принадлежат к числу	1	1
71	в произведении искусства	1	1
72	с тем же	1	1
73	не могут быть	1	1
74	имеем дело с	1	1
75	одного сознания к	1	1
76	в связи с	1	1
77	в первой главе	1	1
78	а на деле	2	1
79	так же точно	7	1
80	так же как	4	1
81	только о том	1	1
82	в то время	3	1
83	не менее чем	1	1
84	в одном случае	1	1
85	с этой точки	1	1
86	может быть это	1	1
87	о том что	4	1
88	между тем в	1	1
89	сознания к другому	1	1
90	именно потому что	1	1
91	мы имеем в	1	1
92	больше и больше	1	1
93	от одного сознания	1	1
94	в том и	2	1
95	самое существенное для	1	1
96	для того чтобы	13	1
97	том что он	3	1
98	же точно и	2	1
99	той же природы	1	1
100	по себе а	1	1
101	он не только	1	1
