N	3gram	Losev_Dial_2	Analitik
1	о том что	4	6
2	в том что	6	6
3	в данном случае	2	5
4	с одной стороны	1	4
5	и в этом	1	4
6	к тому же	1	4
7	подобно тому как	1	3
8	в этом отношении	1	3
9	по крайней мере	9	3
10	содержит в себе	3	3
11	того или иного	1	3
12	той или иной	1	3
13	тем не менее	2	3
14	в обоих случаях	1	2
15	в этом смысле	1	2
16	с точки зрения	8	2
17	в таком случае	3	2
18	в то же	3	2
19	и то что	1	2
20	а не только	1	2
21	не только в	2	2
22	с другой стороны	4	2
23	то же время	4	2
24	но и все	1	1
25	не в состоянии	2	1
26	крайней мере в	2	1
27	что иное как	3	1
28	одних и тех	1	1
29	можно сказать что	3	1
30	приводит к тому	1	1
31	более или менее	2	1
32	как мы это	2	1
33	и даже не	1	1
34	то что с	1	1
35	имеется в виду	2	1
36	таит в себе	1	1
37	и что же?	1	1
38	которые могут быть	1	1
39	ли он в	1	1
40	как это было	2	1
41	сами по себе	3	1
42	но и в	1	1
43	нельзя сказать что	2	1
44	что она не	1	1
45	в правой руке	1	1
46	и даже в	2	1
47	со всех сторон	1	1
48	то и другое	1	1
49	и тех же	1	1
50	не только его	1	1
51	и все его	1	1
52	в сущности это	1	1
53	и то же	4	1
54	так или иначе	2	1
55	в связи с	4	1
56	одно и то	4	1
57	так как будто	3	1
58	в свое время	1	1
59	только то что	4	1
60	есть не что	2	1
61	а все остальные	1	1
62	не может быть	3	1
63	том смысле что	3	1
64	заключается в том	1	1
65	сказать и о	1	1
66	не только на	1	1
67	не что иное	3	1
68	в самом деле	3	1
69	речь идет о	1	1
70	не менее в	1	1
71	но о том	1	1
72	в том смысле	4	1
73	в силу своей	2	1
74	к тому что	1	1
75	сама по себе	7	1
76	друг с другом	1	1
77	дело не в	1	1
78	тоже могут быть	1	1
79	могут быть в	1	1
80	точно так же	1	1
81	то же самое	2	1
82	обратим внимание на	1	1
