N	2gram	Losev_Dial_4	Morfolog
1	может быть	17	52
2	и т	17	49
3	т д	15	47
4	и пр	9	40
5	таким образом	5	20
6	не может	11	17
7	т е	46	16
8	могут быть	3	15
9	с этим	3	14
10	и в	15	13
11	в этом	11	13
12	так как	14	12
13	перед нами	6	11
14	связи с	1	11
15	чаще всего	1	11
16	мы видим	4	11
17	видим что	4	10
18	заметить что	1	10
19	то же	9	9
20	мы имеем	5	9
21	так и	5	9
22	этом случае	1	9
23	не всегда	3	9
24	прежде всего	11	9
25	а не	18	9
26	в связи	1	9
27	и не	30	9
28	при помощи	3	8
29	что и	6	8
30	с другой	1	8
31	по существу	1	8
32	в результате	6	8
33	вопрос о	2	7
34	имеем в	1	7
35	в качестве	2	7
36	все же	2	7
37	но если	5	7
38	это не	12	6
39	в иное	1	6
40	подобно тому	4	6
41	не могут	2	6
42	и здесь	1	6
43	в том	11	6
44	а в	1	6
45	мы не	9	5
46	во всех	2	5
47	тому как	4	5
48	то что	16	5
49	не менее	2	5
50	потому что	10	5
51	или в	7	5
52	этот момент	3	5
53	вслед за	1	5
54	один из	4	5
55	если мы	5	5
56	наряду с	1	5
57	как бы	14	5
58	также и	4	4
59	тех же	2	4
60	то это	1	4
61	то мы	3	4
62	как в	3	4
63	хотя и	6	4
64	и как	4	4
65	ни одна	2	4
66	не только	8	4
67	на этом	3	4
68	об этом	3	4
69	его в	1	4
70	было бы	9	4
71	вовсе не	6	4
72	как и	7	4
73	точки зрения	14	4
74	с точки	9	4
75	тем не	2	4
76	ничего не	17	4
77	тем что	2	4
78	очень часто	1	4
79	как мы	1	4
80	его самого	1	4
81	д но	1	4
82	случае не	2	4
83	другой стороны	2	4
84	так же	4	4
85	а если	3	4
86	что в	7	4
87	на самом	1	3
88	вне связи	1	3
89	всего это	1	3
90	и для	5	3
91	как таковые	1	3
92	целый ряд	1	3
93	как таковое	3	3
94	но в	3	3
95	в нашем	1	3
96	в пределах	1	3
97	он должен	1	3
98	и по	2	3
99	прежде чем	2	3
100	но все	2	3
101	вопрос как	1	3
102	входит в	1	3
103	из них	2	3
104	ни в	8	3
105	сам он	1	3
106	и вне	2	3
107	в один	3	3
108	том что	10	3
109	в то	6	3
110	в сущности	5	3
111	того чтобы	5	3
112	здесь же	1	3
113	от того	2	3
114	на нем	2	3
115	если бы	6	3
116	но и	4	3
117	он не	1	3
118	во втором	1	3
119	значит что	9	3
120	к нему	1	3
121	и ее	8	3
122	а то	1	3
123	мы можем	3	3
124	не является	1	3
125	что они	4	3
126	из которых	3	3
127	но это	4	3
128	кроме того	2	3
129	это уже	1	3
130	мы должны	4	3
131	только что	2	3
132	требует чтобы	1	3
133	можно назвать	3	3
134	смысле слова	1	2
135	по отдельным	1	2
136	как это	2	2
137	по этим	1	2
138	собственном смысле	2	2
139	есть нечто	2	2
140	мы получаем	2	2
141	как таковая	2	2
142	если она	2	2
143	вот мы	1	2
144	то в	5	2
145	та же	3	2
146	как то	1	2
147	сказать о	1	2
148	случаях нет	1	2
149	не значит	2	2
150	д все	2	2
151	которое может	1	2
152	в нее	1	2
153	можно было	1	2
154	мы уже	3	2
155	это было	2	2
156	обоих случаях	1	2
157	о характере	1	2
158	ни одной	1	2
159	с тем	4	2
160	и тогда	2	2
161	на первый	1	2
162	и при	2	2
163	что такое	5	2
164	имеется в	3	2
165	ли этот	1	2
166	и более	1	2
167	однако в	2	2
168	же может	1	2
169	все эти	3	2
170	что эта	2	2
171	в обоих	1	2
172	не имеет	14	2
173	одна из	1	2
174	знать что	1	2
175	и его	7	2
176	в каком	5	2
177	к себе	1	2
178	они и	1	2
179	для того	5	2
180	оно не	2	2
181	в собственном	3	2
182	можно сделать	1	2
183	и что	9	2
184	ясно что	11	2
185	показать как	2	2
186	о том	5	2
187	нашей работы	1	2
188	с одной	1	2
189	можно сказать	5	2
190	может не	1	2
191	и только	2	2
192	д он	1	2
193	того что	13	2
194	быть и	3	2
195	хотя бы	4	2
196	этот вопрос	1	2
197	что он	7	2
198	только в	7	2
199	себя в	2	2
200	уже не	9	2
201	или не	4	2
202	в виде	3	2
203	или просто	1	2
204	д как	1	2
205	его и	1	2
206	никто не	2	2
207	коня и	1	2
208	этим же	1	2
209	себя и	3	2
210	но есть	1	2
211	не знает	1	2
212	сказать что	6	2
213	что мы	7	2
214	о похищении	1	2
215	в частности	2	2
216	в лесу	1	2
217	д в	1	2
218	или по	4	2
219	есть и	3	2
220	или с	1	2
221	но для	2	2
222	вопрос в	1	2
223	от него	3	2
224	или нет	3	2
225	но вот	1	2
226	не от	1	2
227	одной из	2	2
228	или другими	1	2
229	в свое	2	2
230	к этому	3	2
231	во сне	1	2
232	точно так	2	2
233	равным образом	1	1
234	по законам	2	1
235	здесь получается	1	1
236	не думает	2	1
237	от вашего	1	1
238	самых разнообразных	1	1
239	и то	3	1
240	утверждение что	1	1
241	он может	1	1
242	и должны	1	1
243	решительно все	1	1
244	который можно	1	1
245	вне своего	1	1
246	приходит к	1	1
247	их и	1	1
248	то для	1	1
249	г в	1	1
250	есть не	5	1
251	она в	3	1
252	и была	1	1
253	положения в	1	1
254	он как	1	1
255	так чтобы	3	1
256	но она	1	1
257	что это	13	1
258	что иное	8	1
259	оно есть	4	1
260	конечно и	1	1
261	в виду	9	1
262	кто же	1	1
263	оказывается что	4	1
264	может дать	2	1
265	собой в	1	1
266	сама собой	1	1
267	или во	1	1
268	мы еще	2	1
269	которых один	1	1
270	коем случае	2	1
271	мы будем	2	1
272	но как	2	1
273	не то	1	1
274	мы нашли	2	1
275	явлений и	1	1
276	не входит	1	1
277	значение и	1	1
278	отношение к	1	1
279	отличие от	2	1
280	она есть	10	1
281	или иное	3	1
282	это или	2	1
283	его не	1	1
284	данный момент	2	1
285	вот как	2	1
286	для всех	3	1
287	мы имели	3	1
288	совершенно другой	1	1
289	далее мы	2	1
290	итак в	2	1
291	они есть	1	1
292	в полном	1	1
293	и отдельно	1	1
294	типа все	1	1
295	и наконец	3	1
296	имеет в	1	1
297	этой цели	1	1
298	в этот	2	1
299	смысла но	1	1
300	лишь о	1	1
301	с своим	1	1
302	непонятно почему	1	1
303	в которой	2	1
304	к другому	1	1
305	это утверждение	2	1
306	из этих	2	1
307	что так	1	1
308	не в	8	1
309	думать что	2	1
310	в этой	4	1
311	остановиться на	1	1
312	и тот	1	1
313	но ведь	1	1
314	на то	5	1
315	есть но	1	1
316	вытекающее из	1	1
317	но прежде	1	1
318	вообще не	1	1
319	что каждая	1	1
320	что она	5	1
321	главным образом	2	1
322	время и	2	1
323	всех этих	1	1
324	момента в	1	1
325	д это	1	1
326	свою собственную	1	1
327	если наконец	1	1
328	a и	1	1
329	и вот	11	1
330	следующее если	1	1
331	вид его	1	1
332	е берет	1	1
333	и этот	1	1
334	его можно	1	1
335	собственно говоря	2	1
336	одно и	1	1
337	и показать	1	1
338	однако все	1	1
339	то ни	4	1
340	мифологии и	8	1
341	собой определенную	1	1
342	через все	1	1
343	связанные с	1	1
344	и может	2	1
345	они должны	1	1
346	конечно в	1	1
347	на все	2	1
348	с другими	1	1
349	от одного	2	1
350	и тем	6	1
351	даже в	1	1
352	в это	1	1
353	о которых	1	1
354	церковь и	1	1
355	на что	2	1
356	переходим к	1	1
357	вызывает никаких	1	1
358	между собою	2	1
359	же самый	1	1
360	ею и	1	1
361	как таковой	5	1
362	нисколько не	2	1
363	что данный	1	1
364	и становится	1	1
365	меняется и	1	1
366	том как	2	1
367	имеет ничего	2	1
368	и их	2	1
369	как все	1	1
370	именно и	1	1
371	теми или	1	1
372	в их	3	1
373	указать что	1	1
374	бы мы	1	1
375	что я	5	1
376	наука о	1	1
377	которые в	1	1
378	такую же	1	1
379	при этом	2	1
380	но он	1	1
381	наши общие	1	1
382	все это	9	1
383	а дальнейшее	1	1
384	имеет свою	1	1
385	третьим но	1	1
386	или если	1	1
387	для нее	2	1
388	видит в	1	1
389	есть всегда	3	1
390	и очень	1	1
391	она не	4	1
392	с третьим	2	1
393	и определенный	1	1
394	принципов и	1	1
395	для меня	2	1
396	что с	2	1
397	она могла	1	1
398	это дает	1	1
399	то чего	1	1
400	логической и	3	1
401	того как	2	1
402	и притом	3	1
403	и сама	1	1
404	это нисколько	1	1
405	в основе	10	1
406	как его	1	1
407	не вызывает	1	1
408	дело не	1	1
409	нельзя ли	1	1
410	иметь в	2	1
411	может только	2	1
412	в другое	1	1
413	на землю	1	1
414	же время	6	1
415	или как	1	1
416	она хочет	4	1
417	как таковых	2	1
418	как на	1	1
419	всматриваясь в	1	1
420	е не	2	1
421	у нас	3	1
422	такие же	1	1
423	в коем	2	1
424	другой ее	1	1
425	является то	1	1
426	если он	1	1
427	с логической	1	1
428	и вдруг	1	1
429	и развития	1	1
430	должны быть	4	1
431	всего в	1	1
432	той или	4	1
433	не есть	40	1
434	всегда так	1	1
435	кем и	1	1
436	ничего общего	4	1
437	то она	1	1
438	с ее	10	1
439	как не	2	1
440	это будет	3	1
441	законы и	1	1
442	без всякого	2	1
443	же не	1	1
444	данном случае	1	1
445	нами выше	1	1
446	роль в	1	1
447	иметь детей	1	1
448	на основании	3	1
449	в глаза	1	1
450	те же	1	1
451	здесь как	1	1
452	в плоскости	1	1
453	мог бы	2	1
454	е мы	1	1
455	и с	4	1
456	в последней	1	1
