N	3gram	Bakhtin_Pr_1	DiskursI
1	в том что	7	13
2	по отношению к	11	9
3	по природе своей	1	5
4	о том что	2	5
5	в отличие от	2	4
6	то же время	7	4
7	это прежде всего	1	3
8	не в том	1	3
9	не может быть	3	3
10	и как бы	1	3
11	с другой стороны	2	3
12	существенную роль в	1	3
13	в то же	7	3
14	в е годы	1	2
15	подобно тому как	3	2
16	то же самое	1	2
17	а в том	1	2
18	и не только	1	2
19	сами по себе	3	2
20	по крайней мере	2	2
21	в значительной степени	1	2
22	в данном случае	2	2
23	в том чтобы	1	2
24	не только в	1	2
25	и в форме	1	2
26	то есть в	3	2
27	можно сказать что	2	2
28	точка зрения на	2	1
29	точки зрения на	1	1
30	для понимания и	1	1
31	дело в том	1	1
32	а потому и	1	1
33	своем собственном мире	1	1
34	на самом деле	3	1
35	в своем собственном	1	1
36	и даже не	1	1
37	в этом смысле	9	1
38	как точка зрения	1	1
39	зрения на него	1	1
40	как раз и	1	1
41	именно в том	2	1
42	он не может	1	1
43	с точки зрения	15	1
44	до сих пор	2	1
45	и не может	2	1
46	и в то	3	1
47	хотя бы и	2	1
48	только то что	2	1
49	возможно только при	1	1
50	во всех произведениях	1	1
51	перед нами не	1	1
52	в противном случае	1	1
53	то есть без	1	1
54	это в значительной	1	1
55	уже в е	1	1
56	не согласиться с	1	1
57	точкой зрения на	1	1
58	можно даже сказать	1	1
59	тем что он	1	1
60	как правило лишь	1	1
61	выходе за пределы	1	1
62	как будто бы	1	1
63	в известном смысле	1	1
64	во всех этих	1	1
65	и на его	1	1
66	для своего времени	1	1
67	а не как	3	1
68	том что он	4	1
69	к той же	1	1
70	тем или иным	1	1
71	во всяком случае	3	1
72	того или иного	1	1
73	в этом отношении	5	1
74	не только его	1	1
75	они и не	1	1
76	героя а его	1	1
77	во мне как	1	1
78	до известной степени	1	1
79	даже сказать что	1	1
80	то есть все	1	1
81	так и в	1	1
82	это и есть	3	1
83	с самого начала	2	1
84	легко заметить что	1	1
85	заключается в том	2	1
86	если бы я	1	1
87	на себя самого	2	1
88	в полной мере	1	1
89	и заключается в	1	1
90	в том и	1	1
91	тех или иных	1	1
92	особый интерес представляет	1	1
93	но все же	1	1
94	в большинстве случаев	2	1
