N	2gram	Bakhtin_Fr_3	Psycholo
1	в том	8	37
2	и в	40	32
3	и что	1	22
4	то есть	18	21
5	том что	4	21
6	потому что	2	21
7	таким образом	10	21
8	то что	5	21
9	что в	12	20
10	может быть	9	18
11	так же	1	18
12	точки зрения	2	17
13	что и	3	17
14	не может	3	17
15	самом деле	3	16
16	того чтобы	4	14
17	то же	7	13
18	в этом	15	13
19	при этом	3	13
20	для того	3	13
21	что он	2	13
22	в самом	6	12
23	заключается в	1	12
24	не только	13	12
25	по себе	1	12
26	так как	4	12
27	было бы	4	11
28	с тем	1	11
29	в основе	5	11
30	и т	1	10
31	когда он	1	10
32	с точки	1	10
33	но и	11	10
34	как и	11	10
35	и не	13	10
36	как в	3	9
37	никогда не	1	9
38	тем что	3	9
39	в своих	5	9
40	с таким	1	8
41	той же	8	8
42	что это	1	8
43	не в	1	8
44	не менее	2	8
45	дело с	1	8
46	того что	1	8
47	в сущности	9	7
48	что они	1	7
49	и как	3	7
50	говорит что	1	7
51	все эти	8	7
52	такой же	1	7
53	и его	17	7
54	как будто	1	7
55	можно было	3	7
56	только в	3	7
57	мы знаем	2	7
58	что для	2	7
59	а не	5	7
60	сказать что	3	7
61	совершенно справедливо	1	6
62	в этой	3	6
63	в художественном	1	6
64	он не	9	6
65	если бы	3	6
66	те же	5	6
67	о том	4	6
68	все время	1	6
69	и из	1	6
70	как бы	3	6
71	художественного произведения	1	5
72	на самом	3	5
73	исходит из	1	5
74	и на	8	5
75	только на	4	5
76	на все	1	5
77	далеко не	2	5
78	все это	4	5
79	в то	6	5
80	в ней	4	5
81	и даже	4	5
82	до сих	4	5
83	отнюдь не	1	5
84	он говорит	6	5
85	сих пор	4	5
86	как раз	5	5
87	этом отношении	2	5
88	как на	1	5
89	есть не	1	4
90	мы имеем	1	4
91	иметь дело	1	4
92	с этим	2	4
93	все же	2	4
94	с той	1	4
95	в произведении	1	4
96	в целом	2	4
97	в нем	5	4
98	к одному	1	4
99	одной и	2	4
100	и по	1	4
101	и с	8	4
102	и тем	1	4
103	несмотря на	1	4
104	в данном	4	4
105	знаем что	1	4
106	и той	2	4
107	образом и	1	4
108	которые в	1	4
109	и более	1	4
110	тому что	1	4
111	не имеет	1	4
112	но только	1	4
113	ничего не	1	4
114	как она	1	4
115	и до	8	4
116	что на	1	4
117	и для	5	4
118	и это	2	4
119	данном случае	2	4
120	и сам	2	4
121	никак не	3	4
122	между тем	3	4
123	в языке	2	4
124	говорит он	2	4
125	мы видим	5	4
126	из них	4	4
127	в творчестве	1	4
128	как это	1	4
129	материал для	1	4
130	и все	9	4
131	а в	3	4
132	из этого	2	4
133	жизни и	4	4
134	например в	2	3
135	на тех	1	3
136	мы не	2	3
137	или же	2	3
138	имеет дело	1	3
139	и он	1	3
140	во всех	6	3
141	но как	2	3
142	в общем	1	3
143	относится к	1	3
144	и к	3	3
145	но в	8	3
146	он в	2	3
147	думать что	2	3
148	главным образом	1	3
149	не к	2	3
150	не как	1	3
151	и вот	2	3
152	на этом	2	3
153	об этом	3	3
154	это было	1	3
155	показывает что	1	3
156	в своей	6	3
157	в их	4	3
158	представление о	2	3
159	жизни с	2	3
160	но он	2	3
161	том чтобы	1	3
162	не могли	1	3
163	в отношении	1	3
164	видим что	1	3
165	во всем	3	3
166	не могут	1	3
167	отказаться от	1	3
168	в виду	7	3
169	так и	3	3
170	жизнь и	1	3
171	мы в	1	3
172	для этого	3	3
173	образом в	2	3
174	с другой	2	3
175	материал не	1	3
176	бы и	1	3
177	один из	4	3
178	и так	2	3
179	и ее	2	3
180	так что	1	3
181	в нашей	2	3
182	что не	1	3
183	и других	6	3
184	и их	1	3
185	в конце	3	3
186	художника и	1	3
187	были бы	1	3
188	что тот	1	3
189	тому как	1	3
190	до конца	6	3
191	в частности	3	3
192	согласии с	1	3
193	в смысле	1	3
194	должны быть	2	3
195	само по	1	3
196	еще более	4	3
197	хотя бы	2	3
198	в свою	1	3
199	который не	1	3
200	также и	4	2
201	того же	2	2
202	к людям	1	2
203	все те	1	2
204	объясняется и	1	2
205	и этот	2	2
206	еще не	3	2
207	с в	2	2
208	из всех	4	2
209	при анализе	2	2
210	есть нечто	1	2
211	с но	1	2
212	но даже	1	2
213	к своему	1	2
214	бы то	1	2
215	с его	3	2
216	же самые	1	2
217	в ее	3	2
218	но не	2	2
219	себе и	1	2
220	отличие от	3	2
221	но эта	1	2
222	из самых	2	2
223	в которой	2	2
224	и тот	1	2
225	в себе	3	2
226	как он	2	2
227	имеем в	1	2
228	в узком	1	2
229	человеческого тела	1	2
230	однако он	1	2
231	на его	2	2
232	подобно тому	1	2
233	здесь мы	2	2
234	то ни	1	2
235	произведения с	1	2
236	была в	1	2
237	с другими	1	2
238	это не	2	2
239	форму и	2	2
240	произведение как	1	2
241	в них	9	2
242	тот самый	1	2
243	но так	1	2
244	смысл и	1	2
245	не так	3	2
246	и при	1	2
247	всяком случае	1	2
248	он дает	2	2
249	не понимает	3	2
250	и эти	1	2
251	их в	3	2
252	том же	2	2
253	в этих	6	2
254	что этот	1	2
255	для нее	1	2
256	произведения как	1	2
257	вплоть до	3	2
258	впадает в	1	2
259	считает что	2	2
260	на самый	1	2
261	он с	2	2
262	же время	6	2
263	художественную форму	1	2
264	ни в	4	2
265	отличается от	1	2
266	что оно	1	2
267	свою очередь	1	2
268	в особенности	5	2
269	так в	4	2
270	роль в	4	2
271	на том	1	2
272	начала и	5	2
273	том как	1	2
274	по сравнению	2	2
275	понятно что	1	2
276	даны в	2	2
277	и вообще	1	2
278	в таком	1	2
279	и здесь	4	2
280	во всяком	1	2
281	с того	2	2
282	в согласии	1	2
283	в сборнике	1	2
284	в его	13	2
285	и только	1	2
286	в свете	3	2
287	и следовательно	3	2
288	в него	1	2
289	к нему	2	2
290	этого материала	1	2
291	согласиться с	1	2
292	как нечто	2	2
293	это очень	1	2
294	к какому	1	2
295	которому он	1	2
296	и у	2	2
297	говорит о	1	2
298	слова в	2	2
299	мы находим	3	2
300	в одном	7	2
301	вовсе не	12	2
302	в состоянии	2	2
303	с этими	1	2
304	отношение к	8	2
305	но что	1	2
306	каждый из	1	2
307	в других	3	2
308	такое же	1	2
309	не было	5	2
310	здесь дело	1	2
311	на которых	1	2
312	не на	1	2
313	и далее	2	2
314	там где	3	2
315	материал и	2	2
316	вместе с	3	2
317	из которых	1	2
318	сравнению с	2	2
319	но это	3	2
320	порядка и	1	2
321	и часто	1	2
