N	3gram	Propp_Isto_7	VeschiIm
1	и т д	16	20
2	не может быть	3	18
3	это значит что	1	17
4	бы то ни	1	9
5	то ни было	1	9
6	т д и	1	7
7	т е в	2	7
8	в том что	4	6
9	тем не менее	4	5
10	с точки зрения	1	4
11	не только в	5	4
12	более или менее	1	3
13	в самом деле	1	3
14	можно было бы	1	3
15	то и другое	1	3
16	вместе с тем	1	3
17	все же не	1	3
18	сама по себе	1	3
19	то это значит	1	2
20	этой точки зрения	3	2
21	о том как	1	2
22	а так как	1	2
23	с этой точки	3	2
24	в данном случае	3	2
25	вы говорите что	1	2
26	к тому что	1	2
27	она не может	1	2
28	но в чем	1	2
29	таким образом что	1	1
30	быть с этой	1	1
31	и может быть	1	1
32	а потом уже	1	1
33	мы видим таким	1	1
34	только потому что	1	1
35	оно может быть	1	1
36	а не в	1	1
37	что это значит?	1	1
38	между прочим и	2	1
39	не только становится	1	1
40	мы должны отвергнуть	1	1
41	потому что я	1	1
42	в этом случае	1	1
43	и оно же	1	1
44	вопрос еще не	1	1
45	до сих пор	2	1
46	надо не просто	1	1
47	сих пор мы	1	1
48	в зависимости от	1	1
49	что он не	1	1
50	от них и	1	1
51	и не в	1	1
52	и что это	1	1
53	она не содержит	1	1
54	то время как	2	1
55	в самом начале	1	1
56	так же как	4	1
57	в том чтобы	2	1
58	не просто как	1	1
59	в начале ее	1	1
60	таким образом и	1	1
61	ответ на вопрос	2	1
62	с одной стороны	4	1
63	и потому что	1	1
64	они должны быть	1	1
65	т е если	1	1
66	она все же	1	1
67	из всего предыдущего	1	1
68	к самому себе	1	1
69	с другой стороны	8	1
70	только о том	1	1
71	т д то	1	1
72	на вопрос о	1	1
73	что они не	1	1
74	а в том	2	1
75	тем более не	1	1
76	мы не можем	2	1
77	в то время	2	1
78	об этом по	1	1
79	о том что	5	1
80	видим таким образом	1	1
81	вопрос о том	1	1
82	можно формулировать так	1	1
83	но все же	2	1
84	из него самого	1	1
85	с этой стороны	3	1
86	не говорит о	1	1
87	не может и	1	1
88	мы видим что	3	1
89	и что он	1	1
90	на то чтобы	2	1
91	т д в	2	1
92	что и в	2	1
