N	4gram	Losev_Vlad_3	Psycholo
1	внимание на то как	1	2
2	сводится к тому что	2	2
3	в то время как	2	2
4	заключается в том что	1	2
5	дело в том что	4	1
6	в том что он	1	1
7	все дело в том	1	1
8	какой бы то ни	1	1
9	поскольку он принадлежит к	1	1
10	а с другой стороны	2	1
11	в том что эта	1	1
12	не что иное как	1	1
13	мы уже знаем что	1	1
14	точно так же и	1	1
15	это легко может показаться	1	1
16	и вместе с тем	2	1
17	но все дело в	1	1
18	с этой точки зрения	1	1
19	бы то ни было	1	1
20	в конце концов только	1	1
21	другое не может быть	1	1
22	так же как и	1	1
23	в то же время	2	1
24	находим мы и в	1	1
25	бы если бы мы	1	1
