N	3gram	Bakhtin_fo_2	Problema
1	и т д	3	13
2	в том что	3	9
3	той или иной	1	8
4	то же самое	2	7
5	в связи с	7	7
6	в данном случае	1	7
7	сами по себе	2	6
8	и в этом	3	6
9	в этом случае	2	5
10	с другой стороны	1	5
11	не может быть	1	5
12	же самое время	1	4
13	в то же	4	4
14	это вовсе не	1	4
15	то время как	1	4
16	и то же	1	4
17	в то время	1	4
18	не было бы	2	3
19	может быть и	2	3
20	одно и то	1	3
21	в конце концов	1	3
22	то есть в	1	3
23	о том что	1	3
24	что и в	1	3
25	это же самое	1	2
26	в той или	1	2
27	а вовсе не	1	2
28	о том как	3	2
29	с точки зрения	8	2
30	на первый план	2	2
31	до сих пор	2	2
32	в отличие от	1	2
33	в чем не	1	2
34	но и в	3	2
35	бы она ни	2	2
36	широком смысле слова	1	2
37	не только в	5	2
38	на первый взгляд	1	2
39	по сравнению с	1	2
40	и как бы	1	2
41	но только в	1	2
42	по своему содержанию	1	2
43	потому что они	2	2
44	этой точки зрения	1	2
45	ни в чем	1	2
46	она ни была	2	2
47	на самом деле	1	2
48	это значит что	2	2
49	можно сказать что	1	2
50	друг от друга	2	2
51	вовсе не является	1	2
52	как мы видели	1	2
53	то есть с	1	2
54	и того же	1	1
55	и говорить о	1	1
56	и связанные с	1	1
57	с чем не	1	1
58	имеется и в	1	1
59	как и во	1	1
60	в котором он	1	1
61	есть прежде всего	1	1
62	том что он	1	1
63	имеет самодовлеющее значение	1	1
64	и не только	1	1
65	произведения можно сказать	1	1
66	они вовсе не	1	1
67	буквально и с	1	1
68	только для того	1	1
69	что он не	1	1
70	до того что	1	1
71	но он не	1	1
72	с тем что	1	1
73	от друга и	1	1
74	с самим собою	1	1
75	значение до сих	1	1
76	что в этом	2	1
77	значении этого слова	1	1
78	с этой точки	1	1
79	не полное и	1	1
80	отличают его от	1	1
81	прежде всего образ	1	1
82	как и в	1	1
83	с одной стороны	1	1
84	к вопросу о	3	1
85	и все его	1	1
86	и идей которые	1	1
87	но при этом	1	1
88	не могут не	1	1
89	быть и речи	1	1
90	во всех этих	3	1
91	и с которой	1	1
92	до некоторой степени	1	1
93	это не значит	1	1
94	таким образом и	1	1
95	данном случае мы	1	1
96	в частности о	1	1
97	не был бы	1	1
98	следующим образом когда	1	1
99	связи с тем	1	1
100	равно как и	2	1
101	необходимо подчеркнуть еще	1	1
102	ни с чем	1	1
103	как бы ни	1	1
104	сказать что здесь	1	1
105	может показаться что	1	1
106	что они вовсе	1	1
107	только в том	1	1
108	одного и того	1	1
109	и во всем	1	1
110	к тому что	1	1
111	тем более не	1	1
112	и все они	1	1
113	для того чтобы	7	1
114	нечего и говорить	1	1
115	такие слова как	1	1
116	когда во время	1	1
117	точки зрения в	1	1
118	и вопрос о	1	1
