N	2gram	Trubetskoy_1	EvropaiE
1	и в	14	37
2	точки зрения	11	23
3	европы и	1	22
4	что в	4	21
5	не только	9	18
6	с точки	9	17
7	в то	10	16
8	то же	11	15
9	хотя бы	5	15
10	отношении к	2	15
11	в своем	6	14
12	но в	2	14
13	же время	10	14
14	в качестве	3	14
15	но и	10	14
16	и не	19	14
17	в этом	17	12
18	в их	4	11
19	в области	2	11
20	в том	17	11
21	россия в	1	11
22	так и	1	10
23	отнюдь не	7	9
24	в себе	9	9
25	только в	5	9
26	земного шара	1	9
27	прежде всего	8	9
28	не может	22	9
29	так же	2	9
30	в ее	1	8
31	было бы	5	8
32	в своей	5	8
33	к тому	7	8
34	и россии	1	8
35	между тем	5	8
36	также и	1	7
37	того что	3	7
38	так как	4	7
39	с другой	1	7
40	как и	4	7
41	по своему	1	7
42	между прочим	1	7
43	может быть	9	6
44	и на	5	6
45	во всех	5	6
46	стороны и	1	6
47	на то	5	6
48	то есть	1	6
49	культурных ценностей	1	6
50	том что	9	6
51	того чтобы	8	6
52	вовсе не	1	6
53	для того	6	6
54	в последние	5	6
55	и даже	2	6
56	как бы	4	6
57	с этой	1	6
58	то что	13	6
59	же как	1	5
60	столь же	1	5
61	но не	4	5
62	не в	4	5
63	в россии	6	5
64	и по	3	5
65	но если	3	5
66	тем самым	2	5
67	как мы	1	5
68	романо-германской культуры	1	5
69	одной из	3	5
70	в виде	3	5
71	со стороны	4	5
72	от этого	1	5
73	в частности	2	5
74	и потому	3	5
75	в течение	2	5
76	то в	3	4
77	романо-германцев и	4	4
78	мы не	1	4
79	вопрос о	5	4
80	в полной	1	4
81	но даже	2	4
82	в ней	2	4
83	россии в	7	4
84	в самом	3	4
85	во многих	2	4
86	культурной жизни	2	4
87	то ни	4	4
88	того или	2	4
89	несмотря на	3	4
90	даже в	1	4
91	к ней	1	4
92	той или	3	4
93	бы то	4	4
94	по себе	2	4
95	можно сказать	1	4
96	тем более	1	4
97	именно в	3	4
98	европейской цивилизации	2	4
99	ни было	1	4
100	или иной	5	4
101	не на	1	4
102	как это	1	4
103	хозяйственной жизни	1	4
104	для нас	2	4
105	или иного	2	4
106	культуры в	3	4
107	в применении	1	3
108	в сфере	1	3
109	идет о	1	3
110	из всех	2	3
111	о россии	1	3
112	в деле	1	3
113	на себя	2	3
114	и народов	1	3
115	того же	1	3
116	азии но	1	3
117	время в	2	3
118	культурной ценности	1	3
119	россии и	3	3
120	в общем	1	3
121	когда он	1	3
122	и к	6	3
123	но на	1	3
124	вообще не	1	3
125	значительная часть	1	3
126	мы можем	2	3
127	не будет	7	3
128	большинстве случаев	2	3
129	и мы	1	3
130	и тем	2	3
131	с тем	6	3
132	и некоторые	1	3
133	в которых	1	3
134	европейской культуры	2	3
135	можно ли	3	3
136	дело в	1	3
137	никогда не	5	3
138	данного народа	5	3
139	потому что	5	3
140	заключает в	1	3
141	в будущем	3	3
142	ли это	4	3
143	с другом	14	3
144	по нашему	1	3
145	бы ни	2	3
146	тем в	1	3
147	можно было	4	3
148	о том	7	3
149	россии к	2	3
150	от них	1	3
151	место в	2	3
152	что и	3	3
153	отметить что	2	3
154	и только	5	3
155	народов и	2	3
156	всяком случае	6	3
157	и россия	1	3
158	в данной	1	3
159	из них	3	3
160	очевидно что	1	3
161	в известной	1	3
162	в прошлом	1	3
163	к ним	1	3
164	тем что	3	3
165	этом отношении	1	3
166	по своим	1	3
167	в странах	1	3
168	и прежде	1	3
169	в свою	1	3
170	связано с	1	3
171	ни на	1	3
172	в данном	7	3
173	применении к	1	3
174	друг с	14	3
175	не является	1	3
176	известной степени	1	3
177	и для	6	3
178	и от	2	3
179	в результате	2	3
180	жизни в	5	3
181	в культурном	2	3
182	ее в	2	3
183	как на	8	3
184	в таком	2	3
185	во всяком	9	3
186	для этих	1	2
187	сплошь и	1	2
188	и то	4	2
189	земном шаре	1	2
190	что эти	1	2
191	должна быть	2	2
192	и этот	3	2
193	есть не	1	2
194	китая и	1	2
195	культурного творчества	1	2
196	которое в	1	2
197	культуру в	2	2
198	на них	1	2
199	между собой	5	2
200	он сам	3	2
201	но как	1	2
202	точка зрения	1	2
203	в сторону	1	2
204	друг от	2	2
205	в свои	1	2
206	россия есть	1	2
207	в истории	1	2
208	с этим	2	2
209	помнить что	2	2
210	целый ряд	2	2
211	и как	3	2
212	что это	3	2
213	чем больше	1	2
214	существующих на	1	2
215	в этой	4	2
216	что к	1	2
217	этой культуры	2	2
218	и если	7	2
219	как оно	1	2
220	главным образом	3	2
221	он не	5	2
222	что россия	1	2
223	на одну	1	2
224	прочим и	1	2
225	в силу	2	2
226	народов которые	1	2
227	таким образом	11	2
228	поскольку она	1	2
229	в мире	4	2
230	и с	7	2
231	заключается в	1	2
232	с другими	1	2
233	и рядом	1	2
234	для них	3	2
235	в своих	6	2
236	иначе говоря	1	2
237	такой же	1	2
238	культуры с	2	2
239	и того	1	2
240	в этих	2	2
241	и сейчас	3	2
242	в котором	2	2
243	представление о	1	2
244	не к	2	2
245	бы о	1	2
246	и более	2	2
247	тому чтобы	4	2
248	при условии	3	2
249	к такой	1	2
250	она не	2	2
251	тогда когда	4	2
252	по своей	1	2
253	участию в	1	2
254	как будто	2	2
255	что на	1	2
256	к той	2	2
257	если этот	1	2
258	на земном	1	2
259	в порядке	2	2
260	не могут	4	2
261	могут быть	1	2
262	россию в	3	2
263	всего в	1	2
264	одну и	1	2
265	но по	1	2
266	от друга	2	2
267	как не	1	2
268	свою очередь	1	2
269	данном случае	3	2
270	культуры и	2	2
271	и ту	1	2
272	представителей данного	1	2
273	мог бы	1	2
274	европейской культуре	1	2
275	по сравнению	1	2
276	если бы	6	2
277	культура есть	1	2
278	и совершенное	1	2
279	в будущее	1	2
280	и что	2	2
281	могут в	1	2
282	в значительной	3	2
283	и во	3	2
284	к нему	2	2
285	в его	4	2
286	мы должны	7	2
287	эти последние	1	2
288	этот вопрос	2	2
289	россии что	1	2
290	силы в	1	2
291	и теперь	1	2
292	не можем	2	2
293	в большинстве	3	2
294	то которое	2	2
295	если в	6	2
296	и других	1	2
297	участие в	2	2
298	в других	2	2
299	влияние на	1	2
300	будет ли	2	2
301	как же	1	2
302	только к	3	2
303	в некоторых	2	2
304	на основании	2	2
305	на этот	1	2
306	а не	2	2
307	что все	3	2
308	следовало бы	1	2
309	вместе с	4	2
310	что же	4	2
311	ко всему	1	2
312	или хотя	1	2
313	совершенно очевидно	2	2
314	и таким	1	2
315	с большой	1	2
316	происходит в	1	2
317	или в	3	2
318	и все	1	2
319	бы в	1	2
320	и наконец	2	2
321	а в	5	2
322	не есть	3	2
323	имеет в	1	2
324	жизни и	4	2
325	себя как	2	1
326	ту же	1	1
327	ко всем	3	1
328	в силе	1	1
329	и большевистские	1	1
330	и т	3	1
331	области техники	1	1
332	исключительно к	1	1
333	и это	1	1
334	тех же	1	1
335	европейцев и	1	1
336	от своей	2	1
337	с культурой	1	1
338	права и	1	1
339	речь идет	2	1
340	исходит из	1	1
341	противном случае	1	1
342	с таким	1	1
343	смотреть на	4	1
344	на тех	1	1
345	из всего	1	1
346	он считает	1	1
347	неизбежно приводит	1	1
348	признание что	3	1
349	по сие	1	1
350	говорить о	3	1
351	только сама	1	1
352	то это	3	1
353	галлов и	1	1
354	чем то	1	1
355	изменение в	1	1
356	с отказом	1	1
357	которых нет	1	1
358	что его	1	1
359	как путь	1	1
360	ясна без	1	1
361	окажется в	3	1
362	самих себя	3	1
363	к которой	6	1
364	значение и	1	1
365	силу этого	1	1
366	в китае	1	1
367	по отношению	2	1
368	для всякого	1	1
369	тогда как	2	1
370	отказом от	1	1
371	и будет	1	1
372	и небольшой	1	1
373	которые не	1	1
374	твердо помнить	1	1
375	в одной	1	1
376	все же	4	1
377	в противном	1	1
378	в полном	1	1
379	к европейской	1	1
380	смысле этого	1	1
381	что по	1	1
382	не являются	1	1
383	к культуре	2	1
384	данному народу	1	1
385	более или	4	1
386	от европы	2	1
387	тех русских	1	1
388	культуру как	1	1
389	эти положения	1	1
390	это есть	2	1
391	каждого народа	2	1
392	же этого	1	1
393	и тот	2	1
394	тому же	1	1
395	и те	2	1
396	претендовать на	1	1
397	к участию	1	1
398	на его	1	1
399	при этом	5	1
400	от которых	1	1
401	говорили в	2	1
402	эта последняя	1	1
403	и когда	1	1
404	в принципе	1	1
405	состоит в	2	1
406	в корне	4	1
407	на земле	4	1
408	его можно	1	1
409	находит себе	1	1
410	или иных	1	1
411	но все	1	1
412	значительной степени	1	1
413	значительной части	2	1
414	было только	1	1
415	в нем	5	1
416	в совершенно	4	1
417	том случае	4	1
418	и неизбежно	1	1
419	не случайны	1	1
420	полной мере	1	1
421	говорить не	1	1
422	лишь в	3	1
423	входит в	1	1
424	сейчас в	1	1
425	которая как	1	1
426	из русских	1	1
427	в жизни	1	1
428	о которых	3	1
429	она и	1	1
430	них то	1	1
431	русской культуры	2	1
432	зрения этих	1	1
433	сие время	1	1
434	всегда и	1	1
435	культура которая	1	1
436	у народа	1	1
437	они найдут	1	1
438	жизни но	1	1
439	сильнее чем	1	1
440	народа и	2	1
441	перед собой	1	1
442	или менее	4	1
443	весьма часто	2	1
444	может лишь	1	1
445	и поскольку	1	1
446	и культуры	1	1
447	в такой	1	1
448	фактом что	1	1
449	мы говорили	3	1
450	та культура	1	1
451	что при	1	1
452	признать что	6	1
453	друг другу	2	1
454	на другую	1	1
455	войти в	1	1
456	том же	2	1
457	для этого	3	1
458	же может	1	1
459	для нее	2	1
460	бы нас	2	1
461	освободиться от	1	1
462	тому что	2	1
463	если и	1	1
464	этого отнюдь	1	1
465	все эти	2	1
466	не менее	1	1
467	что эта	1	1
468	что с	2	1
469	и другое	1	1
470	для каждого	1	1
471	принадлежат к	2	1
472	одна из	3	1
473	чтобы в	2	1
474	та или	1	1
475	этого переворота	1	1
476	много других	1	1
477	казалось бы	1	1
478	в разных	1	1
479	в самой	1	1
480	именно с	1	1
481	высшей и	1	1
482	в русском	1	1
483	на себе	1	1
484	средостение между	1	1
485	во всем	4	1
486	если будет	1	1
487	связи с	3	1
488	в сознании	3	1
489	доказать что	1	1
490	свои положения	1	1
491	в основе	1	1
492	более на	1	1
493	числе и	1	1
494	должны быть	1	1
495	оказались бы	1	1
496	но из	1	1
497	романо-германской цивилизации	2	1
498	отказаться от	4	1
499	не дала	1	1
500	для себя	2	1
501	тех изменений	1	1
502	оно может	1	1
503	приходит к	3	1
504	и о	2	1
505	изменений в	1	1
506	значительной мере	2	1
507	людей в	1	1
508	производится в	1	1
509	язык и	1	1
510	последнее время	2	1
511	мысль о	1	1
512	не исключает	1	1
513	степени и	1	1
514	без различия	1	1
515	а другие	1	1
516	котором мы	1	1
517	единое целое	1	1
518	что может	3	1
519	те же	1	1
520	одного из	1	1
521	об этом	1	1
522	господствующей в	1	1
523	бы признать	1	1
524	романо-германского ига	2	1
525	быть может	1	1
526	которая в	1	1
527	к другу	1	1
528	с ним	2	1
529	положения отдельных	1	1
530	в определенной	1	1
531	при том	4	1
532	в положении	3	1
533	это зависит	1	1
534	сводится к	3	1
535	силы и	1	1
536	некоторых из	2	1
537	в состав	1	1
538	азии и	1	1
539	придает ей	1	1
540	его жизни	1	1
541	это потому	2	1
542	может не	3	1
543	с россией	1	1
544	в вопросах	3	1
545	любви к	2	1
546	америка или	1	1
547	законченной в	1	1
548	персии в	1	1
549	всего этого	1	1
550	в лучшем	3	1
551	по количеству	1	1
552	друг к	1	1
553	на будущее	1	1
554	быть и	2	1
555	один из	1	1
556	ибо в	3	1
557	связь и	1	1
558	с ними	1	1
559	всех этих	3	1
560	это стремление	1	1
561	они могут	1	1
562	эта идея	1	1
563	никак нельзя	1	1
564	по этому	2	1
565	больше чем	2	1
566	ведь в	2	1
567	к какому	1	1
568	переходит в	1	1
569	конечно не	5	1
570	древних галлов	1	1
571	уже не	2	1
572	на такой	2	1
573	если мы	1	1
574	то и	1	1
575	мировой войны	1	1
576	борьбы с	1	1
577	только тогда	1	1
578	в начале	2	1
579	что не	1	1
580	с запада	1	1
581	к созданию	1	1
582	но совершенно	2	1
583	признать за	1	1
584	условии если	3	1
585	несомненно в	1	1
586	это обстоятельство	1	1
587	для него	6	1
588	и их	1	1
589	представить себе	2	1
590	очевидно также	1	1
591	случае когда	1	1
592	у других	2	1
593	мыслящего человека	1	1
594	к сознанию	1	1
595	не о	2	1
596	бытия и	1	1
597	к эмансипации	1	1
598	от того	4	1
599	которые как	1	1
600	даже не	2	1
601	а на	1	1
602	государство и	1	1
603	русской жизни	1	1
604	оно будет	1	1
605	и культура	1	1
606	к которому	1	1
607	россии таковы	1	1
608	что для	3	1
609	те кто	1	1
610	не было	3	1
611	европы но	1	1
612	которых мы	1	1
613	на которых	1	1
614	зависит от	2	1
615	и культур	1	1
616	власти и	1	1
617	человеческой жизни	1	1
618	с которым	1	1
619	из упомянутых	1	1
620	культурными ценностями	2	1
621	свое собственное	2	1
622	не допускает	1	1
623	мы хотим	1	1
624	этот принцип	1	1
625	мы знаем	1	1
626	если не	2	1
627	в связи	1	1
628	связь с	1	1
629	и технических	1	1
630	что во	1	1
631	сказанное относится	1	1
632	в европе	1	1
633	многих случаях	1	1
634	предвидеть и	1	1
635	их к	2	1
636	двух противоположных	1	1
637	этих случаях	1	1
638	для всех	6	1
639	а если	1	1
640	есть только	1	1
641	романо-германский мир	2	1
642	одной этнографической	1	1
643	эту мысль	1	1
644	области внутренней	1	1
645	культуре и	2	1
646	в состоянии	1	1
647	должно быть	3	1
648	с ее	1	1
649	этого слова	1	1
650	с некоторым	1	1
651	лучшем случае	3	1
652	и европейской	2	1
653	требуют чтобы	1	1
654	ближе к	1	1
655	тех или	1	1
656	многие из	1	1
657	одного и	1	1
658	являются не	1	1
659	при таком	1	1
660	этому и	1	1
661	она может	3	1
662	что оно	3	1
663	о котором	3	1
664	в отдельных	1	1
665	политические и	1	1
666	ее и	1	1
667	но когда	1	1
668	и однако	2	1
669	и удобным	1	1
670	колониальной политики	1	1
671	может в	1	1
672	будет оставаться	1	1
673	но это	2	1
674	на такую	2	1
675	бы на	1	1
676	стремление каждого	1	1
677	в обстановке	1	1
678	вступать в	1	1
679	с ней	1	1
680	же будет	1	1
681	понимать как	1	1
682	не быть	1	1
683	есть то	1	1
684	собой это	3	1
685	к этой	4	1
686	случае если	3	1
687	это в	2	1
688	он на	1	1
689	можно назвать	1	1
690	все что	4	1
691	том числе	1	1
